Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM
1,2755.75,1,310726,1022435655,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,WA011,300813795,""
1,2755.75,1,310726,1022435655,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,WA011,300813796,""
1,2755.75,1,310726,1022435655,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,WA011,300813818,""
5,2755.75,1,310726,1012434611,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797736,233506-1-2-101
5,2755.75,1,310726,1012434611,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797737,233506-1-2-101
5,551.15,0,310726,1012434611,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797738,233506-1-2-101
5,2755.75,1,310726,1012434612,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797808,""
5,2755.75,1,310726,1012434612,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797809,233506-1-2-101
5,2755.75,1,310726,1012434612,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797810,233506-1-2-101
5,2755.75,1,310726,1012434612,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797811,233506-1-2-101
5,2755.75,1,310726,1012434612,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797848,233506-1-2-101
5,2755.75,1,310726,1012434612,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797849,233506-1-2-101
5,2755.75,1,310726,1012434612,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797850,233506-1-2-101
5,2755.75,1,310726,1012434612,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797914,233506-1-2-101
5,2755.75,1,310726,1012434613,101,WA002,3015A-3035A-9999A-9999E,WA011,300797915,233506-1-2-101
5,2755.75,1,310726,1012434613,101,WA002,3015A-3035A-9999A-9999E,WA011,300797916,233506-1-2-101
5,2755.75,1,310726,1012434613,101,WA002,3015A-3035A-9999A-9999E,WA011,300797917,233506-1-2-101
5,2755.75,1,310726,1012434613,101,WA002,3015A-3035A-9999A-9999E,WA011,300797918,233506-1-2-101
5,2755.75,1,310726,1012434614,101,WA002,3015A-3035A-9999A-9999C-9999E,WA011,300797938,233506-1-2-101
7,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301029907,""
7,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030051,""
7,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030159,""
7,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030160,""
7,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030161,""
7,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030162,""
7,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030163,""
7,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030164,""
7,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030214,""
7,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030215,""
7,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030216,""
7,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030217,""
7,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030218,""
7,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030248,""
7,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030249,""
7,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301031448,""
7,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030250,""
7,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030251,""
7,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030410,""
7,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030644,""
7,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030645,""
7,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030789,""
7,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030790,""
7,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030791,""
7,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030832,""
7,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030833,""
7,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030834,""
7,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030835,""
7,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030863,""
7,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030865,""
7,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030866,""
7,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030867,""
7,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030901,""
7,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030902,""
7,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030903,""
7,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030904,""
7,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030918,""
7,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030926,""
7,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030931,""
7,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030940,""
7,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030955,""
7,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030956,""
7,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030965,""
7,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030982,""
7,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030983,""
7,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030990,""
7,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301031005,""
7,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301031006,""
7,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030204,""
7,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030220,""
7,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030243,""
7,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030245,""
7,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030246,""
7,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030280,""
7,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030281,""
7,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030282,""
7,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030302,""
7,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030303,""
7,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030304,""
7,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030305,""
7,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030309,""
7,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030318,""
7,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030332,""
7,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030333,""
7,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030334,""
7,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030335,""
7,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030339,""
7,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030340,""
7,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030341,""
7,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030355,""
7,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030356,""
7,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030357,""
7,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030358,""
7,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030372,""
7,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030387,""
7,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030391,""
7,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030419,""
7,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030421,""
7,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030422,""
7,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030423,""
7,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030445,""
7,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030453,""
7,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030602,""
7,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030603,""
7,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030604,""
7,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030663,""
7,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030664,""
7,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030665,""
7,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030678,""
7,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030685,""
7,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030694,""
7,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030695,""
7,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030696,""
7,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030697,""
7,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030698,""
7,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030700,""
7,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030820,""
7,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030821,""
7,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030822,""
7,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030823,""
7,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030828,""
7,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030829,""
7,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030840,""
7,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030841,""
7,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030845,""
7,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030846,""
7,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030847,""
7,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030848,""
7,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030849,""
7,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030850,""
7,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030851,""
7,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030966,""
7,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030967,""
7,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030968,""
7,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030969,""
7,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030970,""
7,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030971,""
7,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030987,""
7,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030988,""
7,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030989,""
7,2755.75,1,310724,1012514815,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301031022,""
7,2755.75,1,310724,1012514815,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301031023,""
7,2755.75,1,310724,1012514815,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301031028,""
7,2755.75,1,310724,1012514815,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301031038,""
8,2755.75,1,310724,1012514705,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028821,""
8,2755.75,1,310724,1012514705,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028822,""
8,2755.75,1,310724,1012514705,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028841,""
8,2755.75,1,310724,1012514705,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028842,""
8,2755.75,1,310724,1012514705,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028843,""
8,2755.75,1,310724,1012514705,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028861,""
8,2755.75,1,310724,1012514705,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028862,""
8,2755.75,1,310724,1012514705,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028863,""
8,2755.75,1,310724,1012514706,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028889,""
8,2755.75,1,310724,1012514706,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028890,""
8,2755.75,1,310724,1012514706,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028892,""
8,2755.75,1,310724,1012514706,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028906,""
8,2755.75,1,310724,1012514706,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028907,""
8,2755.75,1,310724,1012514706,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028908,""
8,2755.75,1,310724,1012514706,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028936,""
8,2755.75,1,310724,1012514706,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028937,""
8,2755.75,1,310724,1012514707,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028946,""
8,2755.75,1,310724,1012514707,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028949,""
8,2755.75,1,310724,1012514707,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028950,""
8,2755.75,1,310724,1012514707,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028964,""
8,2755.75,1,310724,1012514707,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028993,""
8,2755.75,1,310724,1012514707,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028994,""
8,2755.75,1,310724,1012514707,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028995,""
8,2755.75,1,310724,1012514707,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301028996,""
8,2755.75,1,310724,1012514708,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029006,""
8,2755.75,1,310724,1012514708,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029032,""
8,2755.75,1,310724,1012514708,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029033,""
8,2755.75,1,310724,1012514708,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029034,""
8,2755.75,1,310724,1012514708,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029035,""
8,2755.75,1,310724,1012514708,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029049,""
8,2755.75,1,310724,1012514708,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029050,""
8,2755.75,1,310724,1012514708,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029051,""
8,2755.75,1,310724,1012514709,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029079,""
8,2755.75,1,310724,1012514709,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029089,""
8,2755.75,1,310724,1012514709,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029092,""
8,2755.75,1,310724,1012514709,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029103,""
8,2755.75,1,310724,1012514709,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029104,""
8,2755.75,1,310724,1012514709,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029105,""
8,2755.75,1,310724,1012514709,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029135,""
8,2755.75,1,310724,1012514709,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029136,""
8,2755.75,1,310724,1012514710,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029137,""
8,2755.75,1,310724,1012514710,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029163,""
8,2755.75,1,310724,1012514710,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029164,""
8,2755.75,1,310724,1012514710,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029165,""
8,2755.75,1,310724,1012514710,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029170,""
8,2755.75,1,310724,1012514710,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029310,""
8,2755.75,1,310724,1012514710,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029311,""
8,2755.75,1,310724,1012514710,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029339,""
8,2755.75,1,310724,1012514711,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029340,""
8,2755.75,1,310724,1012514711,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029342,""
8,2755.75,1,310724,1012514711,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029352,""
8,2755.75,1,310724,1012514711,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029353,""
8,2755.75,1,310724,1012514711,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029361,""
8,2755.75,1,310724,1012514711,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029366,""
8,2755.75,1,310724,1012514711,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029368,""
8,2755.75,1,310724,1012514711,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029393,""
8,2755.75,1,310724,1012514712,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029396,""
8,2755.75,1,310724,1012514712,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029397,""
8,2755.75,1,310724,1012514712,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029398,""
8,2755.75,1,310724,1012514712,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029399,""
8,2755.75,1,310724,1012514712,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029400,""
8,2755.75,1,310724,1012514712,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029421,""
8,2755.75,1,310724,1012514712,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029444,""
8,2755.75,1,310724,1012514712,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301029445,""
8,2755.75,1,310726,1022514751,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA003,301029533,""
8,2755.75,1,310726,1022514751,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA003,301029536,""
8,2755.75,1,310726,1022514751,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA003,301029538,""
8,2755.75,1,310726,1022514751,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA003,301029539,""
8,2755.75,1,310726,1022514751,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA003,301029540,""
8,2755.75,1,310726,1022514751,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA003,301029541,""
8,2755.75,1,310726,1022514751,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA003,301029542,""
8,2755.75,1,310726,1022514751,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA003,301029543,""
8,2755.75,1,310726,1022514752,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301029789,""
8,2755.75,1,310726,1022514752,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301029791,""
8,2755.75,1,310726,1022514752,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301029792,""
