,Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM
4186,39,2019.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983382,
4187,39,2148.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983393,
4188,39,2054.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983394,
4189,39,2150.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983399,
4190,39,2035.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983400,
4191,39,2118.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983405,
4192,39,2044.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983406,
4193,39,2120.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983429,
4194,39,2037.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983430,
4195,39,2128.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983433,
4196,39,2038.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983435,
4197,39,2138.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983442,
4198,39,2043.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983443,
4199,39,2157.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983449,
4200,39,2038.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983450,
4201,39,2121.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983454,
4202,39,2025.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983455,
4203,39,2112.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983456,
4204,39,2030.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983458,
4205,39,2100.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983486,
4206,39,2018.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983488,
4207,39,2125.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983501,
4208,39,2032.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300984301,
4209,39,1418.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983503,
4210,39,2125.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983607,
4211,39,2025.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983610,
4212,39,2100.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983624,
4213,39,2028.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983625,
4214,39,2037.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983670,
4215,39,2108.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983765,
4216,39,2129.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983766,
4217,39,2029.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID002,300983940,
4218,39,2135.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983767,
4219,39,2033.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983768,
4220,39,2168.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983769,
4221,39,2028.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983770,
4222,39,2186.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983782,
4223,39,2131.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983938,
4224,39,2135.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983939,
4225,40,2755.75,1,310002,1002511201,101,WA001,3405A-9999A-9999E,TX001,300982478,
4226,40,1322.76,0,310015,1052511214,101,ID002,3117A-3123A-9999A-9999E,ID010,300982720,
4227,40,2110.0,1,310086,1052511231,101,ID002,3139A-3140A-9999A,ID010,300982128,
4228,40,1995.0,1,310086,1052511231,101,ID002,3139A-3140A-9999A,ID010,300982130,
4229,40,2132.0,1,310086,1052511231,101,ID002,3139A-3140A-9999A,ID010,300982334,
4230,40,2041.0,1,310086,1052511231,101,ID002,3139A-3140A-9999A,ID010,300982335,
4231,40,2082.0,1,310086,1052511231,101,ID002,3139A-3140A-9999A,ID010,300982336,
4232,40,2009.0,1,310086,1052511231,101,ID002,3139A-3140A-9999A,ID010,300982338,
4233,40,2111.0,1,310086,1052511231,101,ID002,3139A-3140A-9999A,ID010,300982340,
4234,40,2003.0,1,310086,1052511231,101,ID002,3139A-3140A-9999A,ID010,300982341,
4235,40,2096.0,1,310086,1052511232,101,ID002,3139A-3140A-9999A,ID010,300982406,
4236,40,2014.0,1,310086,1052511232,101,ID002,3139A-3140A-9999A,ID010,300982407,
4237,40,2045.0,1,310086,1052511232,101,ID002,3139A-3140A-9999A,ID010,300982408,
4238,40,2004.0,1,310086,1052511232,101,ID002,3139A-3140A-9999A,ID010,300982409,
4239,40,2104.0,1,310086,1052511232,101,ID002,3139A-3140A-9999A,ID010,300982410,
4240,40,2021.0,1,310086,1052511232,101,ID002,3139A-3140A-9999A,ID010,300982411,
4241,40,2094.0,1,310086,1052511232,101,ID002,3139A-3140A-9999A,ID010,300982412,
4242,40,2040.0,1,310086,1052511232,101,ID002,3139A-3140A-9999A,ID010,300982414,
4243,40,2097.0,1,310086,1052511233,101,ID002,3139A-3140A-9999A,ID010,300982530,
4244,40,2058.0,1,310086,1052511233,101,ID002,3139A-3140A-9999A,ID010,300982531,
4245,40,2102.0,1,310086,1052511233,101,ID002,3139A-3140A-9999A,ID010,300982532,
4246,40,2032.0,1,310086,1052511233,101,ID002,3139A-3140A-9999A,ID010,300982533,
4247,40,2089.0,1,310086,1052511233,101,ID002,3139A-3140A-9999A,ID010,300982534,
4248,40,2036.0,1,310086,1052511233,101,ID002,3139A-3140A-9999A,ID010,300982535,
4249,40,2150.0,1,310086,1052511233,101,ID002,3139A-3140A-9999A,ID010,300982536,
4250,40,2141.0,1,310086,1052511233,101,ID002,3139A-3140A-9999A,ID010,300982537,
4251,40,2092.0,1,310086,1052511234,101,ID002,3139A-3140A-9999A,ID010,300982546,
4252,40,2211.0,1,310086,1052511234,101,ID002,3139A-3140A-9999A,ID010,300982547,
4253,40,2143.0,1,310086,1052511234,101,ID002,3139A-3140A-9999A,ID010,300982548,
4254,40,2131.0,1,310086,1052511234,101,ID002,3139A-3140A-9999A,ID010,300982549,
4255,40,2157.0,1,310086,1052511234,101,ID002,3139A-3140A-9999A,ID010,300982550,
4256,40,2139.0,1,310086,1052511234,101,ID002,3139A-3140A-9999A,ID010,300982551,
4257,40,2067.0,1,310086,1052511234,101,ID002,3139A-3140A-9999A,ID010,300982552,
4258,40,2228.0,1,310086,1052511234,101,ID002,3139A-3140A-9999A,ID010,300982560,
4259,40,2129.0,1,310086,1052511235,101,ID002,3139A-3140A-9999A,ID010,300982602,
4260,40,2080.0,1,310086,1052511235,101,ID002,3139A-3140A-9999A,ID010,300982603,
4261,40,2196.0,1,310086,1052511235,101,ID002,3139A-3140A-9999A,ID010,300982604,
4262,40,2066.0,1,310086,1052511235,101,ID002,3139A-3140A-9999A,ID010,300982605,
4263,40,2221.0,1,310086,1052511235,101,ID002,3139A-3140A-9999A,ID010,300982606,
4264,40,2130.0,1,310086,1052511235,101,ID002,3139A-3140A-9999A,ID010,300982607,
4265,40,2136.0,1,310086,1052511235,101,ID002,3139A-3140A-9999A,ID010,300982652,
4266,40,2113.0,1,310086,1052511235,101,ID002,3139A-3140A-9999A,ID010,300982654,
4267,40,55.115,0,310724,1012511201,101,WA002,3040A-3043A-3053A-9999A-9999E,WA007,300981139,
4268,40,2755.75,1,310724,1012511205,101,WA002,3040A-9999A,WA007,300981623,
4269,40,2755.75,1,310724,1012511205,101,WA002,3040A-9999A,WA007,300981624,
4270,40,2755.75,1,310724,1012511205,101,WA002,3040A-9999A,WA007,300981625,
4271,40,2755.75,1,310724,1012511205,101,WA002,3040A-9999A,WA007,300981626,
4272,40,2755.75,1,310724,1012511205,101,WA002,3040A-9999A,WA007,300981627,
4273,40,2755.75,1,310724,1012511205,101,WA002,3040A-9999A,WA007,300982222,
4274,40,2755.75,1,310724,1012511205,101,WA002,3040A-9999A,WA007,300982223,
4275,40,2755.75,1,310724,1012511205,101,WA002,3040A-9999A,WA007,300982225,
4276,41,2198.0,1,310774,1002511101,102,WA001,9999A,WA001,300980809,
4277,41,2198.0,1,310774,1002511101,102,WA001,9999A,WA001,300980813,
4278,41,2201.0,1,310774,1002511101,102,WA001,9999A,WA001,300980814,
4279,41,2199.0,1,310774,1002511101,102,WA001,9999A,WA001,300980818,
4280,41,2199.0,1,310774,1002511101,102,WA001,9999A,WA001,300980819,
4281,41,2201.0,1,310774,1002511101,102,WA001,9999A,WA001,300980820,
4282,41,2198.0,1,310774,1002511101,102,WA001,9999A,WA001,300980821,
4283,41,2198.0,1,310774,1002511101,102,WA001,9999A,WA001,300980822,
4284,41,2202.0,1,310774,1002511102,102,WA001,9999A,WA001,300980845,
4285,41,2198.0,1,310774,1002511102,102,WA001,9999A,WA001,300980846,
4286,41,2199.0,1,310774,1002511102,102,WA001,9999A,WA001,300980847,
4287,41,2201.0,1,310774,1002511102,102,WA001,9999A,WA001,300980868,
4288,41,2200.0,1,310774,1002511102,102,WA001,9999A,WA001,300980879,
4289,41,2198.0,1,310774,1002511102,102,WA001,9999A,WA001,300980891,
4290,41,2198.0,1,310774,1002511102,102,WA001,9999A,WA001,300980893,
4291,41,2199.0,1,310774,1002511102,102,WA001,9999A,WA001,300980898,
4292,41,2205.0,1,310774,1002511103,102,WA001,9999A,WA001,300980965,
4293,41,2200.0,1,310774,1002511103,102,WA001,9999A,WA001,300980975,
4294,41,2201.0,1,310774,1002511103,102,WA001,9999A,WA001,300980995,
4295,41,2202.0,1,310774,1002511103,102,WA001,9999A,WA001,300981005,
4296,41,2204.0,1,310774,1002511103,102,WA001,9999A,WA001,300981024,
4297,41,2207.0,1,310774,1002511103,102,WA001,9999A,WA001,300981031,
4298,41,2205.0,1,310774,1002511103,102,WA001,9999A,WA001,300981041,
4299,41,2200.0,1,310774,1002511103,102,WA001,9999A,WA001,300981046,
4300,41,2200.0,1,310774,1002511104,102,WA001,9999A,WA001,300981081,
4301,41,2198.0,1,310774,1002511104,102,WA001,9999A,WA001,300981089,
4302,41,2199.0,1,310774,1002511104,102,WA001,9999A,WA001,300981105,
4303,41,2205.0,1,310774,1002511104,102,WA001,9999A,WA001,300981114,
4304,41,2205.0,1,310774,1002511104,102,WA001,9999A,WA001,300981126,
4305,41,2203.0,1,310774,1002511104,102,WA001,9999A,WA001,300981129,
4306,41,2206.0,1,310774,1002511104,102,WA001,9999A,WA001,300981146,
4307,41,2198.0,1,310774,1002511104,102,WA001,9999A,WA001,300981155,
4308,42,2014.0,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978571,
4309,42,2084.0,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978592,
4310,42,1997.0,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978593,
4311,42,55.115,0,310724,1012511014,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,300979551,
4312,42,55.115,0,310726,1022511052,101,WA003,3002A-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300979732,
4313,43,55.115,0,310724,1012510903,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,300977297,
4314,43,55.115,0,310726,1022510951,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,300978074,
4315,44,2199.0,1,310774,1002510803,102,WA001,9999A,WA001,300976230,
4316,44,2202.0,1,310774,1002510803,102,WA001,9999A,WA001,300976247,
4317,44,2203.0,1,310774,1002510803,102,WA001,9999A,WA001,300976248,
4318,44,2208.0,1,310774,1002510803,102,WA001,9999A,WA001,300976249,
4319,44,2200.0,1,310774,1002510803,102,WA001,9999A,WA001,300976305,
4320,44,2200.0,1,310774,1002510803,102,WA001,9999A,WA001,300976307,
4321,44,2202.0,1,310774,1002510803,102,WA001,9999A,WA001,300976308,
4322,44,2201.0,1,310774,1002510804,102,WA001,9999A,WA001,300976339,
4323,44,2202.0,1,310774,1002510804,102,WA001,9999A,WA001,300976341,
4324,44,2200.0,1,310774,1002510804,102,WA001,9999A,WA001,300976364,
4325,44,2200.0,1,310774,1002510804,102,WA001,9999A,WA001,300976367,
4326,44,2200.0,1,310774,1002510804,102,WA001,9999A,WA001,300976369,
4327,44,2204.0,1,310774,1002510804,102,WA001,9999A,WA001,300976378,
4328,46,55.115,0,310724,1012510607,101,WA002,3040A-3043A-3045A-3053A-9999A-9999C-9999E,WA007,300973638,
4329,46,55.115,0,310726,1022510657,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300974473,
4330,46,55.115,0,310726,1022510659,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300974582,
4331,48,110.23,0,310724,1012510407,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,300971205,
4332,49,55.115,0,310724,1012510305,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,300969534,
4333,49,2200.0,1,310774,1002510301,102,WA001,9999A,WA001,300969498,
4334,49,2205.0,1,310774,1002510301,102,WA001,9999A,WA001,300969506,
4335,49,2201.0,1,310774,1002510302,102,WA001,9999A,WA001,300969656,
4336,51,55.115,0,310724,1012510101,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,300966314,
4337,51,165.345,0,310724,1012510102,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,300966322,
4338,52,706.0,0,310086,1052510031,101,ID002,3139A-3140A-9999A,ID010,300965435,
4339,52,2118.0,1,310768,1052510025,102,ID002,9999A,ID010,300966159,
4340,52,2060.0,1,310768,1052510025,102,ID002,9999A,ID010,300966160,
4341,53,601.0,0,310086,1052509947,101,ID002,3139A-3140A-9999A,ID010,300964189,
4342,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963902,
4343,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963906,
4344,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963918,
4345,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963922,
4346,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963951,
4347,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963952,
4348,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963953,
4349,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963962,
4350,55,110.23,0,310015,1052509701,101,ID002,3117A-3123A-9999A-9999E,TX001,300960651,
4351,55,165.345,0,310015,1052509701,101,ID002,3117A-3123A-9999A-9999E,TX001,300960657,
4352,55,55.115,0,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960775,
4353,55,220.46,0,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960778,
4354,55,165.345,0,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960779,
4355,55,55.115,0,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960780,
4356,55,55.115,0,310015,1052509704,101,ID002,3117A-3123A-9999A-9999E,TX001,300960782,
4357,55,55.115,0,310015,1052509704,101,ID002,3117A-3123A-9999A-9999E,TX001,300960787,
4358,55,55.115,0,310015,1052509705,101,ID002,3117A-3123A-9999A-9999E,TX001,300960941,
4359,55,275.575,0,310015,1052509706,101,ID002,3117A-3123A-9999A-9999E,TX001,300961004,
4360,55,110.23,0,310015,1052509706,101,ID002,3117A-3123A-9999A-9999E,TX001,300961005,
4361,55,55.115,0,310015,1052509706,101,ID002,3117A-3123A-9999A-9999E,TX001,300961012,
4362,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300960806,
4363,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300960807,
4364,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300960808,
4365,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300961397,
4366,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300961398,
4367,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300961400,
4368,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300961402,
4369,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300961403,
4370,55,55.115,0,310724,1012509707,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,300961778,
4371,56,165.345,0,310015,1052509602,101,ID002,3117A-3123A-9999A-9999E,TX001,300959426,
4372,56,55.115,0,310015,1052509602,101,ID002,3117A-3123A-9999A-9999E,TX001,300959427,
4373,56,55.115,0,310015,1052509602,101,ID002,3117A-3123A-9999A-9999E,TX001,300959429,
4374,56,55.115,0,310015,1052509603,101,ID002,3117A-3123A-9999A-9999E,TX001,300960519,
4375,56,110.23,0,310015,1052509603,101,ID002,3117A-3123A-9999A-9999E,TX001,300960520,
4376,56,165.345,0,310015,1052509603,101,ID002,3117A-3123A-9999A-9999E,TX001,300960521,
4377,57,2755.75,1,310015,1012509502,101,WA002,3117A-3123A-9999A-9999E,WA004,300958234,
4378,57,2755.75,1,310015,1052509503,101,ID002,3117A-3123A-9999A-9999E,TX001,300958076,
4379,57,55.115,0,310724,1012509507,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,300958810,
4380,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958931,
4381,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958932,
4382,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958933,
4383,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958935,
4384,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958952,
4385,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958953,
4386,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958957,
4387,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958960,
4388,57,55.115,0,310726,1022509565,101,WA003,3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300970910,
4389,58,2026.0,1,310086,1052509437,101,ID002,3140A-9999A,ID002,300957061,
4390,58,2023.0,1,310086,1052509437,101,ID002,3140A-9999A,ID010,300957045,
4391,58,2026.0,1,310086,1052509439,101,ID002,3139A-3140A-9999A,ID010,300957157,
4392,58,2039.0,1,310086,1052509439,101,ID002,3139A-3140A-9999A,ID010,300957158,
4393,58,2025.0,1,310086,1052509439,101,ID002,3139A-3140A-9999A,ID010,300957167,
4394,59,55.115,0,310726,1022509356,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300956330,
4395,63,55.115,0,310726,1022508951,101,WA003,3025S-3033A-9999A-9999E,WA007,300949887,
4396,63,110.23,0,310726,1022508952,101,WA003,3025S-3033A-9999A-9999C-9999CS-9999E,WA007,300949993,
4397,63,55.115,0,310726,1022508954,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300950161,
4398,63,110.23,0,310726,1022508955,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300950329,
4399,63,55.115,0,310726,1022508960,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300950792,
4400,63,55.115,0,310726,1022508960,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300950793,
4401,66,55.115,0,310726,1022508666,101,WA003,3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300947785,
4402,67,55.115,0,310726,1022508563,101,WA003,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300946193,
4403,68,2755.75,1,310724,1012508405,101,WA002,3040A-3045A-9999A-9999C,WA007,300943285,
4404,68,2755.75,1,310724,1012508405,101,WA002,3040A-3045A-9999A-9999C,WA007,300943286,
4405,68,2755.75,1,310724,1012508405,101,WA002,3040A-3045A-9999A-9999C,WA007,300943292,
4406,68,2755.75,1,310724,1012508405,101,WA002,3040A-3045A-9999A-9999C,WA007,300943300,
4407,68,2755.75,1,310724,1012508405,101,WA002,3040A-3045A-9999A-9999C,WA007,300943305,
4408,68,2755.75,1,310724,1012508405,101,WA002,3040A-3045A-9999A-9999C,WA007,300943306,
4409,68,2755.75,1,310724,1012508405,101,WA002,3040A-3045A-9999A-9999C,WA007,300943326,
4410,68,2755.75,1,310724,1012508405,101,WA002,3040A-3045A-9999A-9999C,WA007,300943327,
4411,68,2755.75,1,310724,1012508406,101,WA002,3040A-3045A-9999A,WA007,300943328,
4412,68,2755.75,1,310724,1012508406,101,WA002,3040A-3045A-9999A,WA007,300943329,
4413,68,2755.75,1,310724,1012508406,101,WA002,3040A-3045A-9999A,WA007,300943330,
4414,68,2755.75,1,310724,1012508406,101,WA002,3040A-3045A-9999A,WA007,300943331,
4415,68,2755.75,1,310724,1012508406,101,WA002,3040A-3045A-9999A,WA007,300943350,
4416,68,2755.75,1,310724,1012508406,101,WA002,3040A-3045A-9999A,WA007,300943352,
4417,68,2755.75,1,310724,1012508406,101,WA002,3040A-3045A-9999A,WA007,300943376,
4418,68,2755.75,1,310724,1012508406,101,WA002,3040A-3045A-9999A,WA007,300943377,
4419,68,2755.75,1,310724,1012508417,101,WA002,3040A-3045A-3053A-9999A,WA007,300943982,
4420,68,2755.75,1,310724,1012508417,101,WA002,3040A-3045A-3053A-9999A,WA007,300943983,
4421,68,2755.75,1,310724,1012508417,101,WA002,3040A-3045A-3053A-9999A,WA007,300943984,
4422,68,2755.75,1,310724,1012508417,101,WA002,3040A-3045A-3053A-9999A,WA007,300944031,
4423,68,2755.75,1,310724,1012508417,101,WA002,3040A-3045A-3053A-9999A,WA007,300944032,
4424,68,2755.75,1,310724,1012508417,101,WA002,3040A-3045A-3053A-9999A,WA007,300944033,
4425,68,2755.75,1,310724,1012508417,101,WA002,3040A-3045A-3053A-9999A,WA007,300944034,
4426,68,2755.75,1,310724,1012508417,101,WA002,3040A-3045A-3053A-9999A,WA007,300944035,
4427,68,2755.75,1,310724,1012508418,101,WA002,3040A-3045A-3053A-9999A,WA007,300944039,
4428,68,2755.75,1,310724,1012508418,101,WA002,3040A-3045A-3053A-9999A,WA007,300944040,
4429,68,2755.75,1,310724,1012508418,101,WA002,3040A-3045A-3053A-9999A,WA007,300944041,
4430,68,2755.75,1,310724,1012508418,101,WA002,3040A-3045A-3053A-9999A,WA007,300944042,
4431,68,2755.75,1,310724,1012508418,101,WA002,3040A-3045A-3053A-9999A,WA007,300944082,
4432,68,2755.75,1,310724,1012508418,101,WA002,3040A-3045A-3053A-9999A,WA007,300944083,
4433,68,2755.75,1,310724,1012508418,101,WA002,3040A-3045A-3053A-9999A,WA007,300944084,
4434,68,2755.75,1,310724,1012508418,101,WA002,3040A-3045A-3053A-9999A,WA007,300944085,
4435,68,2755.75,1,310724,1012508419,101,WA002,3040A-3045A-3053A-3055A-9999A,WA007,300944114,
4436,68,2755.75,1,310724,1012508419,101,WA002,3040A-3045A-3053A-3055A-9999A,WA007,300944115,
4437,68,2755.75,1,310724,1012508419,101,WA002,3040A-3045A-3053A-3055A-9999A,WA007,300944116,
4438,69,2755.75,1,310724,1012508310,101,WA002,3040A-3045A-9999A,WA007,300942424,
4439,69,2755.75,1,310724,1012508310,101,WA002,3040A-3045A-9999A,WA007,300942426,
4440,69,110.23,0,310726,1022508360,101,WA003,3002A-3025S-3033A-9999A-9999E,WA007,300943381,
4441,69,55.115,0,310726,1022508361,101,WA003,3002A-3025S-3033A-9999A-9999E,WA007,300943467,
4442,70,165.345,0,310724,1012508217,101,WA002,3040A-3045A-9999A-9999C,WA007,300941171,
4443,70,55.115,0,310726,1022508256,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,300941359,
4444,71,585.0,0,310086,1052508138,101,ID002,3139A-3140A-9999A,ID010,300939577,
4445,71,55.115,0,310726,1022508165,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300940759,
4446,72,55.115,0,310724,1012508002,101,WA002,3040A-3045A-9999A,WA007,300937716,
4447,73,55.115,0,310724,1012507901,101,WA002,3040A-3045A-9999A,WA007,300937213,
4448,76,2070.0,1,310086,1052507633,101,ID002,3139A-3140A-9999A,ID002,300932459,
4449,77,2755.75,1,310015,1052507501,101,ID002,3117A-3123A-9999A,MEX002,300930205,
4450,77,2755.75,1,310015,1052507501,101,ID002,3117A-3123A-9999A,MEX002,300930206,
4451,77,2755.75,1,310015,1052507501,101,ID002,3117A-3123A-9999A,MEX002,300930207,
4452,77,2755.75,1,310015,1052507502,101,ID002,3117A-3123A-9999A-9999A,MEX002,300930279,
4453,77,2755.75,1,310015,1052507502,101,ID002,3117A-3123A-9999A-9999A,MEX002,300930283,
4454,77,2755.75,1,310015,1052507502,101,ID002,3117A-3123A-9999A-9999A,MEX002,300930284,
4455,77,2755.75,1,310015,1052507502,101,ID002,3117A-3123A-9999A-9999A,MEX002,300930285,
4456,77,2755.75,1,310015,1052507502,101,ID002,3117A-3123A-9999A-9999A,MEX002,300930295,
4457,77,2755.75,1,310015,1052507502,102,ID002,9999A-9999A,MEX002,300930287,
4458,77,2755.75,1,310015,1052507502,102,ID002,9999A-9999A,MEX002,300930291,
4459,77,2755.75,1,310015,1052507502,102,ID002,9999A-9999A,MEX002,300930293,
4460,77,1543.22,1,310015,1052507503,101,ID002,3117A-3123A-9999A,MEX002,300930446,
4461,77,2755.75,1,310015,1052507503,101,ID002,3117A-3123A-9999A,MEX002,300930447,
4462,77,2755.75,1,310015,1052507503,101,ID002,3117A-3123A-9999A,MEX002,300930449,
4463,77,2755.75,1,310015,1052507503,101,ID002,3117A-3123A-9999A,MEX002,300930451,
4464,77,2755.75,1,310015,1052507503,101,ID002,3117A-3123A-9999A,MEX002,300930453,
4465,77,2755.75,1,310015,1052507503,101,ID002,3117A-3123A-9999A,MEX002,300930454,
4466,77,2755.75,1,310015,1052507503,101,ID002,3117A-3123A-9999A,MEX002,300930455,
4467,77,2755.75,1,310015,1052507503,101,ID002,3117A-3123A-9999A,MEX002,300930456,
4468,77,2755.75,1,310015,1052507504,101,ID002,3117A-3123A-9999A,MEX002,300930577,
4469,77,2755.75,1,310015,1052507504,101,ID002,3117A-3123A-9999A,MEX002,300930579,
4470,77,2755.75,1,310015,1052507504,101,ID002,3117A-3123A-9999A,MEX002,300930582,
4471,77,2755.75,1,310015,1052507504,101,ID002,3117A-3123A-9999A,MEX002,300930583,
4472,77,2755.75,1,310015,1052507504,101,ID002,3117A-3123A-9999A,MEX002,300930584,
4473,77,2755.75,1,310015,1052507504,101,ID002,3117A-3123A-9999A,MEX002,300930585,
