,Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM
1629,14,2755.75,1,310724,1012513806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016816,
1630,14,2755.75,1,310724,1012513806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016823,
1631,14,2755.75,1,310724,1012513806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016826,
1632,14,2755.75,1,310724,1012513806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016827,
1633,14,2755.75,1,310724,1012513806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016828,
1634,14,2755.75,1,310724,1012513806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016863,
1635,14,2755.75,1,310724,1012513807,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016865,
1636,14,2755.75,1,310724,1012513807,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016866,
1637,14,2755.75,1,310724,1012513807,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016872,
1638,14,2755.75,1,310724,1012513807,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016917,
1639,14,2755.75,1,310724,1012513807,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016924,
1640,14,2755.75,1,310724,1012513807,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016935,
1641,14,2755.75,1,310724,1012513807,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016936,
1642,14,2755.75,1,310724,1012513807,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016937,
1643,14,2755.75,1,310724,1012513808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016956,
1644,14,2755.75,1,310724,1012513808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016958,
1645,14,2755.75,1,310724,1012513808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016959,
1646,14,2755.75,1,310724,1012513808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016985,
1647,14,2755.75,1,310724,1012513808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016986,
1648,14,2755.75,1,310724,1012513808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016987,
1649,14,2755.75,1,310724,1012513808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301016998,
1650,14,2755.75,1,310724,1012513808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017000,
1651,14,2755.75,1,310724,1012513809,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301017001,
1652,14,2755.75,1,310724,1012513809,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301017035,
1653,14,2755.75,1,310724,1012513809,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301017043,
1654,14,2755.75,1,310724,1012513809,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301017044,
1655,14,2755.75,1,310724,1012513809,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301017073,
1656,14,2755.75,1,310724,1012513809,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301017075,
1657,14,2755.75,1,310724,1012513809,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301017078,
1658,14,2755.75,1,310724,1012513809,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301017096,
1659,14,2755.75,1,310724,1012513810,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017097,
1660,14,2755.75,1,310724,1012513810,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017098,
1661,14,2755.75,1,310724,1012513810,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017120,
1662,14,2755.75,1,310724,1012513810,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017121,
1663,14,2755.75,1,310724,1012513810,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017127,
1664,14,2755.75,1,310724,1012513810,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017166,
1665,14,2755.75,1,310724,1012513810,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017167,
1666,14,2755.75,1,310724,1012513810,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017168,
1667,14,2700.635,1,310724,1012513811,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017229,
1668,14,2755.75,1,310724,1012513811,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017234,
1669,14,2755.75,1,310724,1012513811,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017235,
1670,14,2755.75,1,310724,1012513811,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017236,
1671,14,2755.75,1,310724,1012513811,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017237,
1672,14,2755.75,1,310724,1012513811,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017254,
1673,14,2755.75,1,310724,1012513811,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017255,
1674,14,2755.75,1,310724,1012513811,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017279,
1675,14,2755.75,1,310724,1012513812,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017280,
1676,14,2755.75,1,310724,1012513812,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017286,
1677,14,2755.75,1,310724,1012513812,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017300,
1678,14,2755.75,1,310724,1012513812,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017310,
1679,14,2755.75,1,310724,1012513812,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017321,
1680,14,2755.75,1,310724,1012513812,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017322,
1681,14,2755.75,1,310724,1012513812,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017343,
1682,14,2755.75,1,310724,1012513812,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301017344,
1683,14,2755.75,1,310724,1012513813,101,WA002,3040A-3043A-3045A-3053A-9999A-9999E,WA007,301017345,
1684,14,2755.75,1,310724,1012513813,101,WA002,3040A-3043A-3045A-3053A-9999A-9999E,WA007,301017346,
1685,14,2645.52,1,310724,1012513813,101,WA002,3040A-3043A-3045A-3053A-9999A-9999E,WA007,301017392,
1686,14,2755.75,1,310724,1012513813,101,WA002,3040A-3043A-3045A-3053A-9999A-9999E,WA007,301017393,
1687,14,2755.75,1,310724,1012513813,101,WA002,3040A-3043A-3045A-3053A-9999A-9999E,WA007,301017412,
1688,14,2755.75,1,310724,1012513813,101,WA002,3040A-3043A-3045A-3053A-9999A-9999E,WA007,301017418,
1689,14,2755.75,1,310724,1012513813,101,WA002,3040A-3043A-3045A-3053A-9999A-9999E,WA007,301017427,
1690,14,2755.75,1,310724,1012513813,101,WA002,3040A-3043A-3045A-3053A-9999A-9999E,WA007,301017432,
1691,14,2755.75,1,310724,1012513814,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301017458,
1692,14,2755.75,1,310724,1012513814,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301017459,
1693,14,2755.75,1,310724,1012513814,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301017460,
1694,14,2755.75,1,310724,1012513814,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301017461,
1695,14,2755.75,1,310724,1012513814,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301017462,
1696,14,2755.75,1,310724,1012513814,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301017508,
1697,14,2755.75,1,310724,1012513814,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301017509,
1698,14,2755.75,1,310724,1012513814,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301017510,
1699,14,2755.75,1,310724,1012513815,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301017534,
1700,14,2755.75,1,310724,1012513815,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301017535,
1701,14,2198.0,1,310774,1002513801,102,WA001,9999A,WA001,301017134,
1702,14,2199.0,1,310774,1002513801,102,WA001,9999A,WA001,301017174,
1703,14,2198.0,1,310774,1002513801,102,WA001,9999A,WA001,301017177,
1704,14,2200.0,1,310774,1002513801,102,WA001,9999A,WA001,301017197,
1705,14,2203.0,1,310774,1002513801,102,WA001,9999A,WA001,301017203,
1706,14,2203.0,1,310774,1002513801,102,WA001,9999A,WA001,301017211,
1707,14,2203.0,1,310774,1002513801,102,WA001,9999A,WA001,301017214,
1708,14,2206.0,1,310774,1002513801,102,WA001,9999A,WA001,301017219,
1709,14,2198.0,1,310774,1002513802,102,WA001,9999A,WA001,301017226,
1710,14,2198.0,1,310774,1002513802,102,WA001,9999A,WA001,301017228,
1711,14,2202.0,1,310774,1002513802,102,WA001,9999A,WA001,301017232,
1712,14,2198.0,1,310774,1002513802,102,WA001,9999A,WA001,301017242,
1713,14,2199.0,1,310774,1002513802,102,WA001,9999A,WA001,301017248,
1714,14,2198.0,1,310774,1002513802,102,WA001,9999A,WA001,301017249,
1715,14,2198.0,1,310774,1002513802,102,WA001,9999A,WA001,301017257,
1716,14,2198.0,1,310774,1002513802,102,WA001,9999A,WA001,301017273,
1717,14,2198.0,1,310774,1002513803,102,WA001,9999A,WA001,301017323,
1718,14,2203.0,1,310774,1002513803,102,WA001,9999A,WA001,301017327,
1719,14,2207.0,1,310774,1002513803,102,WA001,9999A,WA001,301017338,
1720,14,2203.0,1,310774,1002513803,102,WA001,9999A,WA001,301017347,
1721,14,2198.0,1,310774,1002513803,102,WA001,9999A,WA001,301017366,
1722,14,2205.0,1,310774,1002513803,102,WA001,9999A,WA001,301017374,
1723,14,2199.0,1,310774,1002513803,102,WA001,9999A,WA001,301017380,
1724,14,2212.0,1,310774,1002513803,102,WA001,9999A,WA001,301017394,
1725,14,2204.0,1,310774,1002513804,102,WA001,9999A,WA001,301017395,
1726,14,2205.0,1,310774,1002513804,102,WA001,9999A,WA001,301017406,
1727,14,2198.0,1,310774,1002513804,102,WA001,9999A,WA001,301017425,
1728,14,2200.0,1,310774,1002513804,102,WA001,9999A,WA001,301017430,
1729,14,2200.0,1,310774,1002513804,102,WA001,9999A,WA001,301017440,
1730,14,2199.0,1,310774,1002513804,102,WA001,9999A,WA001,301017529,
1731,14,2200.0,1,310774,1002513804,102,WA001,9999A,WA001,301017533,
1732,14,2204.0,1,310774,1002513804,102,WA001,9999A,WA001,301017543,
1733,14,2208.0,1,310774,1002513805,102,WA001,9999A,WA001,301017562,
1734,14,2198.0,1,310774,1002513805,102,WA001,9999A,WA001,301017602,
1735,15,2755.75,1,310002,1002513701,101,WA001,3405A-9999A,WA001,301015458,
1736,15,2755.75,1,310002,1002513701,101,WA001,3405A-9999A,WA001,301015459,
1737,15,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015620,
1738,15,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015621,
1739,15,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015677,
1740,15,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015679,
1741,15,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015712,
1742,15,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015713,
1743,15,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015747,
1744,15,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015748,
1745,15,2755.75,1,310002,1002513703,101,WA001,3405A-9999A-9999E,WA001,301015750,
1746,15,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301015815,
1747,15,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016004,
1748,15,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016005,
1749,15,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016026,
1750,15,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016038,
1751,15,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016039,
1752,15,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016049,
1753,15,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016050,
1754,15,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016060,
1755,15,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016083,
1756,15,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016084,
1757,15,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016097,
1758,15,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016098,
1759,15,606.265,0,310002,1002513705,102,WA001,9999A,WA001,301016117,
1760,15,2755.75,1,310724,1012513702,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301014954,
1761,15,2755.75,1,310724,1012513702,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301014956,
1762,15,2755.75,1,310724,1012513702,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301014957,
1763,15,2755.75,1,310724,1012513702,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301014959,
1764,15,2755.75,1,310724,1012513702,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015013,
1765,15,2755.75,1,310724,1012513702,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015014,
1766,15,2755.75,1,310724,1012513702,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015024,
1767,15,2755.75,1,310724,1012513702,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015025,
1768,15,2755.75,1,310724,1012513703,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015035,
1769,15,2755.75,1,310724,1012513703,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015036,
1770,15,2755.75,1,310724,1012513703,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015045,
1771,15,2755.75,1,310724,1012513703,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015046,
1772,15,2755.75,1,310724,1012513703,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015050,
1773,15,2755.75,1,310724,1012513703,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015153,
1774,15,2755.75,1,310724,1012513703,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015155,
1775,15,2755.75,1,310724,1012513703,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015156,
1776,15,2755.75,1,310724,1012513704,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015190,
1777,15,2755.75,1,310724,1012513704,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015205,
1778,15,2755.75,1,310724,1012513704,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015206,
1779,15,2755.75,1,310724,1012513704,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015207,
1780,15,2755.75,1,310724,1012513704,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015227,
1781,15,2755.75,1,310724,1012513704,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015228,
1782,15,2755.75,1,310724,1012513704,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015234,
1783,15,2755.75,1,310724,1012513704,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015279,
1784,15,2755.75,1,310724,1012513705,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015280,
1785,15,2755.75,1,310724,1012513705,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015345,
1786,15,2755.75,1,310724,1012513705,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015346,
1787,15,2755.75,1,310724,1012513705,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015348,
1788,15,2755.75,1,310724,1012513705,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015349,
1789,15,2755.75,1,310724,1012513705,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015465,
1790,15,2755.75,1,310724,1012513705,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015474,
1791,15,2755.75,1,310724,1012513705,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,301015475,
1792,15,2755.75,1,310724,1012513706,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015529,
1793,15,2755.75,1,310724,1012513706,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015530,
1794,15,2755.75,1,310724,1012513706,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015531,
1795,15,2755.75,1,310724,1012513706,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015561,
1796,15,2755.75,1,310724,1012513706,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015562,
1797,15,2755.75,1,310724,1012513706,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015563,
1798,15,2755.75,1,310724,1012513706,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015622,
1799,15,2755.75,1,310724,1012513706,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015630,
1800,15,2755.75,1,310724,1012513707,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015676,
1801,15,2755.75,1,310724,1012513707,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015678,
1802,15,2755.75,1,310724,1012513707,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015680,
1803,15,2755.75,1,310724,1012513707,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015681,
1804,15,2755.75,1,310724,1012513707,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015769,
1805,15,2755.75,1,310724,1012513707,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015770,
1806,15,2755.75,1,310724,1012513707,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015771,
1807,15,2755.75,1,310724,1012513707,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,301015776,
1808,15,2755.75,1,310724,1012513708,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015777,
1809,15,2755.75,1,310724,1012513708,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015778,
1810,15,2755.75,1,310724,1012513708,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015798,
1811,15,2755.75,1,310724,1012513708,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015799,
1812,15,2755.75,1,310724,1012513708,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015800,
1813,15,2755.75,1,310724,1012513708,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015808,
1814,15,2755.75,1,310724,1012513708,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015810,
1815,15,2755.75,1,310724,1012513708,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015811,
1816,15,2755.75,1,310724,1012513709,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015850,
1817,15,2755.75,1,310724,1012513709,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015851,
1818,15,2755.75,1,310724,1012513709,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015852,
1819,15,2755.75,1,310724,1012513709,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015855,
1820,15,2755.75,1,310724,1012513709,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015856,
1821,15,2755.75,1,310724,1012513709,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015857,
1822,15,2755.75,1,310724,1012513709,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015866,
1823,15,2755.75,1,310724,1012513709,101,WA002,3040A-3045A-3053A-9999A-9999E,WA007,301015867,
1824,15,2755.75,1,310724,1012513710,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301015999,
1825,15,2755.75,1,310724,1012513710,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301016000,
1826,15,2755.75,1,310724,1012513710,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301016001,
1827,15,2755.75,1,310724,1012513710,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301016002,
1828,15,2755.75,1,310724,1012513710,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301016023,
1829,15,2755.75,1,310724,1012513710,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301016030,
1830,15,2755.75,1,310724,1012513710,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301016031,
1831,15,2755.75,1,310724,1012513710,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,301016032,
1832,15,2755.75,1,310724,1012513711,101,WA002,3040A-3045A-3055A-9999A,WA007,301016063,
1833,15,2755.75,1,310724,1012513711,101,WA002,3040A-3045A-3055A-9999A,WA007,301016065,
1834,15,2755.75,1,310724,1012513711,101,WA002,3040A-3045A-3055A-9999A,WA007,301016066,
1835,15,2755.75,1,310724,1012513711,101,WA002,3040A-3045A-3055A-9999A,WA007,301016110,
1836,15,2755.75,1,310724,1012513711,101,WA002,3040A-3045A-3055A-9999A,WA007,301016151,
1837,15,2755.75,1,310724,1012513711,101,WA002,3040A-3045A-3055A-9999A,WA007,301016152,
1838,15,2755.75,1,310724,1012513711,101,WA002,3040A-3045A-3055A-9999A,WA007,301016168,
1839,15,2755.75,1,310724,1012513711,101,WA002,3040A-3045A-3055A-9999A,WA007,301016188,
1840,15,2755.75,1,310724,1012513712,101,WA002,3040A-3045A-9999A,WA007,301016189,
1841,15,2755.75,1,310724,1012513712,101,WA002,3040A-3045A-9999A,WA007,301016190,
1842,15,2755.75,1,310724,1012513712,101,WA002,3040A-3045A-9999A,WA007,301016196,
1843,15,2755.75,1,310724,1012513712,101,WA002,3040A-3045A-9999A,WA007,301016198,
1844,15,2755.75,1,310724,1012513712,101,WA002,3040A-3045A-9999A,WA007,301016267,
1845,15,2755.75,1,310724,1012513712,101,WA002,3040A-3045A-9999A,WA007,301016268,
1846,15,2755.75,1,310724,1012513712,101,WA002,3040A-3045A-9999A,WA007,301016276,
1847,15,2755.75,1,310724,1012513712,101,WA002,3040A-3045A-9999A,WA007,301016277,
1848,15,2755.75,1,310724,1012513713,101,WA002,3040A-3045A-3053A-9999A,WA007,301016287,
1849,15,2755.75,1,310724,1012513713,101,WA002,3040A-3045A-3053A-9999A,WA007,301016298,
1850,15,2755.75,1,310724,1012513713,101,WA002,3040A-3045A-3053A-9999A,WA007,301016308,
1851,15,2755.75,1,310724,1012513713,101,WA002,3040A-3045A-3053A-9999A,WA007,301016309,
1852,15,2755.75,1,310724,1012513713,101,WA002,3040A-3045A-3053A-9999A,WA007,301016329,
1853,15,2755.75,1,310724,1012513713,101,WA002,3040A-3045A-3053A-9999A,WA007,301016330,
1854,15,2755.75,1,310724,1012513713,101,WA002,3040A-3045A-3053A-9999A,WA007,301016358,
1855,15,2755.75,1,310724,1012513713,101,WA002,3040A-3045A-3053A-9999A,WA007,301016360,
1856,15,2755.75,1,310724,1052513701,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014761,
1857,15,2755.75,1,310724,1052513701,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014762,
1858,15,2755.75,1,310724,1052513701,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014763,
1859,15,2755.75,1,310724,1052513701,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014772,
1860,15,2755.75,1,310724,1052513701,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014816,
1861,15,2755.75,1,310724,1052513701,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014817,
1862,15,2755.75,1,310724,1052513701,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014818,
1863,15,2755.75,1,310724,1052513701,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014819,
1864,15,2755.75,1,310724,1052513702,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014844,
1865,15,2755.75,1,310724,1052513702,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014845,
1866,15,2755.75,1,310724,1052513702,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014846,
1867,15,2755.75,1,310724,1052513702,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014847,
1868,15,2755.75,1,310724,1052513702,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014893,
1869,15,2755.75,1,310724,1052513702,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014894,
1870,15,2755.75,1,310724,1052513702,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014897,
1871,15,2755.75,1,310724,1052513702,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014899,
1872,15,2755.75,1,310724,1052513703,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014947,
1873,15,2755.75,1,310724,1052513703,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014948,
1874,15,2755.75,1,310724,1052513703,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014949,
1875,15,2755.75,1,310724,1052513703,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014950,
1876,15,2755.75,1,310724,1052513703,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014973,
1877,15,2755.75,1,310724,1052513703,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014974,
1878,15,2755.75,1,310724,1052513703,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014975,
1879,15,2755.75,1,310724,1052513703,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID002,301014976,
