Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM,JOINER
8,2755.75,1,310726,1022514453,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301025861,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022514453301025861
8,2755.75,1,310726,1022514453,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301025878,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022514453301025878
8,2755.75,1,310726,1022514454,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025879,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514454301025879
8,2755.75,1,310726,1022514454,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025880,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514454301025880
8,2755.75,1,310726,1022514454,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025881,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514454301025881
8,2755.75,1,310726,1022514454,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025890,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514454301025890
8,2755.75,1,310726,1022514454,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025891,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514454301025891
8,2755.75,1,310726,1022514454,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025892,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514454301025892
8,2755.75,1,310726,1022514454,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025951,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514454301025951
8,2755.75,1,310726,1022514454,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025952,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514454301025952
8,2755.75,1,310726,1022514455,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025957,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514455301025957
8,2755.75,1,310726,1022514455,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025971,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514455301025971
8,2755.75,1,310726,1022514455,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301025976,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514455301025976
8,2755.75,1,310726,1022514455,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026004,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514455301026004
8,2755.75,1,310726,1022514455,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026005,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514455301026005
8,2755.75,1,310726,1022514455,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026006,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514455301026006
8,2755.75,1,310726,1022514455,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026007,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514455301026007
8,2755.75,1,310726,1022514455,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026008,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514455301026008
8,2755.75,1,310726,1022514456,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026028,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514456301026028
8,2755.75,1,310726,1022514456,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026045,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514456301026045
8,2755.75,1,310726,1022514456,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026046,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514456301026046
8,2755.75,1,310726,1022514456,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026047,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514456301026047
8,2755.75,1,310726,1022514456,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026048,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514456301026048
8,2755.75,1,310726,1022514456,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026081,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514456301026081
8,2755.75,1,310726,1022514456,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026082,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514456301026082
8,2755.75,1,310726,1022514456,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026085,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514456301026085
8,2755.75,1,310726,1022514457,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026087,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514457301026087
8,2755.75,1,310726,1022514457,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026138,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514457301026138
8,2755.75,1,310726,1022514457,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026139,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514457301026139
8,2755.75,1,310726,1022514457,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026140,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514457301026140
8,2755.75,1,310726,1022514457,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026171,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514457301026171
8,2755.75,1,310726,1022514457,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026172,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514457301026172
8,2755.75,1,310726,1022514457,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026173,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514457301026173
8,2755.75,1,310726,1022514457,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,WA003,301026174,,WA003310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E1022514457301026174
8,2755.75,1,310726,1022514458,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026186,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514458301026186
8,2755.75,1,310726,1022514458,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026209,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514458301026209
8,2755.75,1,310726,1022514458,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026210,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514458301026210
8,2755.75,1,310726,1022514458,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026223,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514458301026223
8,2755.75,1,310726,1022514458,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026224,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514458301026224
8,2755.75,1,310726,1022514458,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026226,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514458301026226
8,2755.75,1,310726,1022514458,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026269,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514458301026269
8,2755.75,1,310726,1022514458,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026270,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514458301026270
8,2755.75,1,310726,1022514459,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026338,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514459301026338
8,2755.75,1,310726,1022514459,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026339,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514459301026339
8,2755.75,1,310726,1022514459,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026340,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514459301026340
8,2755.75,1,310726,1022514459,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026341,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514459301026341
8,2755.75,1,310726,1022514459,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026394,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514459301026394
8,2755.75,1,310726,1022514459,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026395,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514459301026395
8,2755.75,1,310726,1022514459,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026396,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514459301026396
8,2755.75,1,310726,1022514459,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026397,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022514459301026397
8,2755.75,1,310726,1022514460,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301026398,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022514460301026398
8,2755.75,1,310726,1022514460,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301026459,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022514460301026459
8,2755.75,1,310726,1022514460,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301026460,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022514460301026460
8,2755.75,1,310726,1022514460,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301026462,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022514460301026462
8,2755.75,1,310726,1022514460,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301026496,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022514460301026496
8,2755.75,1,310726,1022514460,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301026497,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022514460301026497
8,2755.75,1,310726,1022514460,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301026498,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022514460301026498
8,2755.75,1,310726,1022514460,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301026499,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022514460301026499
8,2755.75,1,310726,1022514461,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026512,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514461301026512
8,2755.75,1,310726,1022514461,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026513,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514461301026513
8,2755.75,1,310726,1022514461,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026526,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514461301026526
8,2755.75,1,310726,1022514461,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026527,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514461301026527
8,2755.75,1,310726,1022514461,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026690,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514461301026690
8,2755.75,1,310726,1022514461,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026691,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514461301026691
8,2755.75,1,310726,1022514461,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026694,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514461301026694
8,2755.75,1,310726,1022514461,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026732,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514461301026732
8,2755.75,1,310726,1022514462,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026733,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514462301026733
8,2755.75,1,310726,1022514462,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026734,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514462301026734
8,2755.75,1,310726,1022514462,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026735,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514462301026735
8,2755.75,1,310726,1022514462,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026752,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514462301026752
8,2755.75,1,310726,1022514462,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026865,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514462301026865
8,2755.75,1,310726,1022514462,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026866,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514462301026866
8,2755.75,1,310726,1022514462,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026867,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514462301026867
8,2755.75,1,310726,1022514462,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026869,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514462301026869
8,2755.75,1,310726,1022514463,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026894,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514463301026894
8,2755.75,1,310726,1022514463,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026895,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514463301026895
8,2755.75,1,310726,1022514463,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026896,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514463301026896
8,2755.75,1,310726,1022514463,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026899,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514463301026899
8,2755.75,1,310726,1022514463,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026932,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514463301026932
8,2755.75,1,310726,1022514463,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026933,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514463301026933
8,2755.75,1,310726,1022514463,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026938,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514463301026938
8,2755.75,1,310726,1022514463,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301026939,,WA003310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022514463301026939
8,551.15,0,310726,1022514464,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA003,301026973,,WA003310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022514464301026973
9,881.84,0,310002,1002514301,102,WA001,9999A,WA001,301023185,,WA001310002WA0011029999A1002514301301023185
9,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023186,,WA001310002WA0011029999A1002514301301023186
9,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023200,,WA001310002WA0011029999A1002514301301023200
9,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023201,,WA001310002WA0011029999A1002514301301023201
9,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023222,,WA001310002WA0011029999A1002514301301023222
9,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023223,,WA001310002WA0011029999A1002514301301023223
9,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023229,,WA001310002WA0011029999A1002514301301023229
9,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023230,,WA001310002WA0011029999A1002514301301023230
9,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023231,,WA001310002WA0011029999A1002514302301023231
9,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023266,,WA001310002WA0011029999A1002514302301023266
9,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023267,,WA001310002WA0011029999A1002514302301023267
9,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023268,,WA001310002WA0011029999A1002514302301023268
9,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023293,,WA001310002WA0011029999A1002514302301023293
9,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023294,,WA001310002WA0011029999A1002514302301023294
9,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023295,,WA001310002WA0011029999A1002514302301023295
9,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023296,,WA001310002WA0011029999A1002514302301023296
9,2755.75,1,310002,1002514303,102,WA001,9999A,WA001,301023310,,WA001310002WA0011029999A1002514303301023310
9,2755.75,1,310002,1002514303,102,WA001,9999A,WA001,301023311,,WA001310002WA0011029999A1002514303301023311
9,2755.75,1,310002,1002514303,102,WA001,9999A,WA001,301023329,,WA001310002WA0011029999A1002514303301023329
