Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM,JOINER
22,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006326,,WA001310002WA0011029999A1002513003301006326
22,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006331,,WA001310002WA0011029999A1002513003301006331
22,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006349,,WA001310002WA0011029999A1002513003301006349
22,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006362,,WA001310002WA0011029999A1002513003301006362
22,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006373,,WA001310002WA0011029999A1002513003301006373
22,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006384,,WA001310002WA0011029999A1002513003301006384
22,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006393,,WA001310002WA0011029999A1002513003301006393
22,2755.75,1,310015,1052513004,101,ID002,3117A-3123A-9999A-9999E,ID002,301006133,,ID002310015ID0021013117A-3123A-9999A-9999E1052513004301006133
22,2755.75,1,310726,1012513001,101,WA002,3015A-9999A-9999C-9999CS-9999E,WA007,301005994,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999CS-9999E1012513001301005994
22,2755.75,1,310726,1012513001,101,WA002,3015A-9999A-9999C-9999CS-9999E,WA007,301005995,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999CS-9999E1012513001301005995
22,2755.75,1,310726,1012513002,101,WA002,3015A-9999A-9999C-9999E,WA007,301006054,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513002301006054
22,2755.75,1,310726,1012513002,101,WA002,3015A-9999A-9999C-9999E,WA007,301006055,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513002301006055
22,2755.75,1,310726,1012513002,101,WA002,3015A-9999A-9999C-9999E,WA007,301006056,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513002301006056
22,2755.75,1,310726,1012513002,101,WA002,3015A-9999A-9999C-9999E,WA007,301006057,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513002301006057
22,2755.75,1,310726,1012513002,101,WA002,3015A-9999A-9999C-9999E,WA007,301006058,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513002301006058
22,2755.75,1,310726,1012513002,101,WA002,3015A-9999A-9999C-9999E,WA007,301006095,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513002301006095
22,2755.75,1,310726,1012513002,101,WA002,3015A-9999A-9999C-9999E,WA007,301006098,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513002301006098
22,2755.75,1,310726,1012513002,101,WA002,3015A-9999A-9999C-9999E,WA007,301006104,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513002301006104
22,2755.75,1,310726,1012513003,101,WA002,3015A-9999A-9999E,WA007,301006105,233118-1-2-102,WA007310726WA0021013015A-9999A-9999E1012513003301006105
22,2755.75,1,310726,1012513003,101,WA002,3015A-9999A-9999E,WA007,301006115,233118-1-2-102,WA007310726WA0021013015A-9999A-9999E1012513003301006115
22,2755.75,1,310726,1012513003,101,WA002,3015A-9999A-9999E,WA007,301006116,233118-1-2-102,WA007310726WA0021013015A-9999A-9999E1012513003301006116
22,2755.75,1,310726,1012513003,101,WA002,3015A-9999A-9999E,WA007,301006117,233118-1-2-102,WA007310726WA0021013015A-9999A-9999E1012513003301006117
22,2755.75,1,310726,1012513005,101,WA002,3015A-9999A-9999C-9999E,WA007,301006217,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513005301006217
22,2755.75,1,310726,1012513005,101,WA002,3015A-9999A-9999C-9999E,WA007,301006218,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513005301006218
22,2755.75,1,310726,1012513005,101,WA002,3015A-9999A-9999C-9999E,WA007,301006219,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513005301006219
22,2755.75,1,310726,1012513005,101,WA002,3015A-9999A-9999C-9999E,WA007,301006221,233118-1-2-102,WA007310726WA0021013015A-9999A-9999C-9999E1012513005301006221
22,2755.75,1,310726,1012513007,101,WA002,9999A-9999C-9999E,WA007,301006413,233118-1-2-102,WA007310726WA0021019999A-9999C-9999E1012513007301006413
22,2755.75,1,310726,1012513008,101,WA002,9999A-9999C-9999E,WA007,301006414,233118-1-2-102,WA007310726WA0021019999A-9999C-9999E1012513008301006414
22,2755.75,1,310726,1012513008,101,WA002,9999A-9999C-9999E,WA007,301006415,233118-1-2-102,WA007310726WA0021019999A-9999C-9999E1012513008301006415
22,2755.75,1,310726,1012513008,101,WA002,9999A-9999C-9999E,WA007,301006426,233118-1-2-102,WA007310726WA0021019999A-9999C-9999E1012513008301006426
22,2755.75,1,310726,1012513008,101,WA002,9999A-9999C-9999E,WA007,301006435,233118-1-2-102,WA007310726WA0021019999A-9999C-9999E1012513008301006435
22,2755.75,1,310726,1012513008,101,WA002,9999A-9999C-9999E,WA007,301006455,233118-1-2-102,WA007310726WA0021019999A-9999C-9999E1012513008301006455
22,2755.75,1,310726,1012513008,101,WA002,9999A-9999C-9999E,WA007,301006456,233118-1-2-102,WA007310726WA0021019999A-9999C-9999E1012513008301006456
22,2755.75,1,310726,1012513008,101,WA002,9999A-9999C-9999E,WA007,301006458,233118-1-2-102,WA007310726WA0021019999A-9999C-9999E1012513008301006458
22,2755.75,1,310726,1012513008,101,WA002,9999A-9999C-9999E,WA007,301006459,233118-1-2-102,WA007310726WA0021019999A-9999C-9999E1012513008301006459
22,2755.75,1,310726,1012513009,101,WA002,3015A-9999A-9999E,WA007,301006464,233118-1-2-102,WA007310726WA0021013015A-9999A-9999E1012513009301006464
22,2755.75,1,310726,1012513009,101,WA002,3015A-9999A-9999E,WA007,301006468,233118-1-2-102,WA007310726WA0021013015A-9999A-9999E1012513009301006468
22,2755.75,1,310726,1012513009,101,WA002,3015A-9999A-9999E,WA007,301006469,233118-1-2-102,WA007310726WA0021013015A-9999A-9999E1012513009301006469
22,2755.75,1,310726,1012513009,101,WA002,3015A-9999A-9999E,WA007,301006470,,WA007310726WA0021013015A-9999A-9999E1012513009301006470
22,2755.75,1,310726,1012513009,101,WA002,3015A-9999A-9999E,WA007,301006500,,WA007310726WA0021013015A-9999A-9999E1012513009301006500
22,2755.75,1,310726,1012513009,101,WA002,3015A-9999A-9999E,WA007,301006501,,WA007310726WA0021013015A-9999A-9999E1012513009301006501
22,2755.75,1,310726,1012513009,101,WA002,3015A-9999A-9999E,WA007,301006502,,WA007310726WA0021013015A-9999A-9999E1012513009301006502
22,2755.75,1,310726,1012513009,101,WA002,3015A-9999A-9999E,WA007,301006517,,WA007310726WA0021013015A-9999A-9999E1012513009301006517
22,2755.75,1,310726,1012513010,101,WA002,9999A-9999E,WA007,301006538,,WA007310726WA0021019999A-9999E1012513010301006538
22,2755.75,1,310726,1012513010,101,WA002,9999A-9999E,WA007,301006539,,WA007310726WA0021019999A-9999E1012513010301006539
22,2755.75,1,310726,1012513010,101,WA002,9999A-9999E,WA007,301006561,,WA007310726WA0021019999A-9999E1012513010301006561
22,2755.75,1,310726,1012513010,101,WA002,9999A-9999E,WA007,301006562,,WA007310726WA0021019999A-9999E1012513010301006562
22,2755.75,1,310726,1012513010,101,WA002,9999A-9999E,WA007,301006563,,WA007310726WA0021019999A-9999E1012513010301006563
22,2755.75,1,310726,1012513010,101,WA002,9999A-9999E,WA007,301006577,,WA007310726WA0021019999A-9999E1012513010301006577
22,2755.75,1,310726,1012513010,101,WA002,9999A-9999E,WA007,301006578,,WA007310726WA0021019999A-9999E1012513010301006578
22,2755.75,1,310726,1012513010,101,WA002,9999A-9999E,WA007,301006579,,WA007310726WA0021019999A-9999E1012513010301006579
22,2755.75,1,310726,1012513011,101,WA002,3015A-3035A-9999A-9999E,WA007,301006588,232664-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999E1012513011301006588
22,2755.75,1,310726,1012513011,101,WA002,3015A-3035A-9999A-9999E,WA007,301006591,232664-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999E1012513011301006591
22,2755.75,1,310726,1012513011,101,WA002,3015A-3035A-9999A-9999E,WA007,301006611,232664-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999E1012513011301006611
22,2755.75,1,310726,1012513011,101,WA002,3015A-3035A-9999A-9999E,WA007,301006686,232664-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999E1012513011301006686
22,2755.75,1,310726,1012513011,101,WA002,3015A-3035A-9999A-9999E,WA007,301006687,232664-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999E1012513011301006687
22,2755.75,1,310726,1012513011,101,WA002,3015A-3035A-9999A-9999E,WA007,301006688,232664-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999E1012513011301006688
22,2755.75,1,310726,1012513011,101,WA002,3015A-3035A-9999A-9999E,WA007,301006689,232664-1-1-102,WA007310726WA0021013015A-3035A-9999A-9999E1012513011301006689
22,2755.75,1,310726,1012513011,101,WA002,3015A-3035A-9999A-9999E,WA007,301006691,232664-1-1-102,WA007310726WA0021013015A-3035A-9999A-9999E1012513011301006691
22,2755.75,1,310726,1012513012,101,WA002,3015A-3035A-9999A-9999E,WA007,301006702,232664-1-1-102,WA007310726WA0021013015A-3035A-9999A-9999E1012513012301006702
22,2755.75,1,310726,1012513012,101,WA002,3015A-3035A-9999A-9999E,WA007,301006703,232664-1-1-102,WA007310726WA0021013015A-3035A-9999A-9999E1012513012301006703
22,2755.75,1,310726,1012513012,101,WA002,3015A-3035A-9999A-9999E,WA007,301006824,232664-1-1-102,WA007310726WA0021013015A-3035A-9999A-9999E1012513012301006824
22,2755.75,1,310726,1012513012,101,WA002,3015A-3035A-9999A-9999E,WA007,301006825,232664-1-1-102,WA007310726WA0021013015A-3035A-9999A-9999E1012513012301006825
22,2755.75,1,310726,1012513012,101,WA002,3015A-3035A-9999A-9999E,WA007,301006826,232664-1-1-102,WA007310726WA0021013015A-3035A-9999A-9999E1012513012301006826
22,2755.75,1,310726,1012513012,101,WA002,3015A-3035A-9999A-9999E,WA007,301006827,232664-1-1-102,WA007310726WA0021013015A-3035A-9999A-9999E1012513012301006827
22,2755.75,1,310726,1012513012,101,WA002,3015A-3035A-9999A-9999E,WA007,301006828,232664-1-1-102,WA007310726WA0021013015A-3035A-9999A-9999E1012513012301006828
22,2755.75,1,310726,1012513012,101,WA002,3015A-3035A-9999A-9999E,WA007,301006829,232664-1-1-102,WA007310726WA0021013015A-3035A-9999A-9999E1012513012301006829
22,2755.75,1,310726,1012513013,101,WA002,3015A-9999A,WA007,301006858,233382-1-1-111,WA007310726WA0021013015A-9999A1012513013301006858
22,2755.75,1,310726,1012513013,101,WA002,3015A-9999A,WA007,301006859,233382-1-1-111,WA007310726WA0021013015A-9999A1012513013301006859
22,2755.75,1,310726,1012513013,101,WA002,3015A-9999A,WA007,301006860,233382-1-1-111,WA007310726WA0021013015A-9999A1012513013301006860
22,2755.75,1,310726,1012513013,101,WA002,3015A-9999A,WA007,301006861,233382-1-1-111,WA007310726WA0021013015A-9999A1012513013301006861
22,2755.75,1,310726,1012513013,102,WA002,9999A,WA007,301006911,233382-1-1-111,WA007310726WA0021029999A1012513013301006911
22,2755.75,1,310726,1012513013,102,WA002,9999A,WA007,301006912,233382-1-1-111,WA007310726WA0021029999A1012513013301006912
22,2755.75,1,310726,1012513013,102,WA002,9999A,WA007,301006913,233382-1-1-111,WA007310726WA0021029999A1012513013301006913
22,2755.75,1,310726,1012513013,102,WA002,9999A,WA007,301006914,233382-1-1-111,WA007310726WA0021029999A1012513013301006914
22,2755.75,1,310726,1012513014,101,WA002,3035A-9999A,WA007,301007007,232664-1-1-102,WA007310726WA0021013035A-9999A1012513014301007007
22,2755.75,1,310726,1012513014,101,WA002,3035A-9999A,WA007,301007010,232664-1-1-101,WA007310726WA0021013035A-9999A1012513014301007010
22,2755.75,1,310726,1012513014,101,WA002,3035A-9999A,WA007,301007011,232664-1-1-101,WA007310726WA0021013035A-9999A1012513014301007011
22,2755.75,1,310726,1012513014,101,WA002,3035A-9999A,WA007,301007023,232664-1-1-101,WA007310726WA0021013035A-9999A1012513014301007023
22,2755.75,1,310726,1012513014,101,WA002,3035A-9999A,WA007,301007024,232664-1-1-101,WA007310726WA0021013035A-9999A1012513014301007024
22,2755.75,1,310726,1012513014,101,WA002,3035A-9999A,WA007,301007025,232664-1-1-101,WA007310726WA0021013035A-9999A1012513014301007025
22,2755.75,1,310726,1012513014,101,WA002,3035A-9999A,WA007,301007026,232664-1-1-101,WA007310726WA0021013035A-9999A1012513014301007026
22,2755.75,1,310726,1012513015,101,WA002,3015A-9999A-9999E,WA007,301007116,,WA007310726WA0021013015A-9999A-9999E1012513015301007116
22,2755.75,1,310726,1012513015,101,WA002,3015A-9999A-9999E,WA007,301007117,,WA007310726WA0021013015A-9999A-9999E1012513015301007117
22,2755.75,1,310726,1012513015,101,WA002,3015A-9999A-9999E,WA007,301007118,,WA007310726WA0021013015A-9999A-9999E1012513015301007118
22,2755.75,1,310726,1012513015,101,WA002,3015A-9999A-9999E,WA007,301007119,,WA007310726WA0021013015A-9999A-9999E1012513015301007119
22,2755.75,1,310726,1012513015,101,WA002,3015A-9999A-9999E,WA007,301007194,,WA007310726WA0021013015A-9999A-9999E1012513015301007194
22,2755.75,1,310726,1012513015,101,WA002,3015A-9999A-9999E,WA007,301007195,,WA007310726WA0021013015A-9999A-9999E1012513015301007195
22,2755.75,1,310726,1012513015,101,WA002,3015A-9999A-9999E,WA007,301007196,,WA007310726WA0021013015A-9999A-9999E1012513015301007196
22,2755.75,1,310726,1012513015,101,WA002,3015A-9999A-9999E,WA007,301007197,,WA007310726WA0021013015A-9999A-9999E1012513015301007197
22,2755.75,1,310726,1012513016,101,WA002,3015A-9999A-9999C-9999E,WA007,301007198,,WA007310726WA0021013015A-9999A-9999C-9999E1012513016301007198
22,2755.75,1,310726,1012513016,101,WA002,3015A-9999A-9999C-9999E,WA007,301007199,,WA007310726WA0021013015A-9999A-9999C-9999E1012513016301007199
22,2755.75,1,310726,1022513051,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007028,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513051301007028
22,2755.75,1,310726,1022513051,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007029,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513051301007029
22,2755.75,1,310726,1022513051,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007031,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513051301007031
22,2755.75,1,310726,1022513051,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007032,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513051301007032
22,2755.75,1,310726,1022513051,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007034,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513051301007034
22,2755.75,1,310726,1022513051,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007035,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513051301007035
22,2755.75,1,310726,1022513051,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007036,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513051301007036
22,2755.75,1,310726,1022513051,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007037,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513051301007037
22,2755.75,1,310726,1022513052,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007070,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513052301007070
22,2755.75,1,310726,1022513052,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007072,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513052301007072
22,2755.75,1,310726,1022513052,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007073,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513052301007073
22,2755.75,1,310726,1022513052,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007074,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513052301007074
22,2755.75,1,310726,1022513052,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007125,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513052301007125
22,2755.75,1,310726,1022513052,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007126,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513052301007126
22,2755.75,1,310726,1022513052,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007127,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513052301007127
22,2755.75,1,310726,1022513052,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007128,233241-1-1-101,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513052301007128
22,2755.75,1,310726,1022513053,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007169,233241-1-1-101,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513053301007169
22,2755.75,1,310726,1022513053,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007170,233241-1-1-101,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513053301007170
22,2755.75,1,310726,1022513053,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007171,233241-1-1-101,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513053301007171
22,2755.75,1,310726,1022513053,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007172,233241-1-1-101,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513053301007172
22,110.23,0,310726,1022513054,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007205,,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513054301007205
22,2755.75,1,310726,1022513055,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007283,233227-1-1-103,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513055301007283
22,2755.75,1,310726,1022513055,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007284,233227-1-1-103,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513055301007284
22,2755.75,1,310726,1022513055,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007285,233227-1-1-103,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513055301007285
22,2755.75,1,310726,1022513055,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007286,233227-1-1-103,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513055301007286
22,2755.75,1,310726,1022513055,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007339,233227-1-1-103,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513055301007339
22,2755.75,1,310726,1022513055,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007340,233227-1-1-103,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513055301007340
22,2755.75,1,310726,1022513055,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007341,233227-1-1-103,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513055301007341
22,2755.75,1,310726,1022513055,101,WA003,3002A-3007S-3025S-3033A-3035A-9999A-9999E,WA007,301007345,233227-1-1-103,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E1022513055301007345
22,2755.75,1,310726,1022513059,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007709,233227-1-1-103,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513059301007709
22,2755.75,1,310726,1022513059,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007710,233227-1-1-103,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513059301007710
22,2755.75,1,310726,1022513059,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007754,233227-1-1-103,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513059301007754
22,2755.75,1,310726,1022513059,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007755,233227-1-1-103,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513059301007755
22,2755.75,1,310726,1022513059,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007759,233227-1-1-103,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513059301007759
22,2755.75,1,310726,1022513059,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007797,233227-1-1-103,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513059301007797
22,2755.75,1,310726,1022513059,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007798,233227-1-1-103,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513059301007798
22,2755.75,1,310726,1022513059,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301007799,233227-1-1-103,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022513059301007799
22,2755.75,1,310726,1022513060,101,WA003,3002A-3025S-3033A-3035A-9999A-9999E,WA007,301007842,233263-1-1-101,WA007310726WA0031013002A-3025S-3033A-3035A-9999A-9999E1022513060301007842
22,2755.75,1,310726,1022513060,101,WA003,3002A-3025S-3033A-3035A-9999A-9999E,WA007,301007843,233263-1-1-101,WA007310726WA0031013002A-3025S-3033A-3035A-9999A-9999E1022513060301007843
22,2755.75,1,310726,1022513060,101,WA003,3002A-3025S-3033A-3035A-9999A-9999E,WA007,301007844,233263-1-1-101,WA007310726WA0031013002A-3025S-3033A-3035A-9999A-9999E1022513060301007844
22,2755.75,1,310726,1022513060,101,WA003,3002A-3025S-3033A-3035A-9999A-9999E,WA007,301007889,233263-1-1-101,WA007310726WA0031013002A-3025S-3033A-3035A-9999A-9999E1022513060301007889
22,2755.75,1,310726,1022513063,101,WA003,3015A-3025S-3033A-3035A-9999A-9999E,WA007,301008059,233263-1-1-101,WA007310726WA0031013015A-3025S-3033A-3035A-9999A-9999E1022513063301008059
22,2755.75,1,310726,1022513063,101,WA003,3015A-3025S-3033A-3035A-9999A-9999E,WA007,301008060,233263-1-1-101,WA007310726WA0031013015A-3025S-3033A-3035A-9999A-9999E1022513063301008060
22,2755.75,1,310726,1022513063,101,WA003,3015A-3025S-3033A-3035A-9999A-9999E,WA007,301008061,233263-1-1-101,WA007310726WA0031013015A-3025S-3033A-3035A-9999A-9999E1022513063301008061
23,2755.75,1,310002,1002512901,102,WA001,9999A,WA001,301004988,,WA001310002WA0011029999A1002512901301004988
23,2755.75,1,310002,1002512901,102,WA001,9999A,WA001,301004989,,WA001310002WA0011029999A1002512901301004989
23,2755.75,1,310002,1002512901,102,WA001,9999A,WA001,301005018,,WA001310002WA0011029999A1002512901301005018
23,2755.75,1,310002,1002512901,102,WA001,9999A,WA001,301005019,,WA001310002WA0011029999A1002512901301005019
23,2755.75,1,310002,1002512901,102,WA001,9999A,WA001,301005029,,WA001310002WA0011029999A1002512901301005029
23,2755.75,1,310002,1002512901,102,WA001,9999A,WA001,301005039,,WA001310002WA0011029999A1002512901301005039
23,2755.75,1,310002,1002512901,102,WA001,9999A,WA001,301005041,,WA001310002WA0011029999A1002512901301005041
23,2755.75,1,310002,1002512901,102,WA001,9999A,WA001,301005042,,WA001310002WA0011029999A1002512901301005042
23,2755.75,1,310002,1002512902,102,WA001,9999A,WA001,301005043,,WA001310002WA0011029999A1002512902301005043
23,2755.75,1,310002,1002512902,102,WA001,9999A,WA001,301005078,,WA001310002WA0011029999A1002512902301005078
23,2755.75,1,310002,1002512902,102,WA001,9999A,WA001,301005079,,WA001310002WA0011029999A1002512902301005079
23,2755.75,1,310002,1002512902,102,WA001,9999A,WA001,301005080,,WA001310002WA0011029999A1002512902301005080
23,2755.75,1,310002,1002512902,102,WA001,9999A,WA001,301005101,,WA001310002WA0011029999A1002512902301005101
23,2755.75,1,310002,1002512902,102,WA001,9999A,WA001,301005102,,WA001310002WA0011029999A1002512902301005102
23,2755.75,1,310002,1002512902,102,WA001,9999A,WA001,301005122,,WA001310002WA0011029999A1002512902301005122
23,2755.75,1,310002,1002512902,102,WA001,9999A,WA001,301005123,,WA001310002WA0011029999A1002512902301005123
23,2755.75,1,310002,1002512903,102,WA001,9999A,WA001,301005860,,WA001310002WA0011029999A1002512903301005860
23,2755.75,1,310002,1002512903,102,WA001,9999A,WA001,301005861,,WA001310002WA0011029999A1002512903301005861
23,2755.75,1,310002,1002512903,102,WA001,9999A,WA001,301005911,,WA001310002WA0011029999A1002512903301005911
23,2755.75,1,310002,1002512903,102,WA001,9999A,WA001,301005912,,WA001310002WA0011029999A1002512903301005912
23,2755.75,1,310002,1002512903,102,WA001,9999A,WA001,301005913,,WA001310002WA0011029999A1002512903301005913
23,2755.75,1,310002,1002512903,102,WA001,9999A,WA001,301005929,,WA001310002WA0011029999A1002512903301005929
23,2755.75,1,310726,1012512903,101,WA002,3035A-9999A-9999E,WA007,301004976,232664-1-1-102,WA007310726WA0021013035A-9999A-9999E1012512903301004976
23,2755.75,1,310726,1012512903,101,WA002,3035A-9999A-9999E,WA007,301004984,232664-1-1-102,WA007310726WA0021013035A-9999A-9999E1012512903301004984
23,2755.75,1,310726,1012512903,101,WA002,3035A-9999A-9999E,WA007,301004990,232664-1-1-102,WA007310726WA0021013035A-9999A-9999E1012512903301004990
23,2755.75,1,310726,1012512903,101,WA002,3035A-9999A-9999E,WA007,301005011,232664-1-1-102,WA007310726WA0021013035A-9999A-9999E1012512903301005011
23,110.23,0,310726,1012512903,101,WA002,3035A-9999A-9999E,WA007,301005032,,WA007310726WA0021013035A-9999A-9999E1012512903301005032
23,2755.75,1,310726,1012512905,101,WA002,3035A-9999A-9999E,WA007,301005070,232664-1-1-102,WA007310726WA0021013035A-9999A-9999E1012512905301005070
