Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM
7,2755.75,1,310726,1022514953,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032794,""
7,2755.75,1,310726,1022514953,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032803,""
7,2755.75,1,310726,1022514953,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032804,""
7,2755.75,1,310726,1022514953,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032805,""
7,2755.75,1,310726,1022514953,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032806,""
7,2755.75,1,310726,1022514953,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032830,""
7,2755.75,1,310726,1022514953,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032831,""
7,2755.75,1,310726,1022514954,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032840,""
7,2755.75,1,310726,1022514954,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032841,""
7,2755.75,1,310726,1022514954,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032842,""
7,2755.75,1,310726,1022514954,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032843,""
7,2755.75,1,310726,1022514954,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032844,""
7,2755.75,1,310726,1022514954,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032845,""
7,2755.75,1,310726,1022514954,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032947,""
7,2755.75,1,310726,1022514954,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301032948,""
7,2755.75,1,310726,1022514955,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301032950,""
7,2755.75,1,310726,1022514955,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301032951,""
7,2755.75,1,310726,1022514955,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301032952,""
7,2755.75,1,310726,1022514955,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301032953,""
7,2755.75,1,310726,1022514955,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301032954,""
7,2755.75,1,310726,1022514955,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301032958,""
7,2755.75,1,310726,1022514955,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301033036,""
7,2755.75,1,310726,1022514955,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA003,301033038,""
7,2755.75,1,310726,1022514956,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301033039,""
7,2755.75,1,310726,1022514956,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301033040,""
7,2755.75,1,310726,1022514956,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301033041,""
7,2755.75,1,310726,1022514956,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301033042,""
7,2755.75,1,310726,1022514956,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301033043,""
7,2755.75,1,310726,1022514956,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301033044,""
7,2755.75,1,310726,1022514956,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301033045,""
7,2755.75,1,310726,1022514956,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA003,301033047,""
7,2755.75,1,310726,1022514958,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033184,""
7,2755.75,1,310726,1022514958,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033185,""
7,2755.75,1,310726,1022514958,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033186,""
7,2755.75,1,310726,1022514958,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033187,""
7,2755.75,1,310726,1022514958,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033334,""
7,2755.75,1,310726,1022514958,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033335,""
7,2755.75,1,310726,1022514958,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033336,""
7,2755.75,1,310726,1022514958,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033337,""
7,2755.75,1,310726,1022514959,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033341,""
7,2755.75,1,310726,1022514959,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033342,""
7,2755.75,1,310726,1022514959,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033343,""
7,2755.75,1,310726,1022514959,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033344,""
7,2755.75,1,310726,1022514959,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033411,""
7,2755.75,1,310726,1022514959,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033412,""
7,2755.75,1,310726,1022514959,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033413,""
7,2755.75,1,310726,1022514959,101,WA003,3015A-9999A-9999C-9999CS-9999E,WA003,301033414,""
7,2755.75,1,310726,1022514960,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA003,301033415,""
7,2755.75,1,310726,1022514960,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA003,301033416,""
7,2755.75,1,310726,1022514960,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA003,301033417,""
7,2755.75,1,310726,1022514960,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA003,301033420,""
7,2755.75,1,310726,1022514960,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA003,301033436,""
7,2039.255,1,310726,1022514960,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA003,301033437,""
8,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301029907,""
8,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030051,""
8,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030159,""
8,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030160,""
8,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030161,""
8,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030162,""
8,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030163,""
8,2755.75,1,310015,1052514804,101,ID002,3117A-3123A-9999A-9999E,ID002,301030164,""
8,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030214,""
8,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030215,""
8,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030216,""
8,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030217,""
8,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030218,""
8,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030248,""
8,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301030249,""
8,2755.75,1,310015,1052514805,101,ID002,3117A-3123A-9999A-9999E,ID002,301031448,""
8,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030250,""
8,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030251,""
8,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030410,""
8,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030644,""
8,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030645,""
8,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030789,""
8,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030790,""
8,2755.75,1,310015,1052514806,101,ID002,3117A-3123A-9999A-9999E,ID002,301030791,""
8,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030832,""
8,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030833,""
8,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030834,""
8,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030835,""
8,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030863,""
8,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030865,""
8,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030866,""
8,2755.75,1,310015,1052514807,101,ID002,3117A-3123A-9999A-9999E,ID002,301030867,""
8,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030901,""
8,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030902,""
8,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030903,""
8,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030904,""
8,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030918,""
8,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030926,""
8,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030931,""
8,2755.75,1,310015,1052514808,101,ID002,3117A-3123A-9999A-9999E,ID002,301030940,""
8,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030955,""
8,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030956,""
8,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030965,""
8,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030982,""
8,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030983,""
8,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301030990,""
8,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301031005,""
8,2755.75,1,310015,1052514809,101,ID002,3117A-3123A-9999A-9999E,ID002,301031006,""
8,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030204,""
8,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030220,""
8,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030243,""
8,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030245,""
8,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030246,""
8,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030280,""
8,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030281,""
8,2755.75,1,310724,1012514806,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030282,""
8,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030302,""
8,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030303,""
8,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030304,""
8,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030305,""
8,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030309,""
8,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030318,""
8,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030332,""
8,2755.75,1,310724,1012514807,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA002,301030333,""
8,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030334,""
8,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030335,""
8,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030339,""
8,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030340,""
8,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030341,""
8,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030355,""
8,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030356,""
8,2755.75,1,310724,1012514808,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030357,""
8,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030358,""
8,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030372,""
8,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030387,""
8,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030391,""
8,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030419,""
8,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030421,""
8,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030422,""
8,2755.75,1,310724,1012514809,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA002,301030423,""
8,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030445,""
8,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030453,""
8,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030602,""
8,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030603,""
8,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030604,""
8,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030663,""
8,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030664,""
8,2755.75,1,310724,1012514810,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030665,""
8,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030678,""
8,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030685,""
8,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030694,""
8,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030695,""
8,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030696,""
8,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030697,""
8,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030698,""
8,2755.75,1,310724,1012514811,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,301030700,""
8,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030820,""
8,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030821,""
8,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030822,""
8,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030823,""
8,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030828,""
8,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030829,""
8,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030840,""
8,2755.75,1,310724,1012514812,101,WA002,3040A-9999A,WA002,301030841,""
8,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030845,""
8,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030846,""
8,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030847,""
8,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030848,""
8,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030849,""
8,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030850,""
8,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030851,""
8,2755.75,1,310724,1012514813,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030966,""
8,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030967,""
8,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030968,""
8,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030969,""
8,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030970,""
8,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030971,""
8,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030987,""
8,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030988,""
8,2755.75,1,310724,1012514814,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301030989,""
8,2755.75,1,310724,1012514815,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301031022,""
8,2755.75,1,310724,1012514815,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301031023,""
8,2755.75,1,310724,1012514815,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301031028,""
8,2755.75,1,310724,1012514815,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA002,301031038,""
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301028818,""
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301028834,""
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301028839,""
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301028848,""
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301028854,""
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301029070,""
