,Approved Plant 1,Approved Plant 2,Approved Plant 3,Demand Type,Grade,Sum of Max Age at Time of Shipment,Item#,Order#,Sum of Ordered LBS,Sum of Ordered Pallets,Ship Date,Shipping Warehouse Code,Spec
228,WA003,,,Order,101,120,310726,233066-1-1-102,55115,20.0,2025-06-26 00:00:00,WA007,9999E
229,ID002,,,Order,102,120,310015,233089-1-3-111,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
230,ID002,,,Order,102,120,310015,233089-1-3-112,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
231,ID002,,,Order,102,120,310015,233089-1-3-113,441,0.1600290302095618,2025-06-28 00:00:00,TX001,9999A
232,ID002,,,Order,102,120,310015,233089-1-3-113,57430,20.84006168919532,2025-06-28 00:00:00,TX001,9999A
233,ID002,,,Order,102,120,310015,233089-1-3-114,331,0.120112492062052,2025-06-28 00:00:00,TX001,9999A
234,ID002,,,Order,102,120,310015,233089-1-3-114,57540,20.879978227342825,2025-06-28 00:00:00,TX001,9999A
235,ID002,,,Order,102,120,310015,233089-1-3-115,937,0.3400163294928785,2025-06-28 00:00:00,TX001,9999A
236,ID002,,,Order,102,120,310015,233089-1-3-115,56934,20.660074389912,2025-06-28 00:00:00,TX001,9999A
237,ID002,,,Order,102,120,310015,233089-1-3-116,551,0.1999455683570715,2025-06-28 00:00:00,TX001,9999A
238,ID002,,,Order,102,120,310015,233089-1-3-116,57320,20.800145151047808,2025-06-28 00:00:00,TX001,9999A
239,ID002,,,Order,102,120,310015,233089-1-3-117,220,0.0798330762950195,2025-06-28 00:00:00,TX001,9999A
240,ID002,,,Order,102,120,310015,233089-1-3-117,57650,20.91989476549034,2025-06-28 00:00:00,TX001,9999A
241,ID002,,,Order,102,120,310086,233091-1-3-104,4400,2.0,2025-06-28 00:00:00,TX001,9999A
242,ID002,,,Order,102,120,310086,233091-1-3-104,46200,21.0,2025-06-28 00:00:00,TX001,9999A
243,ID002,,,Order,102,120,310086,233091-1-3-105,4400,2.0,2025-06-28 00:00:00,TX001,9999A
244,ID002,,,Order,102,120,310086,233091-1-3-105,46200,21.0,2025-06-28 00:00:00,TX001,9999A
245,WA003,WA002,,Order,102,120,310726,233118-1-2-102,8268,3.000272158214642,2025-06-16 00:00:00,WA007,9999A
246,WA003,WA002,,Order,102,120,310726,233118-1-2-102,52359,18.99990928059512,2025-06-16 00:00:00,WA007,9999A
247,WA003,WA002,,Order,102,120,310726,233118-1-2-102,104718,37.99981856119024,2025-06-16 00:00:00,WA007,9999A
248,WA001,,,Order,102,120,310002,233119-1-2-102,55115,20.0,2025-06-25 00:00:00,WA001,9999A
249,WA001,,,Order,102,120,310002,233119-1-2-102,55115,20.0,2025-06-25 00:00:00,WA001,9999A
250,WA001,,,Order,102,120,310002,233119-1-3-103,110230,40.0,2025-07-22 00:00:00,WA001,9999A
251,WA003,,,Order,101,120,310726,233153-1-1-101,827,0.3000997913453688,2025-07-01 00:00:00,WA007,3025S
252,WA003,,,Order,101,120,310726,233153-1-1-101,440093,159.6999002086546,2025-07-01 00:00:00,WA007,3025S
253,WA001,,,Order,102,120,310015,233156-1-3-107,41336,14.999909280595118,2025-06-02 00:00:00,WA001,9999A
254,WA001,,,Order,102,120,310015,233156-1-3-108,41336,14.999909280595118,2025-06-05 00:00:00,WA001,9999A
255,WA001,,,Order,102,120,310015,233156-1-3-109,41336,14.999909280595118,2025-06-12 00:00:00,WA001,9999A
256,WA001,,,Order,102,120,310015,233156-1-3-110,41336,14.999909280595118,2025-06-24 00:00:00,WA001,9999A
257,ID002,WA001,,Order,102,120,310015,233173-1-2-102,22046,8.0,2025-07-14 00:00:00,ID010,9999A
258,WA001,,,Order,102,120,310018,233175-1-1-102,41336,14.999909280595118,2025-06-06 00:00:00,WA001,9999A
259,WA001,,,Order,102,120,310018,233175-1-1-103,41336,14.999909280595118,2025-06-19 00:00:00,WA001,9999A
260,WA001,,,Order,102,120,310018,233175-1-2-106,41336,14.999909280595118,2025-07-16 00:00:00,WA001,9999A
261,WA001,,,Order,102,120,310018,233175-1-3-104,41336,14.999909280595118,2025-06-27 00:00:00,WA001,9999A
262,WA001,,,Order,102,120,310018,233175-1-3-105,41336,14.999909280595118,2025-07-09 00:00:00,WA001,9999A
263,ID002,WA001,,Order,102,120,310015,233176-1-1-101,41336,14.999909280595118,2025-07-02 00:00:00,ID002,9999A
264,WA002,WA002,,Order,101,120,310726,233205-1-1-102,55115,20.0,2025-06-12 00:00:00,WA007,9999E
265,ID002,,,Order,102,120,310015,233214-1-2-103,55,0.0199582690737548,2025-06-27 00:00:00,ID002,9999A
266,ID002,,,Order,102,120,310015,233214-1-2-103,41281,14.979951011521363,2025-06-27 00:00:00,ID002,9999A
267,WA001,,,Order,102,120,310015,233219-1-2-102,41336,14.999909280595118,2025-07-11 00:00:00,WA001,9999E
268,WA001,,,Order,102,120,310015,233219-1-2-103,41336,14.999909280595118,2025-07-11 00:00:00,WA001,9999E
269,WA001,,,Order,102,120,310015,233219-1-2-104,41336,14.999909280595118,2025-07-14 00:00:00,WA001,9999E
270,WA001,,,Order,102,120,310002,233220-1-1-101,41336,14.999909280595118,2025-07-01 00:00:00,WA001,9999E
271,WA001,,,Order,102,120,310002,233220-1-1-102,41336,14.999909280595118,2025-07-07 00:00:00,WA001,9999E
272,WA002,WA003,,Order,101,120,310726,233223-1-1-101,110,0.0399165381475097,2025-06-18 00:00:00,WA007,9999E
273,WA002,WA003,,Order,101,120,310726,233223-1-1-101,110120,39.96008346185248,2025-06-18 00:00:00,WA007,9999E
274,WA002,WA003,,Order,101,120,310726,233223-1-1-101,55115,20.0,2025-06-18 00:00:00,WA007,9999E
275,WA002,WA003,,Order,101,120,310726,233223-1-1-102,165345,60.0,2025-07-07 00:00:00,WA007,9999E
276,WA002,,,Order,101,120,310726,233223-1-1-103,110230,40.0,2025-06-12 00:00:00,WA007,9999E
277,WA002,,,Order,101,120,310726,233223-1-1-103,55115,20.0,2025-06-12 00:00:00,WA007,9999E
278,WA002,,,Order,101,120,310726,233223-1-1-104,110230,40.0,2025-06-26 00:00:00,WA007,9999E
279,WA002,,,Order,101,120,310726,233223-1-1-104,55115,20.0,2025-06-26 00:00:00,WA007,9999E
280,WA002,,,Order,101,120,310726,233223-1-1-105,276,0.1001542229882972,2025-06-26 00:00:00,WA007,9999E
281,WA002,,,Order,101,120,310726,233223-1-1-105,55115,20.0,2025-06-26 00:00:00,WA007,9999E
282,WA002,,,Order,101,120,310726,233223-1-1-105,109954,39.8998457770117,2025-06-26 00:00:00,WA007,9999E
283,WA002,WA003,,Order,101,120,310726,233223-1-2-106,220460,80.0,2025-07-29 00:00:00,WA007,9999E
284,WA002,,,Order,101,120,310726,233223-1-2-107,165345,60.0,2025-07-22 00:00:00,WA007,9999E
285,WA002,,,Order,101,120,310726,233223-1-2-108,165345,60.0,2025-07-29 00:00:00,WA007,9999E
286,WA002,,,Order,101,120,310726,233223-1-2-109,165345,60.0,2025-07-21 00:00:00,WA007,9999E
287,WA001,,,Order,101,120,310015,233230-1-2-106,49604,18.00018143880976,2025-06-13 00:00:00,WA001,9999A
288,WA001,,,Order,101,120,310015,233230-1-2-107,49604,18.00018143880976,2025-06-13 00:00:00,WA001,9999A
289,WA001,,,Order,101,120,310015,233230-1-2-108,49604,18.00018143880976,2025-06-13 00:00:00,WA001,9999A
290,WA001,,,Order,101,120,310015,233230-1-2-109,49604,18.00018143880976,2025-06-12 00:00:00,WA001,9999A
291,WA001,,,Order,101,120,310015,233230-1-2-110,49604,18.00018143880976,2025-06-12 00:00:00,WA001,9999A
292,WA001,,,Order,101,120,310015,233230-1-2-111,49604,18.00018143880976,2025-06-13 00:00:00,WA001,9999A
293,WA002,,,Order,102,120,310724,233232-1-1-101,220,0.0798330762950195,2025-06-06 00:00:00,WA007,9999E
294,WA002,,,Order,102,120,310724,233232-1-1-101,110230,40.0,2025-06-06 00:00:00,WA007,9999E
295,WA002,,,Order,102,120,310724,233232-1-1-101,275355,99.92016692370498,2025-06-06 00:00:00,WA007,9999E
296,WA002,,,Order,102,120,310724,233232-1-1-101,165345,60.0,2025-06-06 00:00:00,WA007,9999E
297,WA002,,,Order,102,120,310724,233232-1-1-102,330,0.1197496144425292,2025-06-18 00:00:00,WA007,9999E
298,WA002,,,Order,102,120,310724,233232-1-1-102,165290,59.98004173092624,2025-06-18 00:00:00,WA007,9999E
299,WA002,,,Order,102,120,310724,233232-1-1-102,330415,119.90020865463124,2025-06-18 00:00:00,WA007,9999E
300,WA002,,,Order,102,120,310724,233232-1-1-102,55115,20.0,2025-06-18 00:00:00,WA007,9999E
301,WA002,,,Order,102,120,310724,233232-1-1-104,220,0.0798330762950195,2025-06-18 00:00:00,WA007,9999E
302,WA002,,,Order,102,120,310724,233232-1-1-104,275575,100.0,2025-06-18 00:00:00,WA007,9999E
303,WA002,,,Order,102,120,310724,233232-1-1-104,165180,59.94012519277873,2025-06-18 00:00:00,WA007,9999E
304,WA002,,,Order,102,120,310724,233232-1-1-104,110175,39.980041730926246,2025-06-18 00:00:00,WA007,9999E
305,WA002,,,Order,102,120,310724,233232-1-1-105,1157,0.419849405787898,2025-06-18 00:00:00,WA007,9999E
306,WA002,,,Order,102,120,310724,233232-1-1-105,219303,79.5801505942121,2025-06-18 00:00:00,WA007,9999E
307,WA002,,,Order,102,120,310724,233233-1-1-101,551150,200.0,2025-07-01 00:00:00,WA007,9999E
308,WA002,,,Order,102,120,310724,233233-1-1-102,551150,200.0,2025-07-01 00:00:00,WA007,9999E
309,WA002,,,Order,102,120,310724,233233-1-1-103,551150,200.0,2025-07-01 00:00:00,WA007,9999E
310,WA002,,,Order,102,120,310724,233233-1-1-104,551150,200.0,2025-07-01 00:00:00,WA007,9999E
311,WA002,,,Order,102,120,310724,233234-1-1-101,551150,200.0,2025-08-01 00:00:00,WA007,9999E
312,WA002,,,Order,102,120,310724,233234-1-1-102,551150,200.0,2025-08-01 00:00:00,WA007,9999E
313,WA002,,,Order,102,120,310724,233234-1-1-103,551150,200.0,2025-08-01 00:00:00,WA007,9999E
314,WA002,,,Order,102,120,310724,233234-1-1-104,551150,200.0,2025-08-01 00:00:00,WA007,9999E
315,WA003,,,Order,102,120,310726,233235-1-1-101,165,0.0598748072212646,2025-06-07 00:00:00,WA007,9999E
316,WA003,,,Order,102,120,310726,233235-1-1-101,275520,99.98004173092625,2025-06-07 00:00:00,WA007,9999E
317,WA003,,,Order,102,120,310726,233235-1-1-101,275465,99.96008346185248,2025-06-07 00:00:00,WA007,9999E
318,WA003,,,Order,102,120,310726,233235-1-1-102,1377,0.4996824820829175,2025-06-07 00:00:00,WA007,9999E
319,WA003,,,Order,102,120,310726,233235-1-1-102,439763,159.5801505942121,2025-06-07 00:00:00,WA007,9999E
320,WA003,,,Order,102,120,310726,233235-1-1-102,110010,39.920166923704976,2025-06-07 00:00:00,WA007,9999E
321,WA003,,,Order,102,120,310726,233235-1-1-103,551150,200.0,2025-06-01 00:00:00,WA007,9999E
322,WA003,,,Order,102,120,310726,233235-1-1-104,277394,100.660074389912,2025-07-11 00:00:00,WA007,9999E
323,WA003,,,Order,102,120,310726,233235-1-1-104,273756,99.339925610088,2025-07-11 00:00:00,WA007,9999E
324,WA003,,,Order,102,120,310726,233235-1-1-105,440920,160.0,2025-07-09 00:00:00,WA007,9999E
325,WA003,,,Order,102,120,310726,233235-1-1-105,110230,40.0,2025-07-09 00:00:00,WA007,9999E
326,WA003,,,Order,102,120,310726,233236-1-1-101,3416,1.2395899482899393,2025-07-09 00:00:00,WA007,9999E
327,WA003,,,Order,102,120,310726,233236-1-1-101,382609,138.84024312800508,2025-07-09 00:00:00,WA007,9999E
328,WA003,,,Order,102,120,310726,233236-1-1-101,165125,59.92016692370498,2025-07-09 00:00:00,WA007,9999E
329,WA003,,,Order,102,120,310726,233236-1-1-102,385805,140.0,2025-07-30 00:00:00,WA007,9999E
330,WA003,,,Order,102,120,310726,233236-1-1-102,165345,60.0,2025-07-30 00:00:00,WA007,9999E
331,WA003,,,Order,102,120,310726,233236-1-1-103,496,0.1799872992833167,2025-06-18 00:00:00,WA007,9999E
332,WA003,,,Order,102,120,310726,233236-1-1-103,55115,20.0,2025-06-18 00:00:00,WA007,9999E
333,WA003,,,Order,102,120,310726,233236-1-1-103,275575,100.0,2025-06-18 00:00:00,WA007,9999E
334,WA003,,,Order,102,120,310726,233236-1-1-103,219964,79.82001270071667,2025-06-18 00:00:00,WA007,9999E
335,WA003,,,Order,102,120,310726,233236-1-1-104,551150,200.0,2025-06-25 00:00:00,WA007,9999E
336,WA003,,,Order,102,120,310726,233236-1-1-105,4188,1.5197314705615532,2025-07-09 00:00:00,WA007,9999E
337,WA003,WA002,,Order,102,120,310726,233236-1-1-105,1268,0.4601288215549306,2025-07-09 00:00:00,WA007,9999E
338,WA003,,,Order,102,120,310726,233236-1-1-105,491847,178.48026852943843,2025-07-09 00:00:00,WA007,9999E
339,WA003,WA002,,Order,102,120,310726,233236-1-1-105,53847,19.53987117844507,2025-07-09 00:00:00,WA007,9999E
340,WA003,,,Order,102,120,310726,233237-1-1-101,3913,1.4199401251927788,2025-07-09 00:00:00,WA007,9999E
341,WA003,,,Order,102,120,310726,233237-1-1-101,110120,39.96008346185248,2025-07-09 00:00:00,WA007,9999E
342,WA003,,,Order,102,120,310726,233237-1-1-101,437117,158.61997641295474,2025-07-09 00:00:00,WA007,9999E
343,WA003,,,Order,102,120,310726,233237-1-1-102,551150,200.0,2025-07-30 00:00:00,WA007,9999E
344,WA002,,,Order,102,120,310726,233237-1-1-103,551150,200.0,2025-07-09 00:00:00,WA007,9999E
345,WA002,,,Order,102,120,310726,233237-1-1-104,330690,120.0,2025-07-16 00:00:00,WA007,9999E
346,WA002,,,Order,102,120,310726,233237-1-1-105,551150,200.0,2025-07-16 00:00:00,WA007,9999E
347,WA002,,,Order,102,120,310724,233238-1-1-101,551150,200.0,2025-06-01 00:00:00,WA007,9999E
348,WA002,,,Order,102,120,310724,233238-1-1-102,551150,200.0,2025-06-01 00:00:00,WA007,9999E
349,WA002,,,Order,102,120,310724,233238-1-1-103,551150,200.0,2025-06-01 00:00:00,WA007,9999E
350,WA002,,,Order,102,120,310724,233238-1-1-104,55,0.0199582690737548,2025-05-28 00:00:00,WA007,9999E
351,WA002,,,Order,102,120,310724,233238-1-1-104,55115,20.0,2025-05-28 00:00:00,WA007,9999E
352,WA002,,,Order,102,120,310724,233238-1-1-104,220405,79.98004173092625,2025-05-28 00:00:00,WA007,9999E
353,WA002,,,Order,102,120,310724,233238-1-1-104,55115,20.0,2025-05-28 00:00:00,WA007,9999E
354,WA002,,,Order,102,120,310724,233238-1-1-105,220460,80.0,2025-07-16 00:00:00,WA007,9999E
355,WA002,,,Order,102,120,310724,233239-1-1-101,551150,200.0,2025-07-16 00:00:00,WA007,9999E
356,WA002,,,Order,102,120,310724,233239-1-1-102,441030,160.0399165381475,2025-07-22 00:00:00,WA007,9999E
357,WA002,,,Order,102,120,310724,233239-1-1-102,55115,20.0,2025-07-22 00:00:00,WA007,9999E
358,WA002,,,Order,102,120,310724,233239-1-1-102,55005,19.960083461852488,2025-07-22 00:00:00,WA007,9999E
359,WA002,,,Order,102,120,310724,233239-1-1-103,220,0.0798330762950195,2025-07-02 00:00:00,WA007,9999E
360,WA002,,,Order,102,120,310724,233239-1-1-103,110065,39.94012519277873,2025-07-02 00:00:00,WA007,9999E
361,WA002,,,Order,102,120,310724,233239-1-1-103,110230,40.0,2025-07-02 00:00:00,WA007,9999E
362,WA002,,,Order,102,120,310724,233239-1-1-103,330635,119.98004173092625,2025-07-02 00:00:00,WA007,9999E
363,WA002,,,Order,102,120,310724,233239-1-1-104,110,0.0399165381475097,2025-06-27 00:00:00,WA007,9999E
364,WA002,,,Order,102,120,310724,233239-1-1-104,55005,19.960083461852488,2025-06-27 00:00:00,WA007,9999E
365,WA002,,,Order,102,120,310724,233239-1-1-104,55115,20.0,2025-06-27 00:00:00,WA007,9999E
366,WA002,,,Order,102,120,310724,233240-1-1-101,551150,200.0,2025-07-30 00:00:00,WA007,9999E
367,WA002,,,Order,102,120,310724,233240-1-1-102,551150,200.0,2025-07-30 00:00:00,WA007,9999E
368,WA002,,,Order,102,120,310724,233240-1-1-103,551150,200.0,2025-07-30 00:00:00,WA007,9999E
369,WA002,,,Order,102,120,310724,233240-1-1-104,110230,40.0,2025-07-30 00:00:00,WA007,9999E
370,WA003,,,Order,102,120,310726,233241-1-1-101,4244,1.5400526172548308,2025-06-04 00:00:00,WA007,9999E
371,WA003,,,Order,102,120,310726,233241-1-1-101,436676,158.45994738274516,2025-06-04 00:00:00,WA007,9999E
372,WA003,,,Order,102,120,310726,233241-1-1-101,55115,20.0,2025-06-04 00:00:00,WA007,9999E
373,WA003,,,Order,102,120,310726,233241-1-1-101,55115,20.0,2025-06-04 00:00:00,WA007,9999E
374,WA003,,,Order,102,120,310726,233241-1-1-102,165,0.0598748072212646,2025-06-25 00:00:00,WA007,9999E
375,WA003,,,Order,102,120,310726,233241-1-1-102,275575,100.0,2025-06-25 00:00:00,WA007,9999E
376,WA003,,,Order,102,120,310726,233241-1-1-102,54950,19.940125192778734,2025-06-25 00:00:00,WA007,9999E
377,WA002,WA003,,Order,102,120,310726,233241-1-1-106,220,0.0798330762950195,2025-07-08 00:00:00,WA007,9999E
378,WA002,WA003,,Order,102,120,310726,233241-1-1-106,275575,100.0,2025-07-08 00:00:00,WA007,9999E
379,WA002,WA003,,Order,102,120,310726,233241-1-1-106,110010,39.920166923704976,2025-07-08 00:00:00,WA007,9999E
380,WA002,WA003,,Order,102,120,310726,233241-1-1-106,110230,40.0,2025-07-08 00:00:00,WA007,9999E
381,WA002,WA003,,Order,102,120,310726,233241-1-1-106,55115,20.0,2025-07-08 00:00:00,WA007,9999E
382,WA002,,,Order,102,120,310726,233241-1-1-107,551150,200.0,2025-07-30 00:00:00,WA007,9999E
383,WA002,WA003,,Order,102,120,310726,233241-1-1-108,330690,120.0,2025-07-23 00:00:00,WA007,9999E
384,WA002,,,Order,102,120,310726,233242-1-1-101,551150,200.0,2025-07-15 00:00:00,WA007,9999E
385,WA003,,,Order,102,120,310726,233242-1-1-102,1102,0.3998911367141431,2025-06-27 00:00:00,WA007,9999E
386,WA003,,,Order,102,120,310726,233242-1-1-102,55115,20.0,2025-06-27 00:00:00,WA007,9999E
387,WA003,,,Order,102,120,310726,233242-1-1-102,54013,19.600108863285858,2025-06-27 00:00:00,WA007,9999E
388,WA003,,,Order,102,120,310726,233243-1-1-101,551150,200.0,2025-07-30 00:00:00,WA007,9999E
389,WA003,WA002,,Order,102,120,310726,233243-1-1-102,110230,40.0,2025-07-08 00:00:00,WA007,9999E
390,WA003,,,Order,102,120,310726,233244-1-1-101,165,0.0598748072212646,2025-06-06 00:00:00,WA007,9999E
391,WA003,,,Order,102,120,310726,233244-1-1-101,55115,20.0,2025-06-06 00:00:00,WA007,9999E
392,WA003,,,Order,102,120,310726,233244-1-1-101,110230,40.0,2025-06-06 00:00:00,WA007,9999E
393,WA003,,,Order,102,120,310726,233244-1-1-101,55115,20.0,2025-06-06 00:00:00,WA007,9999E
394,WA003,,,Order,102,120,310726,233244-1-1-101,165345,60.0,2025-06-06 00:00:00,WA007,9999E
395,WA003,,,Order,102,120,310726,233244-1-1-101,275410,99.94012519277872,2025-06-06 00:00:00,WA007,9999E
396,WA003,,,Order,102,120,310726,233244-1-1-102,1488,0.5399618978499501,2025-06-10 00:00:00,WA007,9999E
397,WA003,,,Order,102,120,310726,233244-1-1-102,384592,139.55982944751884,2025-06-10 00:00:00,WA007,9999E
398,WA003,,,Order,102,120,310726,233244-1-1-102,165125,59.92016692370498,2025-06-10 00:00:00,WA007,9999E
399,WA003,,,Order,102,120,310726,233244-1-1-102,110175,39.980041730926246,2025-06-10 00:00:00,WA007,9999E
400,ID002,,,Order,102,120,310015,233245-1-1-101,55,0.0199582690737548,2025-06-24 00:00:00,WA007,9999E
401,ID002,,,Order,102,120,310015,233245-1-1-101,55060,19.98004173092624,2025-06-24 00:00:00,WA007,9999E
402,ID002,,,Order,102,120,310015,233245-1-1-102,716,0.2598203755783362,2025-07-01 00:00:00,WA007,9999E
403,ID002,,,Order,102,120,310015,233245-1-1-102,54399,19.74017962442166,2025-07-01 00:00:00,WA007,9999E
404,ID002,,,Order,102,120,310015,233245-1-1-103,55115,20.0,2025-07-09 00:00:00,WA007,9999E
405,ID002,,,Order,102,120,310015,233245-1-1-104,55115,20.0,2025-07-08 00:00:00,WA007,9999E
406,ID002,,,Order,102,120,310015,233245-1-1-105,55115,20.0,2025-07-22 00:00:00,WA007,9999E
407,WA003,,,Order,101,120,310726,233258-1-1-101,771,0.279778644652091,2025-06-16 00:00:00,WA007,3025S
408,WA003,,,Order,101,120,310726,233258-1-1-101,164574,59.7202213553479,2025-06-16 00:00:00,WA007,3025S
409,WA003,,,Order,101,120,310726,233258-1-1-101,55115,20.0,2025-06-16 00:00:00,WA007,3025S
410,WA003,,,Order,101,120,310726,233258-1-1-102,55115,20.0,2025-06-24 00:00:00,WA007,3025S
411,WA003,,,Order,101,120,310726,233258-1-1-102,55115,20.0,2025-06-24 00:00:00,WA007,3025S
412,WA003,,,Order,101,120,310726,233258-1-1-102,110230,40.0,2025-06-24 00:00:00,WA007,3025S
413,WA003,,,Order,101,120,310726,233258-1-1-103,55446,20.12011249206205,2025-06-17 00:00:00,WA007,3025S
414,WA003,,,Order,101,120,310726,233258-1-1-103,110230,40.0,2025-06-17 00:00:00,WA007,3025S
415,WA003,,,Order,101,120,310726,233258-1-1-103,54784,19.879887507937948,2025-06-17 00:00:00,WA007,3025S
416,WA003,,,Order,101,120,310726,233258-1-1-104,55,0.0199582690737548,2025-06-11 00:00:00,WA007,3025S
417,WA003,,,Order,101,120,310726,233258-1-1-104,220405,79.98004173092625,2025-06-11 00:00:00,WA007,3025S
418,WA003,,,Order,101,120,310726,233258-1-1-104,55115,20.0,2025-06-11 00:00:00,WA007,3025S
419,WA003,,,Order,101,120,310726,233258-1-1-105,55115,20.0,2025-07-15 00:00:00,WA007,3025S
420,WA003,,,Order,102,120,310726,233262-1-1-101,496,0.1799872992833167,2025-06-04 00:00:00,WA007,9999E
421,WA003,,,Order,102,120,310726,233262-1-1-101,164849,59.82001270071668,2025-06-04 00:00:00,WA007,9999E
422,WA003,,,Order,102,120,310726,233262-1-1-101,55115,20.0,2025-06-04 00:00:00,WA007,9999E
423,WA003,,,Order,102,120,310726,233262-1-1-102,1047,0.3799328676403883,2025-06-04 00:00:00,WA007,9999E
424,WA003,,,Order,102,120,310726,233262-1-1-102,219413,79.62006713235961,2025-06-04 00:00:00,WA007,9999E
425,WA003,,,Order,102,120,310726,233262-1-1-103,1433,0.5200036287761952,2025-06-16 00:00:00,WA007,9999E
426,WA003,,,Order,102,120,310726,233262-1-1-103,55060,19.98004173092624,2025-06-16 00:00:00,WA007,9999E
427,WA003,,,Order,102,120,310726,233262-1-1-103,163967,59.49995464029755,2025-06-16 00:00:00,WA007,9999E
428,WA003,,,Order,102,120,310726,233262-1-1-104,661,0.2398621065045813,2025-06-07 00:00:00,WA007,9999E
429,WA003,,,Order,102,120,310726,233262-1-1-104,219799,79.76013789349541,2025-06-07 00:00:00,WA007,9999E
430,WA003,,,Order,102,120,310726,233263-1-1-101,55115,20.0,2025-06-11 00:00:00,WA007,9999E
431,WA003,,,Order,102,120,310726,233263-1-1-101,55115,20.0,2025-06-11 00:00:00,WA007,9999E
432,WA003,,,Order,102,120,310726,233263-1-1-101,110230,40.0,2025-06-11 00:00:00,WA007,9999E
433,WA003,,,Order,102,120,310726,233263-1-1-102,1708,0.6197949741449696,2025-06-18 00:00:00,WA007,9999E
434,WA003,,,Order,102,120,310726,233263-1-1-102,108907,39.519912909371314,2025-06-18 00:00:00,WA007,9999E
435,WA003,,,Order,102,120,310726,233263-1-1-102,54895,19.92016692370498,2025-06-18 00:00:00,WA007,9999E
436,WA003,,,Order,102,120,310726,233263-1-1-102,54950,19.940125192778734,2025-06-18 00:00:00,WA007,9999E
437,WA003,WA002,,Order,102,120,310726,233263-1-1-103,110230,40.0,2025-07-03 00:00:00,WA007,9999E
438,WA003,WA002,,Order,102,120,310726,233263-1-1-103,110230,40.0,2025-07-03 00:00:00,WA007,9999E
439,WA002,,,Order,102,120,310726,233264-1-1-101,220460,80.0,2025-07-13 00:00:00,WA007,9999E
440,WA002,,,Order,102,120,310726,233264-1-1-102,220460,80.0,2025-07-11 00:00:00,WA007,9999E
441,WA003,,,Order,102,120,310726,233264-1-1-103,220460,80.0,2025-07-25 00:00:00,WA007,9999E
442,WA003,,,Order,102,120,310726,233265-1-1-101,882,0.3200580604191236,2025-06-30 00:00:00,WA007,9999E
443,WA003,,,Order,102,120,310726,233265-1-1-101,164463,59.67994193958088,2025-06-30 00:00:00,WA007,9999E
444,WA003,,,Order,102,120,310726,233265-1-1-102,110230,40.0,2025-06-23 00:00:00,WA007,9999E
445,WA003,,,Order,102,120,310726,233265-1-1-102,55115,20.0,2025-06-23 00:00:00,WA007,9999E
446,WA002,,,Order,102,120,310726,233265-1-2-103,110230,40.0,2025-07-17 00:00:00,WA007,9999E
447,WA001,,,Order,102,120,310002,233270-1-1-101,41336,14.999909280595118,2025-06-17 00:00:00,WA001,9999A
448,WA001,,,Order,102,120,310002,233270-1-2-102,41336,14.999909280595118,2025-06-30 00:00:00,WA001,9999A
449,WA002,WA003,,Order,102,120,310726,233279-1-1-101,55115,20.0,2025-07-31 00:00:00,WA007,9999E
450,WA002,WA003,,Order,102,120,310726,233279-1-1-102,55115,20.0,2025-07-31 00:00:00,WA007,9999E
451,WA002,WA003,,Order,102,120,310726,233279-1-1-103,55115,20.0,2025-07-31 00:00:00,WA007,9999E
452,WA002,WA003,,Order,102,120,310726,233279-1-1-104,55115,20.0,2025-07-31 00:00:00,WA007,9999E
453,WA002,WA003,,Order,102,120,310726,233279-1-1-105,55115,20.0,2025-08-16 00:00:00,WA007,9999E
454,WA002,WA003,,Order,102,120,310726,233279-1-1-106,55115,20.0,2025-08-16 00:00:00,WA007,9999E
455,WA002,WA003,,Order,102,120,310726,233279-1-2-107,55115,20.0,2025-09-02 00:00:00,WA007,9999E
456,WA002,WA003,,Order,102,120,310724,233281-1-1-101,110,0.0399165381475097,2025-05-30 00:00:00,WA007,9999E
457,WA002,WA003,,Order,102,120,310724,233281-1-1-101,110120,39.96008346185248,2025-05-30 00:00:00,WA007,9999E
458,WA002,WA003,,Order,102,120,310724,233281-1-2-102,55,0.0199582690737548,2025-07-03 00:00:00,WA007,9999E
459,WA002,WA003,,Order,102,120,310724,233281-1-2-102,110175,39.980041730926246,2025-07-03 00:00:00,WA007,9999E
460,WA002,WA003,,Order,102,120,310724,233281-1-2-103,110230,40.0,2025-06-26 00:00:00,WA007,9999E
461,WA002,WA003,,Order,102,120,310724,233281-1-3-104,110230,40.0,2025-06-05 00:00:00,WA007,9999E
462,WA002,WA003,,Order,102,120,310724,233281-1-3-105,110230,40.0,2025-06-05 00:00:00,WA007,9999E
463,WA002,WA003,,Order,102,120,310726,233282-1-1-101,220,0.0798330762950195,2025-05-28 00:00:00,WA007,9999E
464,WA002,WA003,,Order,102,120,310726,233282-1-1-101,54895,19.92016692370498,2025-05-28 00:00:00,WA007,9999E
465,ID002,WA001,,Order,102,120,310015,233285-1-3-113,606,0.2199038374308264,2025-06-28 00:00:00,TX001,9999A
466,ID002,WA001,,Order,102,120,310015,233285-1-3-113,57264,20.77982400435453,2025-06-28 00:00:00,TX001,9999A
467,ID002,WA001,,Order,102,120,310015,233285-1-3-114,276,0.1001542229882972,2025-06-28 00:00:00,TX001,9999A
