Approved Plant 1,Approved Plant 2,Approved Plant 3,Demand Type,Grade,Sum of Max Age at Time of Shipment,Item#,Order#,Sum of Ordered LBS,Sum of Ordered Pallets,Ship Date,Shipping Warehouse Code,Spec
ID002,WA001,,Order,102,,310015,233285-1-3-115,,21.00009072,6/28/2025,TX001,9999A
ID002,WA001,,Order,102,,310015,233285-1-3-116,,20.99972784,6/28/2025,TX001,9999A
ID002,WA001,,Order,102,,310015,233285-1-3-114,,21.00009072,6/28/2025,TX001,9999A
ID002,WA001,,Order,102,,310015,233285-1-3-113,,20.99972784,6/28/2025,TX001,9999A
ID002,WA001,,Order,102,,310015,233285-1-3-117,,21.00009072,6/28/2025,TX001,9999A
ID002,WA001,,Order,102,,310015,233498-1-1-101,,21.00009072,6/28/2025,TX001,9999A
WA001,,,Order,102,,310002,232811-1-2-102,,20,6/28/2025,TX001,9999A
ID002,WA001,,Order,102,,310015,233285-1-3-118,,21.00009072,6/28/2025,TX001,9999A
ID002,,,Order,102,,310015,233089-1-3-114,,21.00009072,6/28/2025,TX001,9999A
ID002,,,Order,102,,310015,233089-1-3-113,,21.00009072,6/28/2025,TX001,9999A
WA002,,,Order,101,,310726,233183-1-1-102,,40,7/8/2025,WA007,9999E
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
