Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO
8,2755.75,1,310724,1012512417,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300999011
8,2755.75,1,310724,1012512417,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300999012
8,2755.75,1,310724,1012512417,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300999013
8,2755.75,1,310724,1012512417,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300999014
8,2755.75,1,310724,1012512417,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300999015
8,2755.75,1,310724,1012512417,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300999016
8,2755.75,1,310724,1012512417,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300999018
9,2755.75,1,310015,1052512301,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996595
9,2755.75,1,310015,1052512301,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996596
9,2755.75,1,310015,1052512301,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996597
9,2755.75,1,310015,1052512301,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996598
9,2755.75,1,310015,1052512301,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996601
9,2755.75,1,310015,1052512301,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996609
9,2755.75,1,310015,1052512301,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996642
9,2755.75,1,310015,1052512301,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996643
9,2755.75,1,310015,1052512302,101,ID002,3117A-3123A-9999A-9999E,ID002,300996645
9,2755.75,1,310015,1052512302,101,ID002,3117A-3123A-9999A-9999E,ID002,300996646
9,2755.75,1,310015,1052512302,101,ID002,3117A-3123A-9999A-9999E,ID002,300996663
9,2755.75,1,310015,1052512302,101,ID002,3117A-3123A-9999A-9999E,ID002,300996664
9,2755.75,1,310015,1052512302,101,ID002,3117A-3123A-9999A-9999E,ID002,300996678
9,2755.75,1,310015,1052512302,101,ID002,3117A-3123A-9999A-9999E,ID002,300996683
9,2755.75,1,310015,1052512302,101,ID002,3117A-3123A-9999A-9999E,ID002,300996719
9,2755.75,1,310015,1052512302,101,ID002,3117A-3123A-9999A-9999E,ID002,300996720
9,2755.75,1,310015,1052512303,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996736
9,2755.75,1,310015,1052512303,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996737
9,2755.75,1,310015,1052512303,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996738
9,2755.75,1,310015,1052512303,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996739
9,2755.75,1,310015,1052512303,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996746
9,2755.75,1,310015,1052512303,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996747
9,2755.75,1,310015,1052512303,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996756
9,2755.75,1,310015,1052512303,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996757
9,2755.75,1,310015,1052512304,101,ID002,3123A-3132A-9999A-9999E,ID002,300996797
9,2755.75,1,310015,1052512304,101,ID002,3123A-3132A-9999A-9999E,ID002,300996801
9,2755.75,1,310015,1052512304,101,ID002,3123A-3132A-9999A-9999E,ID002,300996802
9,2755.75,1,310015,1052512304,101,ID002,3123A-3132A-9999A-9999E,ID002,300996804
9,2755.75,1,310015,1052512304,101,ID002,3123A-3132A-9999A-9999E,ID002,300996806
9,2755.75,1,310015,1052512304,101,ID002,3123A-3132A-9999A-9999E,ID002,300996811
9,2755.75,1,310015,1052512304,101,ID002,3123A-3132A-9999A-9999E,ID002,300996817
9,2755.75,1,310015,1052512304,101,ID002,3123A-3132A-9999A-9999E,ID002,300996818
9,2755.75,1,310015,1052512305,101,ID002,3123A-3132A-9999A-9999E,ID002,300996832
9,2755.75,1,310015,1052512305,101,ID002,3123A-3132A-9999A-9999E,ID002,300996834
9,2755.75,1,310015,1052512305,101,ID002,3123A-3132A-9999A-9999E,ID002,300996835
9,2755.75,1,310015,1052512305,101,ID002,3123A-3132A-9999A-9999E,ID002,300996856
9,2755.75,1,310015,1052512305,101,ID002,3123A-3132A-9999A-9999E,ID002,300996894
9,2755.75,1,310015,1052512305,101,ID002,3123A-3132A-9999A-9999E,ID002,300996895
9,2755.75,1,310015,1052512305,101,ID002,3123A-3132A-9999A-9999E,ID002,300996896
9,2755.75,1,310015,1052512305,101,ID002,3123A-3132A-9999A-9999E,ID002,300996906
9,2755.75,1,310015,1052512306,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996907
9,2755.75,1,310015,1052512306,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996917
9,2755.75,1,310015,1052512306,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996918
9,2755.75,1,310015,1052512306,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996919
9,2755.75,1,310015,1052512306,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996930
9,2755.75,1,310015,1052512306,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996931
9,2755.75,1,310015,1052512306,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996941
9,2755.75,1,310015,1052512306,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300996942
9,2755.75,1,310015,1052512307,101,ID002,3117A-3123A-9999A-9999E,ID002,300996956
9,2755.75,1,310015,1052512307,101,ID002,3117A-3123A-9999A-9999E,ID002,300996957
9,2755.75,1,310015,1052512307,101,ID002,3117A-3123A-9999A-9999E,ID002,300996963
9,2755.75,1,310015,1052512307,101,ID002,3117A-3123A-9999A-9999E,ID002,300996964
9,2755.75,1,310015,1052512307,101,ID002,3117A-3123A-9999A-9999E,ID002,300996968
9,2755.75,1,310015,1052512307,101,ID002,3117A-3123A-9999A-9999E,ID002,300996969
9,2755.75,1,310015,1052512307,101,ID002,3117A-3123A-9999A-9999E,ID002,300996970
9,2755.75,1,310015,1052512307,101,ID002,3117A-3123A-9999A-9999E,ID002,300996971
9,2755.75,1,310015,1052512308,101,ID002,3117A-3123A-9999A-9999E,ID002,300996976
9,2755.75,1,310015,1052512308,101,ID002,3117A-3123A-9999A-9999E,ID002,300996977
9,2755.75,1,310015,1052512308,101,ID002,3117A-3123A-9999A-9999E,ID002,300996978
9,2755.75,1,310015,1052512308,101,ID002,3117A-3123A-9999A-9999E,ID002,300997021
9,2755.75,1,310015,1052512308,101,ID002,3117A-3123A-9999A-9999E,ID002,300997022
9,2755.75,1,310015,1052512308,101,ID002,3117A-3123A-9999A-9999E,ID002,300997033
9,2755.75,1,310015,1052512308,101,ID002,3117A-3123A-9999A-9999E,ID002,300997040
9,2755.75,1,310015,1052512308,101,ID002,3117A-3123A-9999A-9999E,ID002,300997042
9,2755.75,1,310015,1052512309,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997056
9,2755.75,1,310015,1052512309,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997057
9,2755.75,1,310015,1052512309,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997058
9,2755.75,1,310015,1052512309,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997059
9,2755.75,1,310015,1052512309,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997070
9,2755.75,1,310015,1052512309,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997071
9,2755.75,1,310015,1052512309,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997091
9,2755.75,1,310015,1052512309,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997092
9,2755.75,1,310015,1052512310,101,ID002,3117A-3123A-9999A-9999E,ID002,300997102
9,2755.75,1,310015,1052512310,101,ID002,3117A-3123A-9999A-9999E,ID002,300997103
9,2755.75,1,310015,1052512310,101,ID002,3117A-3123A-9999A-9999E,ID002,300997104
9,2755.75,1,310015,1052512310,101,ID002,3117A-3123A-9999A-9999E,ID002,300997114
9,2755.75,1,310015,1052512310,101,ID002,3117A-3123A-9999A-9999E,ID002,300997119
9,2755.75,1,310015,1052512310,101,ID002,3117A-3123A-9999A-9999E,ID002,300997127
9,2755.75,1,310015,1052512310,101,ID002,3117A-3123A-9999A-9999E,ID002,300997142
9,2755.75,1,310015,1052512310,101,ID002,3117A-3123A-9999A-9999E,ID002,300997411
9,2755.75,1,310015,1052512311,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997412
9,2755.75,1,310015,1052512311,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997413
9,2755.75,1,310015,1052512311,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997414
9,2755.75,1,310015,1052512311,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997415
9,2755.75,1,310015,1052512311,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997453
9,2755.75,1,310015,1052512311,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997454
9,2755.75,1,310015,1052512311,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997455
9,2755.75,1,310015,1052512311,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997456
9,2755.75,1,310015,1052512312,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997479
9,2755.75,1,310015,1052512312,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997480
9,2755.75,1,310015,1052512312,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997481
9,2755.75,1,310015,1052512312,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997483
9,2755.75,1,310015,1052512312,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997484
9,2755.75,1,310015,1052512312,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997485
9,2755.75,1,310015,1052512312,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997486
9,2755.75,1,310015,1052512312,101,ID002,3117A-3123A-3132A-9999A-9999E,ID002,300997487
9,2755.75,1,310015,1052512313,101,ID002,3117A-3123A-9999A-9999E,ID002,300997630
