ALLOCATED_ORDER_NUM,WHSE_CODE,ITEM_NUMBER,PRODUCTION_PLANT,QC_GRADE,SPEC,AGE,Sum of Sum of Inventory Pallets,Min of W_INSERT_DT,,,ALLOCATED_ORDER_NUM,WHSE_CODE,ITEM_NUMBER,PRODUCTION_PLANT,QC_GRADE,SPEC,AGE,Sum of Sum of Inventory Pallets,Min of W_INSERT_DT
233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,30,16,5/13/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,30,16,45790
233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,31,16,5/14/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,31,16,45791
233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,32,16,5/15/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,32,16,45792
233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,60,16,5/8/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,60,16,45785
233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,61,16,5/9/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,61,16,45786
233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,62,16,5/10/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,62,16,45787
233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,63,16,5/11/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,63,16,45788
233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,64,16,5/12/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,64,16,45789
233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,65,16,5/13/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,65,16,45790
233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,66,16,5/14/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,66,16,45791
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,25,8,5/8/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,25,8,45785
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,26,16,5/8/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,26,16,45785
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,27,16,5/9/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,27,16,45786
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,28,16,5/10/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,28,16,45787
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,29,16,5/11/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,29,16,45788
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,30,16,5/12/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,30,16,45789
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,31,16,5/13/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,31,16,45790
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,32,16,5/14/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,32,16,45791
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,25,8,5/8/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,25,8,45785
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,26,8,5/9/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,26,8,45786
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,27,8,5/10/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,27,8,45787
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,28,8,5/11/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,28,8,45788
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,29,8,5/12/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,29,8,45789
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,30,8,5/13/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,30,8,45790
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,31,8,5/14/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,31,8,45791
233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,32,5,5/15/2025,,,233170-1-1-101,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,32,5,45792
233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,26,5,5/8/2025,,,233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,26,5,45785
233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,27,5,5/9/2025,,,233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,27,5,45786
233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,28,5,5/10/2025,,,233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,28,5,45787
233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,29,5,5/11/2025,,,233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,29,5,45788
233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,30,5,5/12/2025,,,233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,30,5,45789
233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,31,5,5/13/2025,,,233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,31,5,45790
233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,32,5,5/14/2025,,,233170-1-1-101,WA007,310726,WA003,101,3035A-9999A-9999E,32,5,45791
233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,25,3,5/8/2025,,,233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,25,3,45785
233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,26,3,5/9/2025,,,233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,26,3,45786
233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,27,3,5/10/2025,,,233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,27,3,45787
233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,28,3,5/11/2025,,,233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,28,3,45788
233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,29,3,5/12/2025,,,233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,29,3,45789
233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,30,3,5/13/2025,,,233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,30,3,45790
233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,31,3,5/14/2025,,,233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,31,3,45791
233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,32,3,5/15/2025,,,233170-1-1-101,WA007,310726,WA003,101,9999A-9999C-9999E,32,3,45792
233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,10,33,5/17/2025,,,233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,10,33,45794
233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,11,33,5/18/2025,,,233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,11,33,45795
233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,12,33,5/19/2025,,,233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,12,33,45796
233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,13,33,5/20/2025,,,233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,13,33,45797
233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,14,33,5/21/2025,,,233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,14,33,45798
233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,15,33,5/22/2025,,,233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,15,33,45799
233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,16,33,5/23/2025,,,233183-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,16,33,45800
233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,10,7,5/17/2025,,,233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,10,7,45794
233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,11,7,5/18/2025,,,233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,11,7,45795
233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,12,7,5/19/2025,,,233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,12,7,45796
233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,13,7,5/20/2025,,,233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,13,7,45797
233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,14,7,5/21/2025,,,233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,14,7,45798
233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,15,7,5/22/2025,,,233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,15,7,45799
233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,16,7,5/23/2025,,,233183-1-1-101,WA007,310726,WA002,101,9999A-9999E,16,7,45800
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,9,13,5/16/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,9,13,45793
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,10,13,5/17/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,10,13,45794
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,11,13,5/18/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,11,13,45795
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,12,13,5/19/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,12,13,45796
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,13,13,5/20/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,13,13,45797
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,14,13,5/21/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,14,13,45798
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,15,13,5/22/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,15,13,45799
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,9,8,5/16/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,9,8,45793
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,10,8,5/17/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,10,8,45794
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,11,8,5/18/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,11,8,45795
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,12,8,5/19/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,12,8,45796
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,13,8,5/20/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,13,8,45797
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,14,8,5/21/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,14,8,45798
233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,15,8,5/22/2025,,,233183-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,15,8,45799
233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,10,2,5/16/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,10,2,45793
233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,11,2,5/17/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,11,2,45794
233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,12,2,5/18/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,12,2,45795
233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,13,2,5/19/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,13,2,45796
233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,14,2,5/20/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,14,2,45797
233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,15,2,5/21/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,15,2,45798
233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,16,2,5/22/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999C-9999E,16,2,45799
233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,9,17,5/16/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,9,17,45793
233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,10,17,5/17/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,10,17,45794
233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,11,17,5/18/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,11,17,45795
233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,12,17,5/19/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,12,17,45796
233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,13,17,5/20/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,13,17,45797
233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,14,17,5/21/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,14,17,45798
233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,15,17,5/22/2025,,,233183-1-1-102,WA007,310726,WA002,101,9999A-9999E,15,17,45799
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,10,5,5/17/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,10,5,45794
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,11,5,5/18/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,11,5,45795
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,12,5,5/19/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,12,5,45796
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,13,5,5/20/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,13,5,45797
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,14,5,5/21/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,14,5,45798
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,15,5,5/22/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,15,5,45799
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,16,5,5/23/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,16,5,45800
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,10,15,5/17/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,10,15,45794
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,11,15,5/18/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,11,15,45795
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,12,15,5/19/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,12,15,45796
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,13,15,5/20/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,13,15,45797
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,14,15,5/21/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,14,15,45798
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,15,15,5/22/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,15,15,45799
233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,16,15,5/23/2025,,,233183-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,16,15,45800
233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,32,6,5/7/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,32,6,45784
233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,33,6,5/8/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,33,6,45785
233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,34,6,5/9/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,34,6,45786
233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-9999A-9999C-9999CS-9999E,31,5,5/7/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-9999A-9999C-9999CS-9999E,31,5,45784
233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-9999A-9999C-9999CS-9999E,32,5,5/8/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-9999A-9999C-9999CS-9999E,32,5,45785
233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-9999A-9999C-9999CS-9999E,33,5,5/9/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3033A-9999A-9999C-9999CS-9999E,33,5,45786
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,32,5,5/7/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,32,5,45784
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,33,5,5/8/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,33,5,45785
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,34,5,5/9/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,34,5,45786
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,35,0,5/10/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,35,0,45787
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,36,0,5/11/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,36,0,45788
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,37,0,5/12/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,37,0,45789
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,38,0,5/13/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,38,0,45790
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,39,0,5/14/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,39,0,45791
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,40,0,5/15/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,40,0,45792
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,41,0,5/16/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,41,0,45793
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,42,0,5/17/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,42,0,45794
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,43,0,5/18/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,43,0,45795
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,44,0,5/19/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,44,0,45796
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,45,0,5/20/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,45,0,45797
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,46,0,5/21/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,46,0,45798
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,47,0,5/22/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,47,0,45799
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,48,0,5/23/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,48,0,45800
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,49,0,5/24/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,49,0,45801
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,50,0,5/25/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,50,0,45802
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,51,0,5/26/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,51,0,45803
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,52,0,5/27/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,52,0,45804
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,32,3,5/7/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,32,3,45784
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,33,3,5/8/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,33,3,45785
233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,34,3,5/9/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-3035A-9999A-9999E,34,3,45786
233183-1-1-104,WA007,310726,WA003,101,3025S-9999A-9999C-9999CS-9999E,34,2,5/7/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-9999A-9999C-9999CS-9999E,34,2,45784
233183-1-1-104,WA007,310726,WA003,101,3025S-9999A-9999C-9999CS-9999E,35,2,5/8/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-9999A-9999C-9999CS-9999E,35,2,45785
233183-1-1-104,WA007,310726,WA003,101,3025S-9999A-9999E,33,8,5/7/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-9999A-9999E,33,8,45784
233183-1-1-104,WA007,310726,WA003,101,3025S-9999A-9999E,34,8,5/8/2025,,,233183-1-1-104,WA007,310726,WA003,101,3025S-9999A-9999E,34,8,45785
233183-1-1-104,WA007,310726,WA003,101,3035A-9999A-9999C-9999E,34,3,5/7/2025,,,233183-1-1-104,WA007,310726,WA003,101,3035A-9999A-9999C-9999E,34,3,45784
233183-1-1-104,WA007,310726,WA003,101,3035A-9999A-9999C-9999E,35,3,5/8/2025,,,233183-1-1-104,WA007,310726,WA003,101,3035A-9999A-9999C-9999E,35,3,45785
233183-1-1-104,WA007,310726,WA003,101,9999A-9999C-9999CS-9999E,33,8,5/7/2025,,,233183-1-1-104,WA007,310726,WA003,101,9999A-9999C-9999CS-9999E,33,8,45784
233183-1-1-104,WA007,310726,WA003,101,9999A-9999C-9999CS-9999E,34,8,5/8/2025,,,233183-1-1-104,WA007,310726,WA003,101,9999A-9999C-9999CS-9999E,34,8,45785
233183-1-1-104,WA007,310726,WA003,101,9999A-9999C-9999CS-9999E,35,1,5/9/2025,,,233183-1-1-104,WA007,310726,WA003,101,9999A-9999C-9999CS-9999E,35,1,45786
233183-1-1-106,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,26,16,5/8/2025,,,233183-1-1-106,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,26,16,45785
233183-1-1-106,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,27,16,5/9/2025,,,233183-1-1-106,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,27,16,45786
233183-1-1-106,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,28,16,5/10/2025,,,233183-1-1-106,WA007,310726,WA003,101,3025S-3035A-9999A-9999C-9999CS-9999E,28,16,45787
