WHSE_CODE,ITEM_NUMBER,PRODUCTION_PLANT,QC_GRADE,SPEC,Sum of AGE,LOT_NO,SUBLOT_NO,Sum of Inventory Pallets,ALLOCATED_ORDER_NUM,Allocation Date
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13,1052511813,300990493,1,232501-1-5-119,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13,1052511813,300990601,1,232501-1-5-119,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13,1052511813,300990602,1,232501-1-5-119,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13,1052511813,300990603,1,232501-1-5-119,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13,1052511813,300990604,1,232501-1-5-119,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13,1052511814,300990650,1,232501-1-5-119,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13,1052511814,300990651,1,232501-1-5-119,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13,1052511814,300990652,1,232501-1-5-119,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13,1052511814,300990653,1,232501-1-5-119,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511902,300992099,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511902,300992100,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511902,300992130,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511902,300992131,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511902,300992149,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511902,300992157,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511902,300992159,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511902,300992160,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511903,300992168,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511903,300992169,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511903,300992190,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511903,300992191,1,232501-1-5-120,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511903,300992197,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511903,300992199,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511903,300992204,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,12,1052511903,300992209,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512001,300992424,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512001,300992425,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512001,300992445,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512001,300992448,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512001,300992449,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512001,300992463,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512001,300992464,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512001,300994185,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512003,300992511,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512003,300992512,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512003,300992521,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512003,300992522,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512003,300992525,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512003,300992526,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512003,300992538,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512003,300992539,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512004,300992592,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512004,300992593,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512004,300992594,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512004,300992595,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512004,300992652,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512004,300992653,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512004,300992654,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512004,300992655,1,1451606,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512009,300993081,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512009,300993082,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512009,300993083,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512009,300993084,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512009,300993110,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512009,300993112,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512009,300993114,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512009,300993117,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512010,300993164,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512010,300993166,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512010,300993167,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512010,300993168,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512010,300993199,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512010,300993200,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512010,300993458,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512010,300993459,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512011,300993472,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512011,300993474,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512011,300993475,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512011,300993486,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512011,300993487,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512011,300993488,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512011,300993490,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512011,300994121,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512012,300993533,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512012,300993546,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512012,300993547,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512012,300993582,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512012,300993583,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512012,300993584,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512012,300993585,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512012,300993586,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512013,300993603,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512013,300993615,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512013,300993621,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512013,300993629,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512013,300993636,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512013,300993646,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512013,300993651,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512013,300993654,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512014,300993668,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512014,300993674,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512014,300993683,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,11,1052512014,300993694,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512101,300993761,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512101,300993770,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512101,300993813,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512101,300993814,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512102,300993831,1,1451608,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512102,300993832,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512102,300993833,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512102,300993834,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512102,300993852,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512102,300993853,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512102,300993854,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512102,300993855,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512103,300993890,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512103,300993895,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512103,300993896,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512103,300993898,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512103,300993899,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512103,300993900,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512103,300993931,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512103,300993932,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512104,300993937,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512104,300993938,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512104,300993939,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512104,300993940,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512104,300993942,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512104,300993943,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512104,300993992,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512104,300994017,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512105,300994036,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512105,300994037,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512105,300994038,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512105,300994039,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512105,300994058,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512105,300994059,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512105,300994060,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512105,300994061,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512106,300994092,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512106,300994094,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512106,300994095,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512106,300994097,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512106,300994127,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512106,300994128,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512106,300994129,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512106,300994131,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512107,300994160,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512107,300994162,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512107,300994163,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512107,300994164,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512107,300994187,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512107,300994188,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512107,300994189,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512107,300994190,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512108,300994245,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512108,300994246,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512108,300994247,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512108,300994248,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512108,300994249,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512108,300994250,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512108,300994286,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512108,300994287,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512109,300994329,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512110,300994382,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512110,300994387,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512110,300994389,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512110,300994390,1,1451609,
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512110,300994432,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512110,300994950,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512110,300995089,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512110,300995101,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512111,300995102,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512111,300995103,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512111,300995104,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512111,300995105,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512111,300995129,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512111,300995130,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512111,300995144,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512111,300995145,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512112,300995162,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512112,300995163,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512112,300995174,1,"",
ID010,310015,ID002,101,3117A-3123A-9999A-9999E,10,1052512112,300995175,1,"",
ID010,310015,ID002,101,3117A-9999A,119,1052501207,300842281,0,1451608,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511613,300988182,1,233372-1-1-133,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511613,300988183,1,233372-1-1-133,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511613,300988184,1,233372-1-1-133,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511613,300988185,1,233372-1-1-133,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511613,300988186,1,233372-1-1-133,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511613,300988187,1,233372-1-1-133,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511613,300988188,1,233372-1-1-134,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511613,300988189,1,233372-1-1-134,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511614,300988258,1,233372-1-1-134,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511614,300988260,1,233372-1-1-134,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511614,300988261,1,233372-1-1-134,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511614,300988266,1,233372-1-1-134,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511614,300988294,1,233372-1-1-134,
ID010,310015,ID002,101,3123A-3132A-9999A-9999E,15,1052511614,300988295,1,233372-1-1-134,
ID010,310015,ID002,101,3132A,16,1052511514,300986606,1,"",
ID010,310015,ID002,101,3132A,16,1052511515,300986680,1,233372-1-1-133,
ID010,310015,ID002,101,3132A,15,1052511605,300987257,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511605,300987258,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511605,300987259,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511605,300987260,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511605,300987337,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511605,300987338,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511605,300987339,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511605,300987340,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511606,300987388,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511606,300987389,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511606,300987390,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511606,300987391,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511606,300987426,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511611,300987773,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511611,300987774,1,233372-1-1-132,
ID010,310015,ID002,101,3132A,15,1052511612,300987801,1,233372-1-1-133,
ID010,310015,ID002,101,3132A,15,1052511612,300987802,1,233372-1-1-133,
ID010,310015,ID002,101,3132A,15,1052511612,300987803,1,233372-1-1-133,
ID010,310015,ID002,101,3132A,15,1052511612,300987804,1,233372-1-1-133,
ID010,310015,ID002,101,3132A,15,1052511612,300988099,1,233372-1-1-133,
ID010,310015,ID002,101,3132A,15,1052511612,300988100,1,233372-1-1-133,
ID010,310015,ID002,101,3132A,15,1052511612,300988101,1,233372-1-1-133,
ID010,310015,ID002,101,3132A,15,1052511612,300988102,1,233372-1-1-133,
ID010,310015,ID002,101,3132A,14,1052511701,300988351,1,233372-1-1-135,
ID010,310015,ID002,101,3132A,14,1052511701,300988352,1,233372-1-1-135,
ID010,310015,ID002,101,3132A,14,1052511702,300988353,1,233372-1-1-134,
ID010,310015,ID002,101,3132A,14,1052511702,300988354,1,233372-1-1-134,
ID010,310015,ID002,101,3132A,14,1052511702,300988390,1,233372-1-1-134,
ID010,310015,ID002,101,3132A,14,1052511702,300988391,1,233372-1-1-134,
ID010,310015,ID002,101,3132A,14,1052511702,300988392,1,233372-1-1-134,
ID010,310015,ID002,101,3132A,14,1052511702,300988393,1,233372-1-1-134,
ID010,310015,ID002,101,3132A,14,1052511702,300988394,1,233372-1-1-134,
ID010,310015,ID002,101,3132A,14,1052511702,300988395,1,1451608,
ID010,310015,ID002,101,9999A-9999E,62,1052506903,300923233,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509435,300956920,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509435,300956925,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509435,300956936,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509435,300956940,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509435,300956943,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509435,300956945,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509435,300956951,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509435,300956954,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509436,300956990,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509436,300957028,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509439,300957157,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509439,300957158,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509439,300957167,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509439,300957168,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509439,300957174,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509439,300957175,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509439,300957181,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509439,300957182,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509440,300957196,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509440,300957197,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509440,300957200,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509440,300957206,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509440,300957210,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509443,300957373,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509443,300957374,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509443,300957387,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509443,300957388,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509443,300957408,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509443,300957409,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509443,300957410,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509443,300957411,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509444,300957413,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,37,1052509444,300957414,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509531,300958959,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509531,300958976,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509531,300958977,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509531,300958978,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509531,300958979,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509531,300959002,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509531,300959003,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509532,300959019,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509532,300959020,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509532,300959021,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509532,300959022,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509532,300959041,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509532,300959043,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509532,300959044,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509532,300959046,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509533,300959070,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509533,300959071,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509533,300959072,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509533,300959073,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509533,300959077,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509533,300959078,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509533,300959107,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509533,300959108,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509534,300959111,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509534,300959113,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509534,300959132,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509534,300959133,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509534,300959134,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509534,300959135,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509534,300959145,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509534,300959146,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509535,300959147,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509535,300959148,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509535,300959162,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509535,300959163,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509535,300959164,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509535,300959165,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509535,300959171,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,36,1052509535,300959172,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509831,300963074,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509831,300963075,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509831,300963078,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509831,300963079,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509831,300963092,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509831,300963093,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509831,300963125,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509831,300963126,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509832,300963135,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509832,300963137,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509832,300963140,1,"",
ID010,310086,ID002,101,3139A-3140A-9999A,33,1052509832,300963141,1,"",
