W_INSERT_DT,WHSE_CODE,ITEM_NUMBER,PRODUCTION_PLANT,QC_GRADE,SPEC,AGE,ALLOCATED_ORDER_NUM,Allocation Date
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A,57,233089-1-2-109,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A,59,233089-1-2-105,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,27,"",
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,29,"",
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,30,"",
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,30,233376-1-1-109,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,30,233376-1-1-110,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,31,233374-1-1-105,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,31,233374-1-1-106,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,31,233374-1-1-107,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,31,233374-1-1-108,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,31,233376-1-1-108,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,31,233376-1-1-109,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,32,233369-1-1-117,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,32,233369-1-1-118,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,32,233369-1-1-119,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,32,233369-1-1-120,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,32,233374-1-1-104,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,32,233374-1-1-105,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,33,233369-1-1-110,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,33,233369-1-1-111,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,33,233369-1-1-112,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,33,233369-1-1-114,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,33,233369-1-1-115,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,33,233369-1-1-116,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,33,233369-1-1-117,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,34,233089-1-2-107,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,34,233369-1-1-108,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,34,233369-1-1-109,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,34,233369-1-1-110,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,34,233375-1-1-102,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,34,233375-1-1-103,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,34,233375-1-1-104,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,36,232630-1-1-105,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,36,233089-1-2-105,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,36,233089-1-2-106,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,36,233375-1-1-102,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,39,232630-1-1-105,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,40,232630-1-1-103,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,40,232630-1-1-104,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,40,232630-1-1-105,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,40,233089-1-2-106,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,40,233285-1-2-112,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,41,232630-1-1-103,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,41,232630-1-1-104,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,232630-1-1-103,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,"",
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,233376-1-1-104,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,233376-1-1-105,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,233376-1-1-102,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,233376-1-1-103,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,233376-1-1-104,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,233089-1-2-109,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,233089-1-2-110,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-9999A,31,233089-1-2-110,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-9999A,31,233374-1-1-108,
2025-05-01 00:00:00,TX001,310015,ID002,101,3117A-9999A,31,233374-1-1-109,
