Approved Plant 1,Approved Plant 2,Approved Plant 3,Demand Type,Grade,Sum of Max Age at Time of Shipment,Item#,Order#,Sum of Ordered LBS,Sum of Ordered Pallets,Ship Date,Shipping Warehouse Code,Spec
ID002,"","",Order,102,120,310086,233479-1-2-101,24200,11,2025-06-08 00:00:00,ID010,9999A
ID002,"","",Order,102,120,310086,233479-1-2-102,24200,11,2025-06-29 00:00:00,ID010,9999A
ID002,"","",Order,102,120,310086,233479-2-1-103,24200,11,2025-07-14 00:00:00,ID010,9999A
ID002,"","",Order,102,120,310724,10016191,2756,1.0000907194048807,2025-06-13 00:00:00,TX001,9999A
ID002,"","",Order,105,120,310741,10016379,6250,,2025-06-18 00:00:00,ID002,""
ID002,"","",Order,105,120,310742,10016379,22000,,2025-06-18 00:00:00,ID002,""
ID002,WA001,"",Order,101,120,310015,233528-1-1-101,44092,16,2025-06-15 00:00:00,TX001,3123A
ID002,WA001,"",Order,101,120,310015,233528-1-1-102,44092,16,2025-06-15 00:00:00,TX001,3123A
ID002,WA001,"",Order,101,120,310015,233528-1-1-103,44092,16,2025-06-15 00:00:00,TX001,3123A
ID002,WA001,"",Order,101,120,310015,233528-1-1-104,44092,16,2025-06-15 00:00:00,TX001,3123A
ID002,WA001,"",Order,101,120,310015,233528-1-1-105,44092,16,2025-06-15 00:00:00,TX001,3123A
ID002,WA001,"",Order,101,120,310015,233528-1-1-106,44092,16,2025-06-15 00:00:00,TX001,3123A
ID002,WA001,"",Order,101,120,310015,233528-1-1-107,44092,16,2025-06-15 00:00:00,TX001,3123A
ID002,WA001,"",Order,101,120,310015,233528-1-1-108,44092,16,2025-06-15 00:00:00,TX001,3123A
ID002,WA001,"",Order,101,120,310015,233528-1-1-109,44092,16,2025-06-15 00:00:00,TX001,3123A
ID002,WA001,"",Order,101,120,310015,233528-1-1-110,44092,16,2025-06-15 00:00:00,TX001,3123A
ID002,WA001,"",Order,102,120,310015,232501-1-6-121,41336,14.999909280595118,2025-05-31 00:00:00,ID010,9999E
ID002,WA001,"",Order,102,120,310015,232501-1-6-122,41336,14.999909280595118,2025-05-31 00:00:00,ID010,9999E
ID002,WA001,"",Order,102,120,310015,232501-1-6-123,41336,14.999909280595118,2025-05-31 00:00:00,ID010,9999E
ID002,WA001,"",Order,102,120,310015,232501-1-6-124,41336,14.999909280595118,2025-05-31 00:00:00,ID010,9999E
ID002,WA001,"",Order,102,120,310015,232807-1-2-136,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-137,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-138,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-157,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-158,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-159,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-160,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-161,55115,20,2025-05-30 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-162,55115,20,2025-05-30 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-163,55115,20,2025-05-30 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-164,55115,20,2025-05-30 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,233285-1-3-118,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233444-1-2-104,44092,16,2025-06-01 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233444-1-2-105,44092,16,2025-06-01 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233444-1-2-106,44092,16,2025-06-01 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233486-1-1-104,44092,16,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233486-1-1-105,44092,16,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233486-1-1-107,44092,16,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233486-1-1-108,44092,16,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233486-1-1-109,44092,16,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233486-1-1-110,44092,16,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233492-1-1-106,882,0.32005806041912366,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233492-1-1-107,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233492-1-1-108,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
