Approved Plant 1,Approved Plant 2,Approved Plant 3,Demand Type,Grade,Sum of Max Age at Time of Shipment,Item#,Order#,Sum of Ordered LBS,Sum of Ordered Pallets,Ship Date,Shipping Warehouse Code,Spec
ID002,WA001,"",Order,102,120,310015,232501-1-5-119,41336,14.999909280595118,2025-04-30 00:00:00,ID010,9999E
ID002,WA001,"",Order,102,120,310015,232501-1-5-120,41336,14.999909280595118,2025-04-30 00:00:00,ID010,9999E
ID002,WA001,"",Order,102,120,310015,232501-1-6-121,41336,14.999909280595118,2025-05-31 00:00:00,ID010,9999E
ID002,WA001,"",Order,102,120,310015,232501-1-6-122,41336,14.999909280595118,2025-05-31 00:00:00,ID010,9999E
ID002,WA001,"",Order,102,120,310015,232501-1-6-123,41336,14.999909280595118,2025-05-31 00:00:00,ID010,9999E
ID002,WA001,"",Order,102,120,310015,232501-1-6-124,41336,14.999909280595118,2025-05-31 00:00:00,ID010,9999E
ID002,WA001,"",Order,102,120,310015,232630-1-1-104,57871,21.00009071940488,2025-05-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,232630-1-1-105,57871,21.00009071940488,2025-05-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-1-111,55115,20,2025-05-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-1-112,55115,20,2025-05-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-1-115,55115,20,2025-05-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-1-116,55115,20,2025-05-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-1-122,55115,20,2025-05-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-1-124,55115,20,2025-05-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-1-126,55115,20,2025-05-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-133,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-134,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-135,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-136,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-137,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-138,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-139,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-140,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-141,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-142,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-143,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-144,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-145,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-146,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232807-1-2-147,55115,20,2025-06-01 00:00:00,MEX002,9999A
