Period,Site,Product,BOM,"Assignment Policy","Policy Parameter","Unit BOM Cost",Status,Notes
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_83D,BOM_310726_WA003_101_3007DRYGUM-3007FO_83D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_84D,BOM_310726_WA003_101_3007DRYGUM-3007FO_84D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_85D,BOM_310726_WA003_101_3007DRYGUM-3007FO_85D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_86D,BOM_310726_WA003_101_3007DRYGUM-3007FO_86D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_87D,BOM_310726_WA003_101_3007DRYGUM-3007FO_87D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_88D,BOM_310726_WA003_101_3007DRYGUM-3007FO_88D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_89D,BOM_310726_WA003_101_3007DRYGUM-3007FO_89D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_90D,BOM_310726_WA003_101_3007DRYGUM-3007FO_90D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_91D,BOM_310726_WA003_101_3007DRYGUM-3007FO_91D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_92D,BOM_310726_WA003_101_3007DRYGUM-3007FO_92D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_93D,BOM_310726_WA003_101_3007DRYGUM-3007FO_93D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_94D,BOM_310726_WA003_101_3007DRYGUM-3007FO_94D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_95D,BOM_310726_WA003_101_3007DRYGUM-3007FO_95D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_96D,BOM_310726_WA003_101_3007DRYGUM-3007FO_96D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_97D,BOM_310726_WA003_101_3007DRYGUM-3007FO_97D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_98D,BOM_310726_WA003_101_3007DRYGUM-3007FO_98D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM-3007FO_99D,BOM_310726_WA003_101_3007DRYGUM-3007FO_99D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_100D,BOM_310726_WA003_102_9999A_100D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_101D,BOM_310726_WA003_102_9999A_101D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_102D,BOM_310726_WA003_102_9999A_102D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_103D,BOM_310726_WA003_102_9999A_103D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_104D,BOM_310726_WA003_102_9999A_104D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_105D,BOM_310726_WA003_102_9999A_105D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_106D,BOM_310726_WA003_102_9999A_106D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_107D,BOM_310726_WA003_102_9999A_107D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_108D,BOM_310726_WA003_102_9999A_108D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_109D,BOM_310726_WA003_102_9999A_109D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_110D,BOM_310726_WA003_102_9999A_110D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_111D,BOM_310726_WA003_102_9999A_111D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_112D,BOM_310726_WA003_102_9999A_112D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_113D,BOM_310726_WA003_102_9999A_113D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_114D,BOM_310726_WA003_102_9999A_114D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_115D,BOM_310726_WA003_102_9999A_115D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_116D,BOM_310726_WA003_102_9999A_116D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_117D,BOM_310726_WA003_102_9999A_117D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_118D,BOM_310726_WA003_102_9999A_118D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_119D,BOM_310726_WA003_102_9999A_119D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_120D,BOM_310726_WA003_102_9999A_120D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_83D,BOM_310726_WA003_102_9999A_83D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_84D,BOM_310726_WA003_102_9999A_84D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_85D,BOM_310726_WA003_102_9999A_85D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_86D,BOM_310726_WA003_102_9999A_86D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_87D,BOM_310726_WA003_102_9999A_87D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_88D,BOM_310726_WA003_102_9999A_88D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_89D,BOM_310726_WA003_102_9999A_89D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_90D,BOM_310726_WA003_102_9999A_90D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_91D,BOM_310726_WA003_102_9999A_91D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_92D,BOM_310726_WA003_102_9999A_92D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_93D,BOM_310726_WA003_102_9999A_93D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_94D,BOM_310726_WA003_102_9999A_94D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_95D,BOM_310726_WA003_102_9999A_95D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_96D,BOM_310726_WA003_102_9999A_96D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_97D,BOM_310726_WA003_102_9999A_97D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_98D,BOM_310726_WA003_102_9999A_98D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_102_9999A_99D,BOM_310726_WA003_102_9999A_99D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_82D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_82D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_83D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_83D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_84D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_84D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_85D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_85D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_82D,BOM_310726_WA003_101_3025S-9999A-9999E_82D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_83D,BOM_310726_WA003_101_3025S-9999A-9999E_83D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_84D,BOM_310726_WA003_101_3025S-9999A-9999E_84D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_85D,BOM_310726_WA003_101_3025S-9999A-9999E_85D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_86D,BOM_310726_WA003_101_3025S-9999A-9999E_86D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_100D,BOM_310726_WA003_101_3025S-3035A-9999A_100D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_101D,BOM_310726_WA003_101_3025S-3035A-9999A_101D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_102D,BOM_310726_WA003_101_3025S-3035A-9999A_102D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_103D,BOM_310726_WA003_101_3025S-3035A-9999A_103D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_104D,BOM_310726_WA003_101_3025S-3035A-9999A_104D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_105D,BOM_310726_WA003_101_3025S-3035A-9999A_105D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_106D,BOM_310726_WA003_101_3025S-3035A-9999A_106D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_107D,BOM_310726_WA003_101_3025S-3035A-9999A_107D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_108D,BOM_310726_WA003_101_3025S-3035A-9999A_108D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_109D,BOM_310726_WA003_101_3025S-3035A-9999A_109D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_110D,BOM_310726_WA003_101_3025S-3035A-9999A_110D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_111D,BOM_310726_WA003_101_3025S-3035A-9999A_111D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_112D,BOM_310726_WA003_101_3025S-3035A-9999A_112D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_113D,BOM_310726_WA003_101_3025S-3035A-9999A_113D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_114D,BOM_310726_WA003_101_3025S-3035A-9999A_114D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_115D,BOM_310726_WA003_101_3025S-3035A-9999A_115D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_116D,BOM_310726_WA003_101_3025S-3035A-9999A_116D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_117D,BOM_310726_WA003_101_3025S-3035A-9999A_117D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_118D,BOM_310726_WA003_101_3025S-3035A-9999A_118D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_119D,BOM_310726_WA003_101_3025S-3035A-9999A_119D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_120D,BOM_310726_WA003_101_3025S-3035A-9999A_120D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_82D,BOM_310726_WA003_101_3025S-3035A-9999A_82D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_83D,BOM_310726_WA003_101_3025S-3035A-9999A_83D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_84D,BOM_310726_WA003_101_3025S-3035A-9999A_84D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_85D,BOM_310726_WA003_101_3025S-3035A-9999A_85D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_86D,BOM_310726_WA003_101_3025S-3035A-9999A_86D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_87D,BOM_310726_WA003_101_3025S-3035A-9999A_87D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_88D,BOM_310726_WA003_101_3025S-3035A-9999A_88D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_89D,BOM_310726_WA003_101_3025S-3035A-9999A_89D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_90D,BOM_310726_WA003_101_3025S-3035A-9999A_90D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_91D,BOM_310726_WA003_101_3025S-3035A-9999A_91D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_92D,BOM_310726_WA003_101_3025S-3035A-9999A_92D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_93D,BOM_310726_WA003_101_3025S-3035A-9999A_93D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_94D,BOM_310726_WA003_101_3025S-3035A-9999A_94D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_95D,BOM_310726_WA003_101_3025S-3035A-9999A_95D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_96D,BOM_310726_WA003_101_3025S-3035A-9999A_96D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_97D,BOM_310726_WA003_101_3025S-3035A-9999A_97D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_98D,BOM_310726_WA003_101_3025S-3035A-9999A_98D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_99D,BOM_310726_WA003_101_3025S-3035A-9999A_99D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_81D,BOM_310726_WA003_101_3025S-9999A-9999E_81D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_81D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_81D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_100D,BOM_310726_WA003_101_9999A-9999E_100D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_101D,BOM_310726_WA003_101_9999A-9999E_101D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_79D,BOM_310726_WA003_101_9999A-9999E_79D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_80D,BOM_310726_WA003_101_9999A-9999E_80D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_81D,BOM_310726_WA003_101_9999A-9999E_81D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_82D,BOM_310726_WA003_101_9999A-9999E_82D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_83D,BOM_310726_WA003_101_9999A-9999E_83D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_84D,BOM_310726_WA003_101_9999A-9999E_84D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_85D,BOM_310726_WA003_101_9999A-9999E_85D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_86D,BOM_310726_WA003_101_9999A-9999E_86D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_87D,BOM_310726_WA003_101_9999A-9999E_87D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_88D,BOM_310726_WA003_101_9999A-9999E_88D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_89D,BOM_310726_WA003_101_9999A-9999E_89D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_90D,BOM_310726_WA003_101_9999A-9999E_90D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_91D,BOM_310726_WA003_101_9999A-9999E_91D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_92D,BOM_310726_WA003_101_9999A-9999E_92D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_93D,BOM_310726_WA003_101_9999A-9999E_93D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_94D,BOM_310726_WA003_101_9999A-9999E_94D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_95D,BOM_310726_WA003_101_9999A-9999E_95D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_96D,BOM_310726_WA003_101_9999A-9999E_96D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_97D,BOM_310726_WA003_101_9999A-9999E_97D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_98D,BOM_310726_WA003_101_9999A-9999E_98D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_9999A-9999E_99D,BOM_310726_WA003_101_9999A-9999E_99D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_75D,BOM_310726_WA003_101_3025S-9999A-9999E_75D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_76D,BOM_310726_WA003_101_3025S-9999A-9999E_76D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_77D,BOM_310726_WA003_101_3025S-9999A-9999E_77D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_78D,BOM_310726_WA003_101_3025S-9999A-9999E_78D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_79D,BOM_310726_WA003_101_3025S-9999A-9999E_79D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-9999A-9999E_80D,BOM_310726_WA003_101_3025S-9999A-9999E_80D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_100D,BOM_310726_WA003_101_3007DRYGUM_100D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_101D,BOM_310726_WA003_101_3007DRYGUM_101D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_102D,BOM_310726_WA003_101_3007DRYGUM_102D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_103D,BOM_310726_WA003_101_3007DRYGUM_103D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_104D,BOM_310726_WA003_101_3007DRYGUM_104D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_105D,BOM_310726_WA003_101_3007DRYGUM_105D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_106D,BOM_310726_WA003_101_3007DRYGUM_106D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_107D,BOM_310726_WA003_101_3007DRYGUM_107D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_108D,BOM_310726_WA003_101_3007DRYGUM_108D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_109D,BOM_310726_WA003_101_3007DRYGUM_109D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_110D,BOM_310726_WA003_101_3007DRYGUM_110D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_111D,BOM_310726_WA003_101_3007DRYGUM_111D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_112D,BOM_310726_WA003_101_3007DRYGUM_112D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_113D,BOM_310726_WA003_101_3007DRYGUM_113D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_114D,BOM_310726_WA003_101_3007DRYGUM_114D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_115D,BOM_310726_WA003_101_3007DRYGUM_115D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_116D,BOM_310726_WA003_101_3007DRYGUM_116D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_117D,BOM_310726_WA003_101_3007DRYGUM_117D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_118D,BOM_310726_WA003_101_3007DRYGUM_118D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_119D,BOM_310726_WA003_101_3007DRYGUM_119D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_120D,BOM_310726_WA003_101_3007DRYGUM_120D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_75D,BOM_310726_WA003_101_3007DRYGUM_75D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_76D,BOM_310726_WA003_101_3007DRYGUM_76D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_77D,BOM_310726_WA003_101_3007DRYGUM_77D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_78D,BOM_310726_WA003_101_3007DRYGUM_78D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_79D,BOM_310726_WA003_101_3007DRYGUM_79D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_80D,BOM_310726_WA003_101_3007DRYGUM_80D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_81D,BOM_310726_WA003_101_3007DRYGUM_81D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_82D,BOM_310726_WA003_101_3007DRYGUM_82D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_83D,BOM_310726_WA003_101_3007DRYGUM_83D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_84D,BOM_310726_WA003_101_3007DRYGUM_84D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_85D,BOM_310726_WA003_101_3007DRYGUM_85D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_86D,BOM_310726_WA003_101_3007DRYGUM_86D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_87D,BOM_310726_WA003_101_3007DRYGUM_87D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_88D,BOM_310726_WA003_101_3007DRYGUM_88D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_89D,BOM_310726_WA003_101_3007DRYGUM_89D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_90D,BOM_310726_WA003_101_3007DRYGUM_90D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_91D,BOM_310726_WA003_101_3007DRYGUM_91D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_92D,BOM_310726_WA003_101_3007DRYGUM_92D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_93D,BOM_310726_WA003_101_3007DRYGUM_93D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_94D,BOM_310726_WA003_101_3007DRYGUM_94D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_95D,BOM_310726_WA003_101_3007DRYGUM_95D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_96D,BOM_310726_WA003_101_3007DRYGUM_96D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_97D,BOM_310726_WA003_101_3007DRYGUM_97D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_98D,BOM_310726_WA003_101_3007DRYGUM_98D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3007DRYGUM_99D,BOM_310726_WA003_101_3007DRYGUM_99D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_73D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_73D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_74D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_74D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_75D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_75D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_76D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_76D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_77D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_77D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_78D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_78D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_79D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_79D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_80D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_80D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_71D,BOM_310726_WA003_101_3025S-3035A-9999A_71D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_72D,BOM_310726_WA003_101_3025S-3035A-9999A_72D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_73D,BOM_310726_WA003_101_3025S-3035A-9999A_73D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_74D,BOM_310726_WA003_101_3025S-3035A-9999A_74D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_75D,BOM_310726_WA003_101_3025S-3035A-9999A_75D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_76D,BOM_310726_WA003_101_3025S-3035A-9999A_76D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_77D,BOM_310726_WA003_101_3025S-3035A-9999A_77D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_78D,BOM_310726_WA003_101_3025S-3035A-9999A_78D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_79D,BOM_310726_WA003_101_3025S-3035A-9999A_79D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_80D,BOM_310726_WA003_101_3025S-3035A-9999A_80D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A_81D,BOM_310726_WA003_101_3025S-3035A-9999A_81D,"","","",include,""
REAL_PERIODS,WA007,310726_WA003_101_3025S-3035A-9999A-9999E_65D,BOM_310726_WA003_101_3025S-3035A-9999A-9999E_65D,"","","",include,""
