Site,Product,"Initial Inventory","Inventory Policy","Reorder Point","Reorder/Order Up To Qty","Review Period","Forecast Name","Forecast Aggregation Period","Forecast Disaggregation Pattern","DOS Window","DOS Planning Lead Time","Unit Inbound Cost","Fixed Inbound Shipment Cost","Unit Outbound Cost","Fixed Outbound Shipment Cost","Unit Storage Cost","Unit Disposal Cost","Unit Consignment Cost","Fixed Consignment Cost","Inv Carrying Cost%","Stocking Site","Product Inventory Value","Product Taxable Value","Inventory Turns","Unhealthy Turn Percent","Fixed Excess Stock","Excess Move Percent","Inbound Capacity","Outbound Capacity","Constraint Period","Maximum Inventory","Minimum Inventory","Safety Stock","Minimum Safety Stock","Maximum Safety Stock","Allow Partial Fill","Service Requirement","Minimum Service Time","Maximum Service Time","Minimum Dwell Time","Maximum Dwell Time","Unit Delay Factor","Fixed Order Delay Factor","Service Type",Status,Notes
WA003,310726_WA003_101_3007FO_33D,,"","","","","","","","","","","","","","",4400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA003,310726_WA003_101_3007FO_32D,,"","","","","","","","","","","","","","",4450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA003,310726_WA003_101_3007FO_31D,,"","","","","","","","","","","","","","",4500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA003,310726_WA003_101_3007FO_30D,,"","","","","","","","","","","","","","",4550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_120D,,"","","","","","","","","","","","","","",50,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_119D,,"","","","","","","","","","","","","","",100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_118D,,"","","","","","","","","","","","","","",150,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_117D,,"","","","","","","","","","","","","","",200,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_116D,,"","","","","","","","","","","","","","",250,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_115D,,"","","","","","","","","","","","","","",300,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_114D,,"","","","","","","","","","","","","","",350,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_113D,,"","","","","","","","","","","","","","",400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_112D,,"","","","","","","","","","","","","","",450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_111D,,"","","","","","","","","","","","","","",500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_110D,,"","","","","","","","","","","","","","",550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_109D,,"","","","","","","","","","","","","","",600,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_108D,,"","","","","","","","","","","","","","",650,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_107D,,"","","","","","","","","","","","","","",700,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_106D,,"","","","","","","","","","","","","","",750,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_105D,,"","","","","","","","","","","","","","",800,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_104D,,"","","","","","","","","","","","","","",850,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_103D,,"","","","","","","","","","","","","","",900,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_102D,,"","","","","","","","","","","","","","",950,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_101D,,"","","","","","","","","","","","","","",1000,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_100D,,"","","","","","","","","","","","","","",1050,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_99D,,"","","","","","","","","","","","","","",1100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_98D,,"","","","","","","","","","","","","","",1150,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_97D,,"","","","","","","","","","","","","","",1200,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_96D,,"","","","","","","","","","","","","","",1250,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_95D,,"","","","","","","","","","","","","","",1300,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_94D,,"","","","","","","","","","","","","","",1350,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_93D,,"","","","","","","","","","","","","","",1400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_92D,,"","","","","","","","","","","","","","",1450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_91D,,"","","","","","","","","","","","","","",1500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_90D,,"","","","","","","","","","","","","","",1550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_89D,,"","","","","","","","","","","","","","",1600,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_88D,,"","","","","","","","","","","","","","",1650,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_87D,,"","","","","","","","","","","","","","",1700,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_86D,,"","","","","","","","","","","","","","",1750,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_85D,,"","","","","","","","","","","","","","",1800,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_84D,,"","","","","","","","","","","","","","",1850,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_83D,,"","","","","","","","","","","","","","",1900,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_82D,,"","","","","","","","","","","","","","",1950,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_81D,,"","","","","","","","","","","","","","",2000,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_80D,,"","","","","","","","","","","","","","",2050,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_79D,,"","","","","","","","","","","","","","",2100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_78D,,"","","","","","","","","","","","","","",2150,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_77D,,"","","","","","","","","","","","","","",2200,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_76D,,"","","","","","","","","","","","","","",2250,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_75D,,"","","","","","","","","","","","","","",2300,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_74D,,"","","","","","","","","","","","","","",2350,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_73D,,"","","","","","","","","","","","","","",2400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_72D,,"","","","","","","","","","","","","","",2450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_71D,,"","","","","","","","","","","","","","",2500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_70D,,"","","","","","","","","","","","","","",2550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_69D,,"","","","","","","","","","","","","","",2600,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_68D,,"","","","","","","","","","","","","","",2650,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_67D,,"","","","","","","","","","","","","","",2700,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_66D,,"","","","","","","","","","","","","","",2750,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_65D,,"","","","","","","","","","","","","","",2800,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_64D,,"","","","","","","","","","","","","","",2850,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_63D,,"","","","","","","","","","","","","","",2900,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_62D,,"","","","","","","","","","","","","","",2950,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_61D,,"","","","","","","","","","","","","","",3000,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_60D,,"","","","","","","","","","","","","","",3050,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_59D,,"","","","","","","","","","","","","","",3100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_58D,,"","","","","","","","","","","","","","",3150,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_57D,,"","","","","","","","","","","","","","",3200,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_56D,,"","","","","","","","","","","","","","",3250,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_55D,,"","","","","","","","","","","","","","",3300,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_54D,,"","","","","","","","","","","","","","",3350,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_53D,,"","","","","","","","","","","","","","",3400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_52D,,"","","","","","","","","","","","","","",3450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_51D,,"","","","","","","","","","","","","","",3500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_50D,,"","","","","","","","","","","","","","",3550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_49D,,"","","","","","","","","","","","","","",3600,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_48D,,"","","","","","","","","","","","","","",3650,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_47D,,"","","","","","","","","","","","","","",3700,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_46D,,"","","","","","","","","","","","","","",3750,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_45D,,"","","","","","","","","","","","","","",3800,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_44D,,"","","","","","","","","","","","","","",3850,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_43D,,"","","","","","","","","","","","","","",3900,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_42D,,"","","","","","","","","","","","","","",3950,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_41D,,"","","","","","","","","","","","","","",4000,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_40D,,"","","","","","","","","","","","","","",4050,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_39D,,"","","","","","","","","","","","","","",4100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_38D,,"","","","","","","","","","","","","","",4150,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_37D,,"","","","","","","","","","","","","","",4200,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_36D,,"","","","","","","","","","","","","","",4250,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_35D,,"","","","","","","","","","","","","","",4300,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_34D,,"","","","","","","","","","","","","","",4350,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_33D,,"","","","","","","","","","","","","","",4400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_32D,,"","","","","","","","","","","","","","",4450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_31D,,"","","","","","","","","","","","","","",4500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA007,310726_WA003_101_3007FO_30D,8.0,"","","","","","","","","","","","","","",4550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_120D,,"","","","","","","","","","","","","","",50,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_119D,,"","","","","","","","","","","","","","",100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_118D,,"","","","","","","","","","","","","","",150,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_117D,,"","","","","","","","","","","","","","",200,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_116D,,"","","","","","","","","","","","","","",250,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_115D,,"","","","","","","","","","","","","","",300,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_114D,,"","","","","","","","","","","","","","",350,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_113D,,"","","","","","","","","","","","","","",400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_112D,,"","","","","","","","","","","","","","",450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_111D,,"","","","","","","","","","","","","","",500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_110D,,"","","","","","","","","","","","","","",550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_109D,,"","","","","","","","","","","","","","",600,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_108D,,"","","","","","","","","","","","","","",650,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_107D,,"","","","","","","","","","","","","","",700,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_106D,,"","","","","","","","","","","","","","",750,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_105D,,"","","","","","","","","","","","","","",800,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_104D,,"","","","","","","","","","","","","","",850,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_103D,,"","","","","","","","","","","","","","",900,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_102D,,"","","","","","","","","","","","","","",950,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_101D,,"","","","","","","","","","","","","","",1000,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_100D,,"","","","","","","","","","","","","","",1050,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_99D,,"","","","","","","","","","","","","","",1100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_98D,,"","","","","","","","","","","","","","",1150,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_97D,,"","","","","","","","","","","","","","",1200,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_96D,,"","","","","","","","","","","","","","",1250,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_95D,,"","","","","","","","","","","","","","",1300,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_94D,,"","","","","","","","","","","","","","",1350,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_93D,,"","","","","","","","","","","","","","",1400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_92D,,"","","","","","","","","","","","","","",1450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_91D,,"","","","","","","","","","","","","","",1500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_90D,,"","","","","","","","","","","","","","",1550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_89D,,"","","","","","","","","","","","","","",1600,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_88D,,"","","","","","","","","","","","","","",1650,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_87D,,"","","","","","","","","","","","","","",1700,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_86D,,"","","","","","","","","","","","","","",1750,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_85D,,"","","","","","","","","","","","","","",1800,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_84D,,"","","","","","","","","","","","","","",1850,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_83D,,"","","","","","","","","","","","","","",1900,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_82D,,"","","","","","","","","","","","","","",1950,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_81D,,"","","","","","","","","","","","","","",2000,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_80D,,"","","","","","","","","","","","","","",2050,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_79D,,"","","","","","","","","","","","","","",2100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_78D,,"","","","","","","","","","","","","","",2150,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_77D,,"","","","","","","","","","","","","","",2200,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_76D,,"","","","","","","","","","","","","","",2250,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_75D,,"","","","","","","","","","","","","","",2300,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_74D,,"","","","","","","","","","","","","","",2350,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_73D,,"","","","","","","","","","","","","","",2400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_72D,,"","","","","","","","","","","","","","",2450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_71D,,"","","","","","","","","","","","","","",2500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_70D,,"","","","","","","","","","","","","","",2550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_69D,,"","","","","","","","","","","","","","",2600,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_68D,,"","","","","","","","","","","","","","",2650,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_67D,,"","","","","","","","","","","","","","",2700,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_66D,,"","","","","","","","","","","","","","",2750,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_65D,,"","","","","","","","","","","","","","",2800,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_64D,,"","","","","","","","","","","","","","",2850,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_63D,,"","","","","","","","","","","","","","",2900,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_62D,,"","","","","","","","","","","","","","",2950,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_61D,,"","","","","","","","","","","","","","",3000,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_60D,,"","","","","","","","","","","","","","",3050,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_59D,,"","","","","","","","","","","","","","",3100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_58D,,"","","","","","","","","","","","","","",3150,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_57D,,"","","","","","","","","","","","","","",3200,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_56D,,"","","","","","","","","","","","","","",3250,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_55D,,"","","","","","","","","","","","","","",3300,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_54D,,"","","","","","","","","","","","","","",3350,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_53D,,"","","","","","","","","","","","","","",3400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_52D,,"","","","","","","","","","","","","","",3450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_51D,,"","","","","","","","","","","","","","",3500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_50D,,"","","","","","","","","","","","","","",3550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_49D,,"","","","","","","","","","","","","","",3600,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_48D,,"","","","","","","","","","","","","","",3650,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_47D,,"","","","","","","","","","","","","","",3700,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_46D,,"","","","","","","","","","","","","","",3750,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_45D,,"","","","","","","","","","","","","","",3800,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_44D,,"","","","","","","","","","","","","","",3850,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_43D,,"","","","","","","","","","","","","","",3900,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_42D,,"","","","","","","","","","","","","","",3950,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_41D,,"","","","","","","","","","","","","","",4000,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_40D,,"","","","","","","","","","","","","","",4050,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_39D,,"","","","","","","","","","","","","","",4100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_38D,,"","","","","","","","","","","","","","",4150,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_37D,,"","","","","","","","","","","","","","",4200,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_36D,,"","","","","","","","","","","","","","",4250,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_35D,,"","","","","","","","","","","","","","",4300,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_34D,,"","","","","","","","","","","","","","",4350,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_33D,,"","","","","","","","","","","","","","",4400,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_32D,,"","","","","","","","","","","","","","",4450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_31D,,"","","","","","","","","","","","","","",4500,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA010,310726_WA003_101_3007FO_30D,,"","","","","","","","","","","","","","",4550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA003,310726_WA003_101_3025S-3035A-9999A_120D,,"","","","","","","","","","","","","","",50,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
WA003,310726_WA003_101_3025S-3035A-9999A_119D,,"","","","","","","","","","","","","","",100,"","","","","","","","","","","","","","","","","","","","","","","","","","","",include,""
