Site,Product,"Production Policy","Unit Production Cost","Fixed Order Cost","Fixed Order Time",CO2,"Minimum Order Quantity","Production Frequency",Status,Notes
WA003,310726_WA003_101_9999A-9999E_10D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_110D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_111D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_112D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_113D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_114D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_115D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_116D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_117D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_118D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_119D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_11D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_120D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_12D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_13D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_14D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_15D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_16D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_17D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_18D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_19D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_20D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_21D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_22D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_23D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_24D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_25D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_26D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_27D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_28D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_29D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_30D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_31D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_32D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_33D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_34D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_35D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_36D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_37D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_38D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_39D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_40D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_41D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_42D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_43D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_44D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_45D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_46D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_47D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_48D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_49D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_50D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_51D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_52D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_53D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_54D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_55D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_56D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_57D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_58D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_59D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_60D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_61D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_62D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_63D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_64D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_65D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_66D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_67D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_68D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_69D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_70D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_71D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_72D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_73D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_74D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_75D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_76D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_77D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_78D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_79D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_80D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_81D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_82D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_83D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_84D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_85D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_86D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_87D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_88D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_89D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_90D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_91D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_92D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_93D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_94D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_95D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_96D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_97D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_98D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_99D,"","","",1.1,"","","",include,""
WA003,310726_WA003_101_9999A-9999E_9D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_100D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_101D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_102D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_103D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_104D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_105D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_106D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_107D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_108D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_109D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_110D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_111D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_112D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_113D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_114D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_115D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_116D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_117D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_118D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_119D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_120D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_52D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_53D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_54D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_55D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_56D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_57D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_58D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_59D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_60D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_61D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_62D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_63D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_64D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_65D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_66D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_67D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_68D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_69D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_70D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_71D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_72D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_73D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_74D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_75D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_76D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_77D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_78D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_79D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_80D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_81D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_82D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_83D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_84D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_85D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_86D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_87D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_88D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_89D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_90D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_91D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_92D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_93D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_94D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_95D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_96D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_97D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_98D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_3035A-9999A-9999E_99D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_100D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_101D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_102D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_103D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_104D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_105D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_106D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_107D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_108D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_109D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_110D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_111D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_112D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_113D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_114D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_115D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_116D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_117D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_118D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_119D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_120D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_51D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_52D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_53D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_54D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_55D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_56D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_57D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_58D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_59D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_60D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_61D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_62D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_63D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_64D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_65D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_66D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_67D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_68D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_69D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_70D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_71D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_72D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_73D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_74D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_75D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_76D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_77D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_78D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_79D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_80D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_81D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_82D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_83D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_84D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_85D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_86D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_87D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_88D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_89D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_90D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_91D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_92D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_93D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_94D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_95D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_96D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_97D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_98D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A-9999E_99D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_100D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_101D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_102D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_103D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_104D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_105D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_106D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_107D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_108D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_109D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_110D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_111D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_112D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_113D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_114D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_115D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_116D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_117D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_118D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_119D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_120D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_51D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_52D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_53D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_54D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_55D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_56D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_57D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_58D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_59D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_60D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_61D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_62D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_63D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_64D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_65D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_66D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_67D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_68D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_69D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_70D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_71D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_72D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_73D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_74D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_75D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_76D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_77D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_78D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_79D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_80D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_81D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_82D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_83D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_84D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_85D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_86D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_87D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_88D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_89D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_90D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_91D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_92D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_93D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_94D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_95D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_96D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_97D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_98D,"","","",1.1,"","","",include,""
WA007,310726_WA002_101_9999A_99D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_100D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_101D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_102D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_103D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_104D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_105D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_106D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_107D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_108D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_109D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_110D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_111D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_112D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_113D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_114D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_115D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_116D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_117D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_118D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_119D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_120D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_51D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_52D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_53D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_54D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_55D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_56D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_57D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_58D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_59D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_60D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_61D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_62D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_63D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_64D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_65D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_66D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_67D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_68D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_69D,"","","",1.1,"","","",include,""
WA007,310726_WA002_102_9999A_70D,"","","",1.1,"","","",include,""
