AGE,TOTAL_WEIGHTS,TOTAL_PALLETS,ITEM_NUMBER,LOT_NO,GRADE,PRODUCTION_PLANT,SPEC,WHS_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM,JOINER,CLEANED_SPEC,SPEC_VALUE
16,2755.75,1,310724,1052513610,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014087,233509-1-1-119,1,9999A-9999E,2
16,2755.75,1,310724,1052513610,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014090,233509-1-1-119,1,9999A-9999E,2
16,2755.75,1,310724,1052513610,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014149,233509-1-1-119,1,9999A-9999E,2
16,2755.75,1,310724,1052513610,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014151,233509-1-1-119,1,9999A-9999E,2
16,2755.75,1,310724,1052513610,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014152,233509-1-1-119,1,9999A-9999E,2
16,2755.75,1,310724,1052513611,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014167,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513611,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014168,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513611,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014169,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513611,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014170,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513611,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014177,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513611,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014179,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513611,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014180,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513611,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014181,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513612,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014213,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513612,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014214,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513612,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014278,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513612,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014289,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513612,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014342,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513612,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014343,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513612,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014346,233509-1-1-120,1,9999A-9999E,2
16,2755.75,1,310724,1052513612,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014347,,1,9999A-9999E,2
16,2755.75,1,310724,1052513613,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014374,,1,9999A-9999E,2
16,2755.75,1,310724,1052513613,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014375,,1,9999A-9999E,2
16,2755.75,1,310724,1052513613,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014376,,1,9999A-9999E,2
16,2755.75,1,310724,1052513613,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014415,,1,9999A-9999E,2
16,2755.75,1,310724,1052513613,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014417,,1,9999A-9999E,2
16,2755.75,1,310724,1052513613,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301018139,,1,9999A-9999E,2
16,2755.75,1,310724,1052513613,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301018140,,1,9999A-9999E,2
16,2755.75,1,310724,1052513613,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301018141,,1,9999A-9999E,2
16,2755.75,1,310724,1052513614,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014440,,1,9999A-9999E,2
16,2755.75,1,310724,1052513614,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014441,,1,9999A-9999E,2
16,2755.75,1,310724,1052513614,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014443,,1,9999A-9999E,2
16,2755.75,1,310724,1052513614,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014445,,1,9999A-9999E,2
16,2755.75,1,310724,1052513614,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014475,,1,9999A-9999E,2
16,2755.75,1,310724,1052513614,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014476,,1,9999A-9999E,2
16,2755.75,1,310724,1052513614,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014477,,1,9999A-9999E,2
16,2755.75,1,310724,1052513614,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014478,,1,9999A-9999E,2
16,2755.75,1,310724,1052513615,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014534,,1,9999A-9999E,2
16,2755.75,1,310724,1052513615,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014535,,1,9999A-9999E,2
16,2755.75,1,310724,1052513615,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014536,,1,9999A-9999E,2
16,2755.75,1,310724,1052513615,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014537,,1,9999A-9999E,2
16,2755.75,1,310724,1052513615,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014550,,1,9999A-9999E,2
16,2755.75,1,310724,1052513615,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014551,,1,9999A-9999E,2
16,2755.75,1,310724,1052513615,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014552,,1,9999A-9999E,2
16,2755.75,1,310724,1052513615,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014553,,1,9999A-9999E,2
16,2755.75,1,310724,1052513616,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014570,,1,9999A-9999E,2
16,2755.75,1,310724,1052513616,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014571,,1,9999A-9999E,2
16,2755.75,1,310724,1052513616,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014572,,1,9999A-9999E,2
16,2755.75,1,310724,1052513616,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014573,,1,9999A-9999E,2
16,2755.75,1,310724,1052513616,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014605,,1,9999A-9999E,2
16,2755.75,1,310724,1052513616,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014606,,1,9999A-9999E,2
16,2755.75,1,310724,1052513616,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014607,,1,9999A-9999E,2
16,2755.75,1,310724,1052513616,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014608,,1,9999A-9999E,2
16,2755.75,1,310724,1052513617,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014639,,1,9999A-9999E,2
16,2755.75,1,310724,1052513617,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014640,,1,9999A-9999E,2
16,2755.75,1,310724,1052513617,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014676,,1,9999A-9999E,2
16,2755.75,1,310724,1052513617,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301014677,,1,9999A-9999E,2
16,2755.75,1,310724,1052513617,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301018143,,1,9999A-9999E,2
16,2755.75,1,310724,1052513617,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301018144,,1,9999A-9999E,2
16,2755.75,1,310724,1052513617,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301018145,,1,9999A-9999E,2
16,2755.75,1,310724,1052513617,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301018146,,1,9999A-9999E,2
16,2755.75,1,310726,1012513601,101,WA002,9999A-9999C-9999E,WA007,301013173,,1,9999A-9999E,2
16,2755.75,1,310726,1012513601,101,WA002,9999A-9999C-9999E,WA007,301013174,,1,9999A-9999E,2
16,2755.75,1,310726,1012513601,101,WA002,9999A-9999C-9999E,WA007,301013175,,1,9999A-9999E,2
16,2755.75,1,310726,1012513601,101,WA002,9999A-9999C-9999E,WA007,301013253,,1,9999A-9999E,2
16,2755.75,1,310726,1012513601,101,WA002,9999A-9999C-9999E,WA007,301013254,,1,9999A-9999E,2
16,2755.75,1,310726,1012513601,101,WA002,9999A-9999C-9999E,WA007,301013255,,1,9999A-9999E,2
16,2755.75,1,310726,1012513601,101,WA002,9999A-9999C-9999E,WA007,301013272,,1,9999A-9999E,2
16,2755.75,1,310726,1012513601,101,WA002,9999A-9999C-9999E,WA007,301013273,,1,9999A-9999E,2
16,2755.75,1,310726,1012513602,101,WA002,9999A-9999C-9999CS-9999E,WA007,301013306,,1,9999A-9999E,2
16,2755.75,1,310726,1012513602,101,WA002,9999A-9999C-9999CS-9999E,WA007,301013307,,1,9999A-9999E,2
16,2755.75,1,310726,1012513602,101,WA002,9999A-9999C-9999CS-9999E,WA007,301013308,,1,9999A-9999E,2
16,2755.75,1,310726,1012513602,101,WA002,9999A-9999C-9999CS-9999E,WA007,301013309,,1,9999A-9999E,2
16,2755.75,1,310726,1012513602,101,WA002,9999A-9999C-9999CS-9999E,WA007,301013312,,1,9999A-9999E,2
16,2755.75,1,310726,1012513602,101,WA002,9999A-9999C-9999CS-9999E,WA007,301013313,,1,9999A-9999E,2
16,2755.75,1,310726,1012513602,101,WA002,9999A-9999C-9999CS-9999E,WA007,301013314,,1,9999A-9999E,2
16,2755.75,1,310726,1012513602,101,WA002,9999A-9999C-9999CS-9999E,WA007,301013315,,1,9999A-9999E,2
16,2755.75,1,310726,1012513603,101,WA002,9999A-9999E,WA007,301013333,,1,9999A-9999E,2
16,2755.75,1,310726,1012513603,101,WA002,9999A-9999E,WA007,301013334,,1,9999A-9999E,2
16,2755.75,1,310726,1012513603,101,WA002,9999A-9999E,WA007,301013335,,1,9999A-9999E,2
16,2755.75,1,310726,1012513603,101,WA002,9999A-9999E,WA007,301013336,,1,9999A-9999E,2
16,2755.75,1,310726,1012513603,101,WA002,9999A-9999E,WA007,301013357,,1,9999A-9999E,2
16,2755.75,1,310726,1012513603,101,WA002,9999A-9999E,WA007,301013359,,1,9999A-9999E,2
16,2755.75,1,310726,1012513603,101,WA002,9999A-9999E,WA007,301013365,,1,9999A-9999E,2
16,2755.75,1,310726,1012513603,101,WA002,9999A-9999E,WA007,301013366,,1,9999A-9999E,2
16,2755.75,1,310726,1012513604,101,WA002,9999A-9999E,WA007,301013400,,1,9999A-9999E,2
16,2755.75,1,310726,1012513604,101,WA002,9999A-9999E,WA007,301013502,,1,9999A-9999E,2
16,2755.75,1,310726,1012513604,101,WA002,9999A-9999E,WA007,301013504,,1,9999A-9999E,2
16,2755.75,1,310726,1012513604,101,WA002,9999A-9999E,WA007,301013505,,1,9999A-9999E,2
16,2755.75,1,310726,1012513604,101,WA002,9999A-9999E,WA007,301013506,,1,9999A-9999E,2
16,2755.75,1,310726,1012513604,101,WA002,9999A-9999E,WA007,301013507,,1,9999A-9999E,2
16,2755.75,1,310726,1012513604,101,WA002,9999A-9999E,WA007,301013508,,1,9999A-9999E,2
16,2755.75,1,310726,1012513604,101,WA002,9999A-9999E,WA007,301013509,,1,9999A-9999E,2
16,2755.75,1,310726,1012513605,101,WA002,3035A-9999A-9999E,WA007,301013595,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513605,101,WA002,3035A-9999A-9999E,WA007,301013596,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513605,101,WA002,3035A-9999A-9999E,WA007,301013597,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513605,101,WA002,3035A-9999A-9999E,WA007,301013598,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513605,101,WA002,3035A-9999A-9999E,WA007,301013599,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513605,101,WA002,3035A-9999A-9999E,WA007,301013600,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513605,101,WA002,3035A-9999A-9999E,WA007,301013601,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513605,101,WA002,3035A-9999A-9999E,WA007,301013602,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513606,101,WA002,3035A-9999A-9999E,WA007,301013654,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513606,101,WA002,3035A-9999A-9999E,WA007,301013655,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513606,101,WA002,3035A-9999A-9999E,WA007,301013656,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513606,101,WA002,3035A-9999A-9999E,WA007,301013657,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513606,101,WA002,3035A-9999A-9999E,WA007,301013705,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513606,101,WA002,3035A-9999A-9999E,WA007,301013706,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513606,101,WA002,3035A-9999A-9999E,WA007,301013707,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513606,101,WA002,3035A-9999A-9999E,WA007,301013708,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513607,101,WA002,3035A-9999A-9999E,WA007,301013715,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513607,101,WA002,3035A-9999A-9999E,WA007,301013716,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513607,101,WA002,3035A-9999A-9999E,WA007,301013725,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513607,101,WA002,3035A-9999A-9999E,WA007,301013731,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513607,101,WA002,3035A-9999A-9999E,WA007,301013780,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513607,101,WA002,3035A-9999A-9999E,WA007,301013781,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513607,101,WA002,3035A-9999A-9999E,WA007,301013782,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513607,101,WA002,3035A-9999A-9999E,WA007,301013783,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513608,101,WA002,3035A-9999A-9999C-9999E,WA007,301013784,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513608,101,WA002,3035A-9999A-9999C-9999E,WA007,301013785,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513608,101,WA002,3035A-9999A-9999C-9999E,WA007,301013976,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513608,101,WA002,3035A-9999A-9999C-9999E,WA007,301013977,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513608,101,WA002,3035A-9999A-9999C-9999E,WA007,301013978,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513608,101,WA002,3035A-9999A-9999C-9999E,WA007,301013979,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513608,101,WA002,3035A-9999A-9999C-9999E,WA007,301013980,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513608,101,WA002,3035A-9999A-9999C-9999E,WA007,301013981,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513609,101,WA002,3035A-9999A-9999C-9999E,WA007,301013983,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513610,101,WA002,3035A-9999A-9999C-9999CS-9999E,WA007,301014158,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513610,101,WA002,3035A-9999A-9999C-9999CS-9999E,WA007,301014159,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513610,101,WA002,3035A-9999A-9999C-9999CS-9999E,WA007,301014160,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513610,101,WA002,3035A-9999A-9999C-9999CS-9999E,WA007,301014161,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513610,101,WA002,3035A-9999A-9999C-9999CS-9999E,WA007,301014183,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513610,101,WA002,3035A-9999A-9999C-9999CS-9999E,WA007,301014185,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513610,101,WA002,3035A-9999A-9999C-9999CS-9999E,WA007,301014186,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513610,101,WA002,3035A-9999A-9999C-9999CS-9999E,WA007,301014189,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513611,101,WA002,9999A-9999E,WA007,301014284,,1,9999A-9999E,2
16,2755.75,1,310726,1012513611,101,WA002,9999A-9999E,WA007,301014285,,1,9999A-9999E,2
16,2755.75,1,310726,1012513611,101,WA002,9999A-9999E,WA007,301014286,,1,9999A-9999E,2
16,2755.75,1,310726,1012513611,101,WA002,9999A-9999E,WA007,301014287,,1,9999A-9999E,2
16,2755.75,1,310726,1012513611,101,WA002,9999A-9999E,WA007,301014339,,1,9999A-9999E,2
16,2755.75,1,310726,1012513611,101,WA002,9999A-9999E,WA007,301014340,,1,9999A-9999E,2
16,2755.75,1,310726,1012513611,101,WA002,9999A-9999E,WA007,301014341,,1,9999A-9999E,2
16,2755.75,1,310726,1012513611,101,WA002,9999A-9999E,WA007,301014371,,1,9999A-9999E,2
16,2755.75,1,310726,1012513612,101,WA002,3035A-9999A-9999C-9999E,WA007,301014391,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513612,101,WA002,3035A-9999A-9999C-9999E,WA007,301014392,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513612,101,WA002,3035A-9999A-9999C-9999E,WA007,301014393,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513612,101,WA002,3035A-9999A-9999C-9999E,WA007,301014394,232663-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513612,101,WA002,3035A-9999A-9999C-9999E,WA007,301014395,232664-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513612,101,WA002,3035A-9999A-9999C-9999E,WA007,301014396,232664-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513612,101,WA002,3035A-9999A-9999C-9999E,WA007,301014430,232664-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513612,101,WA002,3035A-9999A-9999C-9999E,WA007,301014431,232664-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1012513613,101,WA002,9999A-9999E,WA007,301014438,,1,9999A-9999E,2
16,2755.75,1,310726,1012513613,101,WA002,9999A-9999E,WA007,301014439,,1,9999A-9999E,2
16,2755.75,1,310726,1012513613,101,WA002,9999A-9999E,WA007,301014446,,1,9999A-9999E,2
16,2755.75,1,310726,1012513613,101,WA002,9999A-9999E,WA007,301014447,,1,9999A-9999E,2
16,2755.75,1,310726,1012513613,101,WA002,9999A-9999E,WA007,301014448,,1,9999A-9999E,2
16,2755.75,1,310726,1012513613,101,WA002,9999A-9999E,WA007,301014451,,1,9999A-9999E,2
16,2755.75,1,310726,1012513613,101,WA002,9999A-9999E,WA007,301014524,,1,9999A-9999E,2
16,2755.75,1,310726,1012513613,101,WA002,9999A-9999E,WA007,301014525,,1,9999A-9999E,2
16,2755.75,1,310726,1012513614,101,WA002,9999A-9999E,WA007,301014526,,1,9999A-9999E,2
16,2755.75,1,310726,1012513614,101,WA002,9999A-9999E,WA007,301014527,,1,9999A-9999E,2
16,2755.75,1,310726,1012513614,101,WA002,9999A-9999E,WA007,301014528,,1,9999A-9999E,2
16,2755.75,1,310726,1012513614,101,WA002,9999A-9999E,WA007,301014529,,1,9999A-9999E,2
16,2755.75,1,310726,1012513614,101,WA002,9999A-9999E,WA007,301014574,,1,9999A-9999E,2
16,2755.75,1,310726,1012513614,101,WA002,9999A-9999E,WA007,301014575,,1,9999A-9999E,2
16,2755.75,1,310726,1012513614,101,WA002,9999A-9999E,WA007,301014617,,1,9999A-9999E,2
16,2755.75,1,310726,1012513614,101,WA002,9999A-9999E,WA007,301014618,,1,9999A-9999E,2
16,2700.635,1,310726,1012513615,101,WA002,3035A-9999A-9999E,WA007,301014638,232664-1-1-101,1,3035A-9999A-9999E,3
16,2755.75,1,310726,1022513651,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301014473,233227-1-1-103,1,3002A-3007S-3025S-3033A-3035A-9999A-9999E,7
16,2755.75,1,310726,1022513651,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301014474,233227-1-1-103,1,3002A-3007S-3025S-3033A-3035A-9999A-9999E,7
16,2755.75,1,310726,1022513651,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301014480,233227-1-1-103,1,3002A-3007S-3025S-3033A-3035A-9999A-9999E,7
16,2755.75,1,310726,1022513651,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301014481,233227-1-1-103,1,3002A-3007S-3025S-3033A-3035A-9999A-9999E,7
16,2755.75,1,310726,1022513651,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301014482,233227-1-1-103,1,3002A-3007S-3025S-3033A-3035A-9999A-9999E,7
16,2755.75,1,310726,1022513651,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301014484,233227-1-1-103,1,3002A-3007S-3025S-3033A-3035A-9999A-9999E,7
16,2755.75,1,310726,1022513651,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301014487,233227-1-1-103,1,3002A-3007S-3025S-3033A-3035A-9999A-9999E,7
16,2755.75,1,310726,1022513651,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,301014488,233227-1-1-103,1,3002A-3007S-3025S-3033A-3035A-9999A-9999E,7
16,2755.75,1,310726,1022513652,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014538,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513652,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014539,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513652,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014540,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513652,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014541,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513652,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014542,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513652,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014543,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513652,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014544,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513652,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014546,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513653,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014723,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513653,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014724,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513653,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014725,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513653,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014726,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513653,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014727,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513653,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014728,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
16,2755.75,1,310726,1022513653,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301014729,,1,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E,9
