WA002,,,Order,101,120,310726,232663-1-1-101,330690,120,4/25/2025,WA007,3035A
WA002,,,Order,101,120,310726,232663-1-1-102,55115,20,5/2/2025,WA007,3035A
WA002,,,Order,101,120,310726,232663-1-1-103,55115,20,4/25/2025,WA007,3035A
WA002,,,Order,101,120,310726,232663-1-1-104,55115,20,4/25/2025,WA007,3035A
WA002,,,Order,101,120,310726,232663-1-1-105,55115,20,4/25/2025,WA007,3035A
WA002,,,Order,101,120,310726,232664-1-1-101,440920,160,6/2/2025,WA007,3035A
WA002,,,Order,101,120,310726,232664-1-1-102,110230,40,6/2/2025,WA007,3035A
WA002,,,Order,101,120,310726,233064-1-1-101,165345,60,4/11/2025,WA007,9999E
WA002,,,Order,101,120,310726,233064-1-1-102,165345,60,4/11/2025,WA007,9999E
WA002,,,Order,101,120,310726,233064-1-1-103,220460,80,4/11/2025,WA007,9999E
WA002,,,Order,101,120,310726,233183-1-1-101,110230,40,5/3/2025,WA007,9999E
WA002,,,Order,101,120,310726,233183-1-1-102,110230,40,5/6/2025,WA007,9999E
WA002,,,Order,101,120,310726,233183-1-1-103,55115,20,5/6/2025,WA007,9999E
WA002,,,Order,102,120,310726,232634-1-1-103,55,0.019958269,4/11/2025,WA007,9999E
WA002,,,Order,102,120,310726,232800-1-1-106,330,0.119749614,4/4/2025,WA007,9999E
WA002,,,Order,102,120,310726,232800-1-2-108,110,0.039916538,4/14/2025,WA007,9999E
WA002,,,Order,102,120,310726,232800-1-3-109,275575,100,5/6/2025,WA007,9999E
WA002,,,Order,102,120,310726,232922-1-2-103,55115,20,4/24/2025,WA007,9999E
WA002,,,Order,102,120,310726,232937-1-2-102,55115,20,4/17/2025,WA007,9999E
WA002,,,Order,102,120,310726,232961-1-1-101,56493,20.50004536,4/15/2025,WA007,9999E
WA002,WA003,,Order,102,120,310726,232089-1-3-1182066,55115,20,4/14/2025,WA007,9999A
WA002,WA003,,Order,102,120,310726,232784-1-1-102,551,0.199945568,4/1/2025,WA007,9999E
WA002,WA003,,Order,102,120,310726,232925-1-2-102,55115,20,4/18/2025,WA007,9999A
WA002,WA003,,Order,102,120,310726,232970-1-1-101,55,0.019958269,4/14/2025,WA007,9999A
WA002,WA003,,Order,102,120,310726,232970-1-3-103,55115,20,5/3/2025,WA007,9999A
WA003,,,Order,101,120,310726,231710-1-3-1175123,441,0.16002903,2/11/2025,WA007,3025S
WA003,,,Order,101,120,310726,232128-1-5-119,220460,80,4/14/2025,WA010,3007DRYGUM
WA003,,,Order,101,120,310726,232128-1-5-120,220460,80,4/14/2025,WA010,3007DRYGUM
WA003,,,Order,101,120,310726,232128-1-5-121,275575,100,4/16/2025,WA007,3007DRYGUM
